t	x	y	th	v	w	dTh	dSi
5.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5.161	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5.212	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5.262	0.000	0.000	0.027	0.000	0.536	0.027	0.000
5.312	-0.000	-0.000	0.071	-0.005	0.872	0.044	-0.000
5.362	-0.000	0.000	0.114	0.005	0.872	0.044	0.000
5.412	0.000	0.000	0.172	0.005	1.141	0.057	0.000
5.463	0.000	0.000	0.226	0.000	1.071	0.054	0.000
5.513	0.000	0.000	0.279	0.000	1.073	0.054	0.000
5.563	0.000	0.000	0.330	0.005	1.006	0.050	0.000
5.613	0.000	0.000	0.377	0.000	0.939	0.047	0.000
5.663	0.000	0.000	0.431	0.000	1.072	0.054	0.000
5.713	0.000	0.000	0.485	0.000	1.073	0.054	0.000
5.764	0.000	0.000	0.532	0.000	0.938	0.047	0.000
5.814	0.000	-0.000	0.582	-0.005	1.006	0.050	-0.000
5.864	0.000	-0.000	0.636	0.000	1.072	0.054	0.000
5.914	0.000	0.000	0.687	0.005	1.006	0.050	0.000
5.965	0.000	0.000	0.741	0.000	1.069	0.054	0.000
6.015	0.000	0.000	0.794	0.000	1.074	0.054	0.000
6.065	0.000	-0.000	0.845	-0.005	1.006	0.050	-0.000
6.115	0.000	-0.000	0.895	-0.005	1.006	0.050	-0.000
6.175	0.000	-0.000	0.959	0.004	1.064	0.064	0.000
6.225	0.000	-0.000	1.006	-0.009	0.939	0.047	-0.000
6.276	0.000	-0.000	1.057	0.005	1.005	0.050	0.000
6.326	0.000	-0.000	1.107	-0.005	1.006	0.050	-0.000
6.376	-0.000	-0.001	1.158	-0.005	1.006	0.050	-0.000
6.426	-0.000	-0.001	1.202	-0.005	0.872	0.044	-0.000
6.476	-0.000	-0.001	1.252	-0.005	1.005	0.050	-0.000
6.527	-0.000	-0.001	1.303	-0.005	1.005	0.050	-0.000
6.577	-0.000	-0.001	1.353	0.005	1.006	0.050	0.000
6.627	-0.000	-0.001	1.404	-0.005	1.005	0.050	-0.000
6.677	-0.000	-0.002	1.454	-0.005	1.006	0.050	-0.000
6.728	-0.000	-0.002	1.508	0.000	1.073	0.054	0.000
6.778	-0.000	-0.002	1.558	-0.005	1.004	0.050	-0.000
6.828	-0.000	-0.002	1.609	0.005	1.006	0.050	0.000
6.878	-0.000	-0.002	1.663	0.000	1.073	0.054	0.000
6.928	-0.000	-0.001	1.720	0.005	1.141	0.057	0.000
6.979	-0.000	-0.001	1.774	0.000	1.074	0.054	0.000
7.029	-0.000	-0.001	1.828	0.000	1.073	0.054	0.000
7.079	-0.001	-0.001	1.882	0.009	1.073	0.054	0.000
7.129	-0.001	-0.001	1.939	0.005	1.140	0.057	0.000
7.179	-0.001	-0.001	1.993	0.000	1.073	0.054	0.000
7.230	-0.001	-0.000	2.050	0.005	1.135	0.057	0.000
7.280	-0.001	-0.000	2.104	0.000	1.074	0.054	0.000
7.330	-0.001	-0.000	2.158	0.000	1.071	0.054	0.000
7.380	-0.001	-0.000	2.205	0.000	0.939	0.047	0.000
7.430	-0.001	-0.000	2.255	0.005	1.006	0.050	0.000
7.481	-0.001	-0.000	2.309	0.000	1.073	0.054	0.000
7.531	-0.001	-0.000	2.363	0.000	1.074	0.054	0.000
7.581	-0.001	-0.000	2.417	0.000	1.073	0.054	0.000
7.631	-0.001	-0.000	2.471	0.000	1.074	0.054	0.000
7.681	-0.001	-0.000	2.518	0.000	0.939	0.047	0.000
7.732	-0.001	-0.000	2.572	0.000	1.072	0.054	0.000
7.782	-0.001	-0.000	2.622	0.005	1.006	0.050	0.000
7.832	-0.001	-0.000	2.676	0.000	1.074	0.054	0.000
7.882	-0.001	-0.000	2.730	0.000	1.072	0.054	0.000
7.932	-0.002	0.000	2.777	0.028	0.939	0.047	0.001
7.982	-0.009	0.003	2.814	0.146	0.738	0.037	0.007
8.033	-0.019	0.006	2.848	0.197	0.671	0.034	0.010
8.083	-0.029	0.009	2.861	0.216	0.268	0.013	0.011
8.133	-0.040	0.012	2.858	0.221	-0.067	-0.003	0.011
8.183	-0.050	0.015	2.834	0.211	-0.470	-0.024	0.011
8.233	-0.059	0.018	2.804	0.202	-0.603	-0.030	0.010
8.284	-0.068	0.022	2.777	0.188	-0.536	-0.027	0.009
8.334	-0.077	0.025	2.747	0.192	-0.602	-0.030	0.010
8.384	-0.086	0.029	2.723	0.192	-0.469	-0.024	0.010
8.434	-0.095	0.033	2.706	0.193	-0.335	-0.017	0.010
8.484	-0.104	0.037	2.693	0.197	-0.268	-0.013	0.010
8.535	-0.113	0.042	2.693	0.197	0.000	0.000	0.010
8.585	-0.122	0.046	2.693	0.197	0.000	0.000	0.010
8.635	-0.131	0.050	2.700	0.197	0.134	0.007	0.010
8.685	-0.139	0.054	2.710	0.192	0.201	0.010	0.010
8.735	-0.148	0.058	2.723	0.188	0.268	0.013	0.009
8.786	-0.157	0.062	2.730	0.188	0.134	0.007	0.009
8.836	-0.165	0.066	2.740	0.183	0.201	0.010	0.009
8.886	-0.174	0.069	2.747	0.188	0.134	0.007	0.009
8.936	-0.182	0.073	2.753	0.188	0.134	0.007	0.009
8.987	-0.190	0.076	2.753	0.169	0.000	0.000	0.008
9.037	-0.199	0.080	2.753	0.188	0.000	0.000	0.009
9.087	-0.207	0.083	2.750	0.174	-0.067	-0.003	0.009
9.137	-0.215	0.086	2.750	0.178	0.000	0.000	0.009
9.187	-0.223	0.090	2.743	0.169	-0.134	-0.007	0.008
9.237	-0.231	0.093	2.740	0.174	-0.067	-0.003	0.009
9.288	-0.239	0.096	2.740	0.169	0.000	0.000	0.008
9.338	-0.247	0.100	2.737	0.174	-0.067	-0.003	0.009
9.388	-0.255	0.103	2.743	0.179	0.134	0.007	0.009
9.438	-0.264	0.107	2.743	0.178	0.000	0.000	0.009
9.488	-0.272	0.110	2.743	0.178	0.000	0.000	0.009
9.539	-0.280	0.114	2.747	0.183	0.067	0.003	0.009
9.589	-0.288	0.117	2.750	0.174	0.067	0.003	0.009
9.639	-0.296	0.120	2.753	0.174	0.067	0.003	0.009
9.689	-0.304	0.124	2.753	0.169	0.000	0.000	0.008
9.739	-0.312	0.127	2.757	0.164	0.067	0.003	0.008
9.790	-0.320	0.130	2.757	0.169	0.000	0.000	0.008
9.840	-0.328	0.133	2.757	0.169	0.000	0.000	0.008
9.890	-0.335	0.136	2.753	0.164	-0.067	-0.003	0.008
9.940	-0.343	0.139	2.753	0.160	0.000	0.000	0.008
9.991	-0.350	0.142	2.753	0.169	0.000	0.000	0.008
10.041	-0.358	0.146	2.753	0.169	0.000	0.000	0.008
10.091	-0.366	0.149	2.747	0.160	-0.134	-0.007	0.008
10.141	-0.373	0.152	2.747	0.150	0.000	0.000	0.008
10.191	-0.380	0.155	2.743	0.155	-0.067	-0.003	0.008
10.241	-0.387	0.157	2.743	0.150	0.000	0.000	0.008
10.292	-0.394	0.160	2.740	0.155	-0.067	-0.003	0.008
10.342	-0.401	0.164	2.737	0.155	-0.067	-0.003	0.008
10.392	-0.409	0.167	2.740	0.164	0.067	0.003	0.008
10.442	-0.416	0.170	2.743	0.155	0.067	0.003	0.008
10.492	-0.423	0.173	2.747	0.164	0.067	0.003	0.008
10.543	-0.431	0.176	2.747	0.160	0.000	0.000	0.008
10.593	-0.438	0.179	2.747	0.150	0.000	0.000	0.008
10.643	-0.445	0.182	2.750	0.155	0.067	0.003	0.008
10.693	-0.452	0.185	2.750	0.150	0.000	0.000	0.008
10.743	-0.459	0.188	2.750	0.141	0.000	0.000	0.007
10.794	-0.465	0.190	2.753	0.145	0.067	0.003	0.007
10.844	-0.472	0.193	2.753	0.150	0.000	0.000	0.008
10.894	-0.479	0.196	2.757	0.145	0.067	0.003	0.007
10.944	-0.485	0.198	2.753	0.136	-0.067	-0.003	0.007
10.994	-0.492	0.201	2.753	0.141	0.000	0.000	0.007
11.045	-0.498	0.204	2.753	0.132	0.000	0.000	0.007
11.095	-0.505	0.206	2.753	0.141	0.000	0.000	0.007
11.145	-0.511	0.209	2.753	0.131	0.000	0.000	0.007
11.195	-0.517	0.211	2.753	0.131	0.000	0.000	0.007
11.245	-0.523	0.214	2.750	0.136	-0.067	-0.003	0.007
11.296	-0.529	0.216	2.743	0.122	-0.134	-0.007	0.006
11.346	-0.534	0.219	2.743	0.122	0.000	0.000	0.006
11.396	-0.540	0.221	2.743	0.122	0.000	0.000	0.006
11.446	-0.545	0.223	2.743	0.113	0.000	0.000	0.006
11.496	-0.551	0.226	2.737	0.122	-0.134	-0.007	0.006
11.547	-0.557	0.228	2.740	0.127	0.067	0.003	0.006
11.597	-0.562	0.230	2.740	0.112	0.000	0.000	0.006
11.647	-0.568	0.233	2.747	0.122	0.134	0.007	0.006
11.697	-0.573	0.235	2.747	0.113	0.000	0.000	0.006
11.748	-0.578	0.237	2.747	0.121	0.000	0.000	0.006
11.798	-0.584	0.240	2.750	0.117	0.067	0.003	0.006
11.848	-0.589	0.242	2.750	0.113	0.000	0.000	0.006
11.899	-0.594	0.244	2.753	0.108	0.067	0.003	0.005
11.949	-0.598	0.245	2.750	0.080	-0.067	-0.003	0.004
11.999	-0.601	0.247	2.753	0.070	0.067	0.003	0.004
12.049	-0.605	0.248	2.753	0.075	0.000	0.000	0.004
12.099	-0.610	0.250	2.750	0.108	-0.067	-0.003	0.005
12.150	-0.615	0.252	2.753	0.117	0.067	0.003	0.006
12.200	-0.621	0.255	2.757	0.136	0.067	0.003	0.007
12.250	-0.627	0.257	2.750	0.131	-0.134	-0.007	0.007
12.300	-0.633	0.260	2.753	0.127	0.067	0.003	0.006
12.351	-0.639	0.262	2.753	0.113	0.000	0.000	0.006
12.401	-0.644	0.264	2.753	0.122	0.000	0.000	0.006
12.451	-0.650	0.267	2.753	0.122	0.000	0.000	0.006
12.501	-0.656	0.269	2.753	0.122	0.000	0.000	0.006
12.552	-0.661	0.271	2.753	0.122	0.000	0.000	0.006
12.602	-0.667	0.273	2.750	0.117	-0.067	-0.003	0.006
12.652	-0.672	0.276	2.750	0.122	0.000	0.000	0.006
12.702	-0.678	0.278	2.750	0.113	0.000	0.000	0.006
12.752	-0.683	0.280	2.750	0.122	0.000	0.000	0.006
12.803	-0.688	0.282	2.743	0.112	-0.134	-0.007	0.006
12.853	-0.694	0.285	2.747	0.117	0.067	0.003	0.006
12.903	-0.699	0.287	2.747	0.113	0.000	0.000	0.006
12.953	-0.705	0.289	2.743	0.117	-0.067	-0.003	0.006
13.004	-0.710	0.291	2.740	0.117	-0.067	-0.003	0.006
13.054	-0.715	0.294	2.737	0.108	-0.067	-0.003	0.005
13.104	-0.720	0.296	2.740	0.117	0.067	0.003	0.006
13.154	-0.726	0.298	2.743	0.117	0.067	0.003	0.006
13.205	-0.731	0.301	2.743	0.122	0.000	0.000	0.006
13.255	-0.737	0.303	2.747	0.127	0.067	0.003	0.006
13.305	-0.743	0.306	2.750	0.127	0.067	0.003	0.006
13.355	-0.748	0.308	2.750	0.113	0.000	0.000	0.006
13.405	-0.754	0.310	2.750	0.122	0.000	0.000	0.006
13.456	-0.759	0.312	2.750	0.113	0.000	0.000	0.006
13.506	-0.765	0.314	2.753	0.117	0.067	0.003	0.006
13.556	-0.770	0.317	2.753	0.113	0.000	0.000	0.006
13.606	-0.775	0.319	2.753	0.113	0.000	0.000	0.006
13.656	-0.781	0.321	2.753	0.122	0.000	0.000	0.006
13.707	-0.786	0.323	2.757	0.117	0.067	0.003	0.006
13.757	-0.792	0.325	2.757	0.113	0.000	0.000	0.006
13.807	-0.797	0.327	2.757	0.113	0.000	0.000	0.006
13.857	-0.802	0.330	2.753	0.108	-0.067	-0.003	0.005
13.907	-0.807	0.332	2.753	0.113	0.000	0.000	0.006
13.957	-0.812	0.334	2.753	0.113	0.000	0.000	0.006
14.008	-0.818	0.336	2.757	0.117	0.067	0.003	0.006
14.058	-0.823	0.338	2.753	0.108	-0.067	-0.003	0.005
14.108	-0.828	0.340	2.753	0.113	0.000	0.000	0.006
14.158	-0.833	0.342	2.750	0.108	-0.067	-0.003	0.005
14.209	-0.838	0.344	2.750	0.113	0.000	0.000	0.006
14.259	-0.843	0.346	2.747	0.099	-0.067	-0.003	0.005
