t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.42	0.00	0.00	0.00	0.47	0.07	0.00	0.00
0.47	0.00	-0.00	0.01	-0.47	0.20	0.01	-0.00
0.52	0.00	-0.00	0.03	0.00	0.27	0.01	0.00
0.57	0.00	-0.00	0.04	0.00	0.27	0.01	0.00
0.62	-0.00	-0.00	0.06	-0.47	0.34	0.02	-0.00
0.67	-0.00	-0.00	0.07	-0.47	0.34	0.02	-0.00
0.72	-0.00	-0.00	0.09	0.00	0.27	0.01	0.00
0.77	-0.00	-0.00	0.10	0.00	0.27	0.01	0.00
0.82	-0.00	-0.00	0.12	0.47	0.47	0.02	0.00
0.87	-0.00	-0.00	0.14	0.00	0.27	0.01	0.00
0.92	-0.00	-0.00	0.15	-0.47	0.34	0.02	-0.00
0.97	-0.00	0.00	0.18	0.94	0.40	0.02	0.00
1.02	-0.00	0.00	0.19	0.00	0.27	0.01	0.00
1.07	0.00	0.00	0.21	0.47	0.33	0.02	0.00
1.12	0.00	0.00	0.23	8.92	0.47	0.02	0.00
1.17	0.01	0.00	0.25	14.41	0.39	0.02	0.01
1.22	0.02	0.01	0.28	17.85	0.54	0.03	0.01
1.27	0.03	0.01	0.30	18.79	0.40	0.02	0.01
1.32	0.04	0.01	0.31	20.09	0.33	0.02	0.01
1.37	0.05	0.01	0.32	18.31	0.20	0.01	0.01
1.42	0.06	0.02	0.33	17.81	0.13	0.01	0.01
1.48	0.07	0.02	0.33	18.29	0.07	0.00	0.01
1.53	0.07	0.02	0.33	17.83	0.00	0.00	0.01
1.58	0.08	0.03	0.33	17.84	0.00	0.00	0.01
1.63	0.09	0.03	0.33	17.36	-0.07	-0.00	0.01
1.68	0.10	0.03	0.33	17.38	0.07	0.00	0.01
1.73	0.11	0.03	0.33	17.83	-0.13	-0.01	0.01
1.78	0.12	0.04	0.32	17.30	-0.07	-0.00	0.01
1.83	0.12	0.04	0.32	17.38	-0.07	-0.00	0.01
1.88	0.13	0.04	0.31	17.35	-0.20	-0.01	0.01
1.93	0.14	0.04	0.31	16.91	0.00	0.00	0.01
1.98	0.15	0.05	0.31	16.90	0.00	0.00	0.01
2.03	0.16	0.05	0.31	17.35	-0.07	-0.00	0.01
2.08	0.16	0.05	0.30	17.38	-0.07	-0.00	0.01
2.13	0.17	0.06	0.30	16.91	0.00	0.00	0.01
2.18	0.18	0.06	0.30	16.91	0.00	0.00	0.01
2.23	0.19	0.06	0.30	16.90	0.00	0.00	0.01
2.28	0.20	0.06	0.31	16.43	0.07	0.00	0.01
2.33	0.20	0.07	0.31	16.92	0.00	0.00	0.01
2.38	0.21	0.07	0.31	16.90	0.00	0.00	0.01
2.43	0.22	0.07	0.30	16.44	-0.07	-0.00	0.01
2.48	0.23	0.07	0.30	15.97	0.00	0.00	0.01
2.53	0.24	0.08	0.31	15.96	0.13	0.01	0.01
2.58	0.24	0.08	0.30	15.01	-0.13	-0.01	0.01
2.63	0.25	0.08	0.31	16.90	0.13	0.01	0.01
2.68	0.26	0.08	0.31	15.49	-0.07	-0.00	0.01
2.73	0.27	0.08	0.31	15.49	0.07	0.00	0.01
2.78	0.27	0.09	0.31	15.02	0.00	0.00	0.01
2.83	0.28	0.09	0.30	15.04	-0.13	-0.01	0.01
2.88	0.29	0.09	0.30	15.50	-0.07	-0.00	0.01
2.93	0.30	0.09	0.30	14.56	-0.07	-0.00	0.01
2.98	0.30	0.10	0.29	14.56	-0.07	-0.00	0.01
3.03	0.31	0.10	0.29	15.02	0.00	0.00	0.01
3.08	0.32	0.10	0.29	14.56	-0.07	-0.00	0.01
3.13	0.32	0.10	0.29	14.09	0.00	0.00	0.01
3.18	0.33	0.10	0.29	15.02	0.00	0.00	0.01
3.23	0.34	0.11	0.29	13.62	-0.07	-0.00	0.01
3.28	0.34	0.11	0.29	14.55	0.07	0.00	0.01
3.33	0.35	0.11	0.29	13.15	0.00	0.00	0.01
3.38	0.36	0.11	0.29	13.15	0.00	0.00	0.01
3.43	0.36	0.11	0.29	14.09	0.00	0.00	0.01
3.48	0.37	0.12	0.29	13.14	0.00	0.00	0.01
3.53	0.38	0.12	0.29	12.63	-0.07	-0.00	0.01
3.58	0.38	0.12	0.29	12.68	0.07	0.00	0.01
3.63	0.39	0.12	0.29	12.18	0.00	0.00	0.01
3.68	0.39	0.12	0.29	12.20	0.00	0.00	0.01
3.73	0.40	0.12	0.29	11.74	0.07	0.00	0.01
3.78	0.40	0.13	0.29	12.21	0.00	0.00	0.01
3.83	0.41	0.13	0.29	11.27	0.00	0.00	0.01
3.88	0.42	0.13	0.30	10.80	0.07	0.00	0.01
3.93	0.42	0.13	0.29	10.80	-0.07	-0.00	0.01
3.98	0.43	0.13	0.30	9.87	0.07	0.00	0.00
4.03	0.43	0.13	0.30	9.39	0.00	0.00	0.00
