t	x	y	th	v	w	dTh	dSi
5.112	2.200	1.000	-1.571	0.000	0.000	0.000	0.000
5.162	2.200	1.000	-1.578	0.000	-0.134	-0.007	0.000
5.213	2.200	1.000	-1.594	-0.005	-0.336	-0.017	-0.000
5.263	2.200	1.001	-1.615	-0.009	-0.403	-0.020	-0.000
5.313	2.200	1.001	-1.635	0.000	-0.403	-0.020	0.000
5.363	2.200	1.001	-1.662	0.000	-0.537	-0.027	0.000
5.413	2.200	1.001	-1.685	-0.005	-0.470	-0.024	-0.000
5.463	2.200	1.001	-1.712	0.000	-0.537	-0.027	0.000
5.513	2.200	1.001	-1.736	0.005	-0.470	-0.024	0.000
5.564	2.200	1.001	-1.763	0.000	-0.537	-0.027	0.000
5.614	2.200	1.001	-1.790	0.000	-0.537	-0.027	0.000
5.665	2.200	1.001	-1.813	-0.005	-0.460	-0.024	-0.000
5.715	2.200	1.001	-1.840	0.000	-0.537	-0.027	0.000
5.765	2.200	1.001	-1.867	0.000	-0.536	-0.027	0.000
5.815	2.200	1.001	-1.894	0.000	-0.537	-0.027	0.000
5.866	2.200	1.001	-1.914	0.000	-0.402	-0.020	0.000
5.916	2.200	1.001	-1.941	0.000	-0.536	-0.027	0.000
5.966	2.200	1.001	-1.968	0.000	-0.536	-0.027	0.000
6.016	2.200	1.001	-1.992	0.005	-0.470	-0.024	0.000
6.066	2.200	1.001	-2.018	0.000	-0.536	-0.027	0.000
6.117	2.200	1.001	-2.042	-0.005	-0.469	-0.024	-0.000
6.167	2.200	1.001	-2.069	0.000	-0.536	-0.027	0.000
6.217	2.200	1.001	-2.096	0.000	-0.537	-0.027	0.000
6.267	2.200	1.001	-2.126	0.005	-0.603	-0.030	0.000
6.318	2.200	1.001	-2.150	-0.005	-0.469	-0.024	-0.000
6.368	2.200	1.001	-2.173	0.005	-0.469	-0.024	0.000
6.418	2.200	1.001	-2.200	0.000	-0.537	-0.027	0.000
6.468	2.200	1.001	-2.224	0.005	-0.469	-0.024	0.000
6.518	2.200	1.001	-2.251	0.000	-0.537	-0.027	0.000
6.569	2.200	1.001	-2.278	0.000	-0.536	-0.027	0.000
6.619	2.200	1.001	-2.305	0.000	-0.536	-0.027	0.000
6.669	2.200	1.001	-2.332	0.000	-0.536	-0.027	0.000
6.719	2.200	1.001	-2.358	0.000	-0.534	-0.027	0.000
6.770	2.200	1.001	-2.385	0.000	-0.536	-0.027	0.000
6.820	2.200	1.001	-2.409	-0.005	-0.469	-0.024	-0.000
6.870	2.200	1.001	-2.432	0.005	-0.469	-0.024	0.000
6.920	2.200	1.001	-2.459	0.000	-0.537	-0.027	0.000
6.970	2.200	1.000	-2.483	0.005	-0.469	-0.024	0.000
7.021	2.200	1.001	-2.507	-0.005	-0.470	-0.024	-0.000
7.071	2.200	1.001	-2.533	0.000	-0.536	-0.027	0.000
7.121	2.200	1.001	-2.560	0.000	-0.537	-0.027	0.000
7.171	2.200	1.001	-2.587	0.000	-0.536	-0.027	0.000
7.221	2.200	1.001	-2.611	-0.005	-0.470	-0.024	-0.000
7.272	2.200	1.001	-2.634	0.005	-0.469	-0.024	0.000
7.322	2.200	1.001	-2.661	0.000	-0.535	-0.027	0.000
7.372	2.200	1.000	-2.685	0.005	-0.469	-0.024	0.000
7.422	2.200	1.001	-2.709	-0.005	-0.470	-0.024	-0.000
7.472	2.200	1.001	-2.735	0.000	-0.537	-0.027	0.000
7.523	2.200	1.001	-2.762	0.000	-0.536	-0.027	0.000
7.573	2.200	1.001	-2.789	0.000	-0.536	-0.027	0.000
7.623	2.200	1.001	-2.816	0.000	-0.537	-0.027	0.000
7.673	2.200	1.001	-2.843	0.000	-0.537	-0.027	0.000
7.723	2.200	1.001	-2.863	0.000	-0.403	-0.020	0.000
7.774	2.200	1.001	-2.894	-0.005	-0.604	-0.030	-0.000
7.824	2.200	1.001	-2.917	0.005	-0.469	-0.024	0.000
7.874	2.200	1.001	-2.947	-0.005	-0.604	-0.030	-0.000
7.924	2.200	1.001	-2.971	0.005	-0.470	-0.024	0.000
7.974	2.200	1.001	-2.995	-0.005	-0.469	-0.024	-0.000
8.024	2.200	1.001	-3.022	0.000	-0.537	-0.027	0.000
8.075	2.200	1.001	-3.045	0.005	-0.470	-0.024	0.000
8.125	2.200	1.001	-3.072	0.000	-0.537	-0.027	0.000
8.175	2.200	1.001	-3.099	0.000	-0.537	-0.027	0.000
8.225	2.200	1.001	-3.126	0.000	-0.537	-0.027	0.000
8.275	2.199	1.001	3.137	0.009	-0.403	-0.020	0.000
8.325	2.194	1.001	3.130	0.103	-0.134	-0.007	0.005
8.376	2.187	1.001	3.117	0.150	-0.268	-0.013	0.008
8.426	2.178	1.001	3.117	0.169	0.000	0.000	0.008
8.476	2.170	1.001	3.114	0.164	-0.067	-0.003	0.008
8.526	2.162	1.001	3.114	0.160	0.000	0.000	0.008
8.576	2.154	1.002	3.107	0.150	-0.134	-0.007	0.008
8.626	2.147	1.002	3.103	0.146	-0.067	-0.003	0.007
8.677	2.140	1.002	3.103	0.150	0.000	0.000	0.008
8.727	2.132	1.002	3.107	0.146	0.067	0.003	0.007
8.777	2.124	1.003	3.110	0.155	0.067	0.003	0.008
8.827	2.117	1.003	3.107	0.146	-0.067	-0.003	0.007
8.877	2.110	1.003	3.114	0.150	0.134	0.007	0.008
8.927	2.102	1.003	3.114	0.150	0.000	0.000	0.008
8.978	2.095	1.004	3.114	0.141	0.000	0.000	0.007
9.028	2.088	1.004	3.114	0.141	0.000	0.000	0.007
9.078	2.081	1.004	3.117	0.136	0.067	0.003	0.007
9.128	2.075	1.004	3.117	0.132	0.000	0.000	0.007
9.178	2.068	1.004	3.114	0.136	-0.067	-0.003	0.007
9.228	2.061	1.004	3.117	0.136	0.067	0.003	0.007
9.284	2.054	1.005	3.117	0.127	0.000	0.000	0.007
9.334	2.047	1.005	3.117	0.131	0.000	0.000	0.007
9.384	2.041	1.005	3.120	0.127	0.067	0.003	0.006
9.435	2.035	1.005	3.117	0.117	-0.067	-0.003	0.006
9.485	2.029	1.005	3.117	0.122	0.000	0.000	0.006
9.535	2.023	1.005	3.117	0.122	0.000	0.000	0.006
9.585	2.017	1.006	3.117	0.122	0.000	0.000	0.006
9.635	2.011	1.006	3.120	0.118	0.067	0.003	0.006
9.685	2.005	1.006	3.120	0.113	0.000	0.000	0.006
9.735	2.000	1.006	3.117	0.108	-0.067	-0.003	0.005
9.786	1.994	1.006	3.114	0.108	-0.067	-0.003	0.005
9.836	1.989	1.006	3.114	0.113	0.000	0.000	0.006
9.886	1.983	1.006	3.110	0.108	-0.067	-0.003	0.005
9.936	1.978	1.007	3.107	0.108	-0.067	-0.003	0.005
9.986	1.972	1.007	3.110	0.108	0.067	0.003	0.005
10.036	1.967	1.007	3.107	0.108	-0.067	-0.003	0.005
10.087	1.962	1.007	3.107	0.103	0.000	0.000	0.005
10.137	1.957	1.007	3.110	0.099	0.067	0.003	0.005
10.187	1.952	1.007	3.110	0.103	0.000	0.000	0.005
10.237	1.946	1.008	3.110	0.113	0.000	0.000	0.006
10.287	1.941	1.008	3.117	0.103	0.134	0.007	0.005
10.337	1.936	1.008	3.117	0.103	0.000	0.000	0.005
10.388	1.930	1.008	3.117	0.103	0.000	0.000	0.005
10.438	1.926	1.008	3.117	0.094	0.000	0.000	0.005
10.488	1.921	1.008	3.117	0.094	0.000	0.000	0.005
10.538	1.916	1.008	3.114	0.099	-0.067	-0.003	0.005
10.589	1.911	1.009	3.114	0.094	0.000	0.000	0.005
10.639	1.907	1.009	3.114	0.094	0.000	0.000	0.005
10.689	1.902	1.009	3.114	0.084	0.000	0.000	0.004
10.739	1.898	1.009	3.110	0.089	-0.067	-0.003	0.004
10.789	1.893	1.009	3.114	0.089	0.067	0.003	0.004
10.840	1.889	1.009	3.117	0.089	0.067	0.003	0.004
10.890	1.885	1.009	3.117	0.084	0.000	0.000	0.004
10.940	1.880	1.009	3.117	0.085	0.000	0.000	0.004
10.990	1.877	1.009	3.117	0.075	0.000	0.000	0.004
11.040	1.872	1.010	3.120	0.089	0.067	0.003	0.004
11.091	1.868	1.010	3.117	0.080	-0.067	-0.003	0.004
11.141	1.864	1.010	3.117	0.075	0.000	0.000	0.004
11.191	1.860	1.010	3.120	0.080	0.067	0.003	0.004
11.241	1.856	1.010	3.117	0.080	-0.067	-0.003	0.004
11.292	1.852	1.010	3.120	0.080	0.067	0.003	0.004
11.342	1.849	1.010	3.120	0.075	0.000	0.000	0.004
11.392	1.845	1.010	3.117	0.070	-0.067	-0.003	0.004
11.442	1.842	1.010	3.120	0.070	0.067	0.003	0.004
11.492	1.838	1.010	3.117	0.070	-0.067	-0.003	0.004
11.543	1.834	1.010	3.120	0.070	0.067	0.003	0.004
11.593	1.831	1.011	3.117	0.070	-0.067	-0.003	0.004
11.643	1.827	1.011	3.114	0.070	-0.067	-0.003	0.004
11.693	1.824	1.011	3.114	0.066	0.000	0.000	0.003
11.744	1.821	1.011	3.114	0.066	0.000	0.000	0.003
11.794	1.817	1.011	3.110	0.070	-0.067	-0.003	0.004
11.844	1.814	1.011	3.110	0.066	0.000	0.000	0.003
11.894	1.811	1.011	3.110	0.066	0.000	0.000	0.003
11.944	1.807	1.011	3.110	0.066	0.000	0.000	0.003
11.995	1.804	1.011	3.107	0.061	-0.067	-0.003	0.003
12.045	1.801	1.011	3.110	0.061	0.067	0.003	0.003
12.095	1.798	1.012	3.110	0.066	0.000	0.000	0.003
12.146	1.795	1.012	3.114	0.051	0.066	0.003	0.003
12.197	1.795	1.012	3.117	0.014	0.066	0.003	0.001
12.247	1.794	1.012	3.127	0.014	0.201	0.010	0.001
12.297	1.794	1.012	-3.139	0.005	0.335	0.017	0.000
12.348	1.794	1.012	-3.116	0.005	0.469	0.024	0.000
12.398	1.794	1.012	-3.089	0.000	0.536	0.027	0.000
