t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.07	0.00	0.00	0.02	0.94	0.40	0.02	0.00
0.12	0.00	0.00	0.07	0.00	1.07	0.05	0.00
0.17	0.00	0.00	0.14	0.00	1.34	0.07	0.00
0.22	0.00	0.00	0.22	0.00	1.61	0.08	0.00
0.27	0.00	0.00	0.30	0.00	1.61	0.08	0.00
0.32	0.00	-0.00	0.38	-0.47	1.54	0.08	-0.00
0.37	0.00	-0.00	0.45	0.00	1.48	0.07	0.00
0.42	0.00	-0.00	0.54	0.00	1.61	0.08	0.00
0.47	0.00	-0.00	0.62	0.00	1.61	0.08	0.00
0.52	0.00	-0.00	0.70	0.00	1.61	0.08	0.00
0.57	0.00	0.00	0.77	0.47	1.54	0.08	0.00
0.62	0.00	0.00	0.85	0.00	1.49	0.08	0.00
0.67	0.00	-0.00	0.93	-0.47	1.54	0.08	-0.00
0.72	0.00	-0.00	1.01	0.00	1.48	0.07	0.00
0.77	0.00	0.00	1.08	0.47	1.54	0.08	0.00
0.82	0.00	-0.00	1.15	-0.47	1.41	0.07	-0.00
0.87	0.00	-0.00	1.23	0.00	1.48	0.07	0.00
0.92	0.00	-0.00	1.31	-0.47	1.54	0.08	-0.00
0.97	0.00	-0.00	1.38	0.47	1.54	0.08	0.00
1.02	0.00	-0.00	1.45	-0.47	1.41	0.07	-0.00
1.07	0.00	-0.00	1.53	0.47	1.54	0.08	0.00
1.12	0.00	-0.00	1.61	-0.47	1.54	0.08	-0.00
1.17	0.00	0.00	1.67	1.88	1.21	0.06	0.00
1.22	-0.00	0.00	1.70	7.04	0.60	0.03	0.00
1.27	-0.00	0.01	1.71	7.99	0.20	0.01	0.00
1.32	-0.00	0.01	1.72	7.99	0.20	0.01	0.00
1.37	-0.00	0.02	1.73	8.46	0.13	0.01	0.00
1.42	-0.00	0.02	1.73	9.40	0.00	0.00	0.00
1.47	-0.00	0.03	1.73	9.86	0.07	0.00	0.00
1.52	-0.00	0.03	1.73	9.87	0.07	0.00	0.00
1.58	-0.01	0.04	1.74	10.34	0.13	0.01	0.01
1.63	-0.01	0.04	1.74	9.87	-0.07	-0.00	0.00
1.68	-0.01	0.05	1.74	10.31	0.00	0.00	0.01
1.73	-0.01	0.05	1.74	10.33	0.00	0.00	0.01
1.78	-0.01	0.06	1.74	9.40	0.00	0.00	0.00
1.83	-0.01	0.06	1.73	9.87	-0.07	-0.00	0.00
1.88	-0.01	0.07	1.73	10.34	0.00	0.00	0.01
1.93	-0.01	0.07	1.74	9.86	0.07	0.00	0.00
1.98	-0.01	0.08	1.73	9.86	-0.07	-0.00	0.00
2.03	-0.01	0.08	1.73	9.39	0.00	0.00	0.00
2.08	-0.01	0.09	1.73	10.33	0.00	0.00	0.01
2.13	-0.01	0.09	1.74	9.86	0.07	0.00	0.00
2.18	-0.01	0.09	1.73	9.86	-0.07	-0.00	0.00
2.23	-0.02	0.10	1.73	10.29	0.00	0.00	0.01
2.28	-0.02	0.10	1.73	9.39	0.00	0.00	0.00
2.33	-0.02	0.11	1.74	9.86	0.07	0.00	0.00
2.38	-0.02	0.11	1.73	9.85	-0.07	-0.00	0.00
2.43	-0.02	0.12	1.73	9.86	-0.07	-0.00	0.00
2.48	-0.02	0.12	1.73	9.39	0.00	0.00	0.00
2.53	-0.02	0.13	1.73	9.38	0.00	0.00	0.00
2.58	-0.02	0.13	1.73	9.39	0.00	0.00	0.00
2.63	-0.02	0.14	1.73	8.92	0.07	0.00	0.00
2.68	-0.02	0.14	1.74	9.86	0.07	0.00	0.00
2.73	-0.02	0.15	1.73	10.32	-0.13	-0.01	0.01
2.78	-0.02	0.15	1.73	10.29	0.00	0.00	0.01
2.83	-0.03	0.16	1.73	9.40	0.00	0.00	0.00
2.88	-0.03	0.16	1.73	9.86	-0.07	-0.00	0.00
2.93	-0.03	0.17	1.73	10.34	0.00	0.00	0.01
2.98	-0.03	0.17	1.73	9.86	0.07	0.00	0.00
3.03	-0.03	0.18	1.73	9.39	0.00	0.00	0.00
3.08	-0.03	0.18	1.73	9.86	-0.07	-0.00	0.00
3.13	-0.03	0.19	1.73	9.39	0.00	0.00	0.00
3.18	-0.03	0.19	1.73	10.33	0.13	0.01	0.01
3.23	-0.03	0.20	1.73	9.86	-0.07	-0.00	0.00
3.28	-0.03	0.20	1.73	9.39	0.00	0.00	0.00
3.33	-0.03	0.21	1.73	9.87	0.07	0.00	0.00
3.38	-0.03	0.21	1.73	10.33	0.00	0.00	0.01
3.43	-0.03	0.22	1.73	9.86	-0.07	-0.00	0.00
3.48	-0.04	0.22	1.73	9.86	0.07	0.00	0.00
3.53	-0.04	0.23	1.73	10.34	0.00	0.00	0.01
3.58	-0.04	0.23	1.73	9.40	0.00	0.00	0.00
3.63	-0.04	0.24	1.73	9.87	-0.07	-0.00	0.00
3.68	-0.04	0.24	1.73	9.87	0.07	0.00	0.00
3.73	-0.04	0.25	1.73	9.86	-0.07	-0.00	0.00
3.78	-0.04	0.25	1.73	9.87	0.07	0.00	0.00
3.83	-0.04	0.25	1.73	9.40	-0.13	-0.01	0.00
3.88	-0.04	0.26	1.71	10.34	-0.27	-0.01	0.01
3.93	-0.04	0.26	1.69	9.88	-0.47	-0.02	0.00
3.98	-0.04	0.27	1.66	9.40	-0.54	-0.03	0.00
4.03	-0.04	0.27	1.64	9.88	-0.47	-0.02	0.00
4.08	-0.04	0.28	1.61	10.35	-0.54	-0.03	0.01
4.13	-0.04	0.28	1.59	9.88	-0.47	-0.02	0.00
