t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	6.11	0.07	0.00	0.00
0.31	0.01	0.00	0.00	16.93	0.00	0.00	0.01
0.36	0.02	0.00	0.00	22.57	0.00	0.00	0.01
0.41	0.04	0.00	0.01	25.87	0.07	0.00	0.01
0.46	0.05	0.00	0.01	25.87	0.07	0.00	0.01
0.51	0.06	0.00	0.01	26.31	0.00	0.00	0.01
0.56	0.07	0.00	0.01	24.43	0.00	0.00	0.01
0.61	0.09	0.00	0.01	24.44	0.00	0.00	0.01
0.66	0.10	0.00	0.01	24.44	0.00	0.00	0.01
0.71	0.11	0.00	0.01	25.38	0.00	0.00	0.01
0.76	0.12	0.00	0.01	24.91	0.07	0.00	0.01
0.81	0.14	0.00	0.01	24.91	-0.07	-0.00	0.01
0.86	0.15	0.00	0.01	24.44	0.00	0.00	0.01
0.91	0.16	0.00	0.01	24.44	0.00	0.00	0.01
0.96	0.17	0.00	0.02	18.32	0.20	0.01	0.01
1.01	0.17	0.00	0.05	5.64	0.67	0.03	0.00
1.06	0.17	0.00	0.10	0.47	0.87	0.04	0.00
1.12	0.17	0.00	0.14	0.94	0.81	0.04	0.00
1.17	0.17	0.00	0.18	-0.47	0.87	0.04	-0.00
1.22	0.17	0.00	0.23	-1.41	1.01	0.05	-0.00
1.27	0.17	0.00	0.28	-0.94	0.94	0.05	-0.00
1.32	0.17	0.00	0.33	0.94	1.07	0.05	0.00
1.37	0.17	0.00	0.39	0.94	1.07	0.05	0.00
1.42	0.17	0.00	0.44	0.00	1.07	0.05	0.00
1.47	0.17	0.00	0.49	-0.94	0.94	0.05	-0.00
1.52	0.17	0.00	0.54	0.00	1.07	0.05	0.00
1.57	0.17	0.00	0.59	0.00	0.94	0.05	0.00
1.62	0.17	0.00	0.64	0.00	1.07	0.05	0.00
1.67	0.17	0.00	0.69	0.47	1.01	0.05	0.00
1.72	0.17	0.00	0.74	0.00	0.94	0.05	0.00
1.77	0.17	0.00	0.79	0.00	1.07	0.05	0.00
1.82	0.17	0.00	0.85	0.00	1.07	0.05	0.00
1.87	0.17	0.00	0.90	0.00	0.94	0.05	0.00
1.92	0.17	0.00	0.95	0.00	1.07	0.05	0.00
1.97	0.17	0.00	1.00	0.47	1.00	0.05	0.00
2.02	0.17	0.00	1.05	0.00	1.07	0.05	0.00
2.07	0.17	0.00	1.10	0.47	1.01	0.05	0.00
2.12	0.17	0.00	1.16	0.00	1.07	0.05	0.00
2.17	0.17	0.00	1.21	0.00	0.94	0.05	0.00
2.22	0.17	0.00	1.26	0.00	1.07	0.05	0.00
2.27	0.17	0.00	1.31	0.47	1.01	0.05	0.00
