t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.92	0.00	0.00	0.01	3.76	0.13	0.01	0.00
1.97	0.01	0.00	0.02	13.62	0.34	0.02	0.01
2.02	0.02	0.00	0.03	19.26	0.20	0.01	0.01
2.07	0.03	0.00	0.04	21.15	0.20	0.01	0.01
2.12	0.04	0.00	0.05	21.61	0.13	0.01	0.01
2.17	0.05	0.00	0.07	22.55	0.40	0.02	0.01
2.22	0.06	0.00	0.08	21.62	0.27	0.01	0.01
2.27	0.07	0.00	0.10	21.13	0.34	0.02	0.01
2.32	0.08	0.00	0.11	20.65	0.27	0.01	0.01
2.37	0.09	0.01	0.13	20.65	0.27	0.01	0.01
2.42	0.10	0.01	0.14	20.20	0.20	0.01	0.01
2.47	0.11	0.01	0.15	20.20	0.20	0.01	0.01
2.52	0.12	0.01	0.16	19.73	0.27	0.01	0.01
2.57	0.13	0.01	0.17	20.21	0.20	0.01	0.01
2.62	0.14	0.01	0.18	19.72	0.13	0.01	0.01
2.67	0.15	0.02	0.18	19.72	0.00	0.00	0.01
2.72	0.16	0.02	0.18	20.21	0.07	0.00	0.01
2.77	0.17	0.02	0.18	20.19	-0.07	-0.00	0.01
2.82	0.18	0.02	0.18	20.16	-0.07	-0.00	0.01
2.87	0.19	0.02	0.18	19.74	0.00	0.00	0.01
2.92	0.20	0.02	0.18	19.71	0.00	0.00	0.01
2.97	0.21	0.03	0.18	20.67	0.00	0.00	0.01
3.02	0.22	0.03	0.17	20.21	-0.07	-0.00	0.01
3.07	0.23	0.03	0.17	19.70	0.00	0.00	0.01
3.12	0.24	0.03	0.18	20.18	0.07	0.00	0.01
3.17	0.25	0.03	0.18	20.67	0.00	0.00	0.01
3.22	0.26	0.04	0.18	19.70	0.00	0.00	0.01
3.27	0.27	0.04	0.18	19.70	0.00	0.00	0.01
3.32	0.28	0.04	0.18	18.73	0.00	0.00	0.01
3.37	0.29	0.04	0.18	19.74	0.13	0.01	0.01
3.42	0.30	0.04	0.18	19.27	-0.07	-0.00	0.01
3.47	0.31	0.04	0.18	18.32	0.07	0.00	0.01
3.52	0.32	0.05	0.18	18.33	-0.07	-0.00	0.01
3.57	0.33	0.05	0.18	17.86	0.00	0.00	0.01
3.62	0.34	0.05	0.18	17.38	-0.07	-0.00	0.01
3.67	0.34	0.05	0.17	17.39	-0.07	-0.00	0.01
3.72	0.35	0.05	0.17	17.39	-0.07	-0.00	0.01
3.77	0.36	0.05	0.17	17.38	0.07	0.00	0.01
3.82	0.37	0.05	0.18	17.39	0.07	0.00	0.01
3.87	0.38	0.06	0.18	16.91	0.00	0.00	0.01
3.92	0.39	0.06	0.18	16.69	0.00	0.00	0.01
3.98	0.39	0.06	0.18	16.44	0.07	0.00	0.01
4.03	0.40	0.06	0.19	15.97	0.13	0.01	0.01
4.08	0.41	0.06	0.19	16.45	0.07	0.00	0.01
4.13	0.42	0.06	0.19	15.03	0.00	0.00	0.01
4.18	0.43	0.06	0.19	14.55	0.07	0.00	0.01
4.23	0.43	0.07	0.20	14.56	0.07	0.00	0.01
4.28	0.44	0.07	0.20	14.09	0.13	0.01	0.01
4.33	0.45	0.07	0.21	14.10	0.13	0.01	0.01
4.38	0.45	0.07	0.22	14.07	0.13	0.01	0.01
