t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.11	0.02	0.00	0.00
0.26	-0.00	0.00	-0.00	-0.47	-0.07	-0.00	-0.00
0.31	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.41	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.46	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.51	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.56	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.61	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.66	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.71	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.76	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.82	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.87	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.92	0.00	0.00	0.00	0.47	0.07	0.00	0.00
0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.37	0.00	0.00	-0.00	-0.47	-0.07	-0.00	-0.00
1.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.52	0.00	0.00	0.00	4.23	0.07	0.00	0.00
1.57	0.01	0.00	0.01	14.55	0.07	0.00	0.01
1.62	0.02	0.00	0.01	17.85	0.00	0.00	0.01
1.67	0.02	0.00	0.01	11.74	0.07	0.00	0.01
1.72	0.03	0.00	0.01	3.29	-0.07	-0.00	0.00
1.77	0.03	0.00	0.01	0.47	0.07	0.00	0.00
1.82	0.03	0.00	0.01	0.47	-0.07	-0.00	0.00
1.87	0.03	0.00	0.01	-0.47	0.07	0.00	-0.00
1.92	0.03	0.00	0.01	0.00	0.00	0.00	0.00
1.97	0.03	0.00	0.01	0.00	0.00	0.00	0.00
2.02	0.03	0.00	0.01	0.00	0.00	0.00	0.00
2.07	0.03	0.00	0.00	6.58	-0.13	-0.01	0.00
2.12	0.04	0.00	-0.00	16.44	-0.07	-0.00	0.01
2.17	0.05	0.00	0.00	19.73	0.00	0.00	0.01
2.22	0.06	0.00	-0.00	22.07	-0.07	-0.00	0.01
2.27	0.07	0.00	-0.00	23.48	0.00	0.00	0.01
2.32	0.08	0.00	-0.00	19.71	0.00	0.00	0.01
2.37	0.08	0.00	-0.01	7.05	-0.07	-0.00	0.00
2.42	0.08	0.00	-0.00	0.47	0.07	0.00	0.00
2.47	0.08	0.00	-0.00	0.00	0.00	0.00	0.00
2.52	0.08	0.00	-0.00	0.00	0.00	0.00	0.00
2.57	0.08	0.00	-0.01	0.47	-0.07	-0.00	0.00
2.62	0.09	0.00	-0.00	9.39	0.13	0.01	0.00
2.67	0.10	0.00	0.00	16.90	0.00	0.00	0.01
2.72	0.11	0.00	0.00	21.61	0.00	0.00	0.01
2.77	0.12	0.00	-0.00	23.00	-0.07	-0.00	0.01
2.82	0.13	-0.00	-0.01	23.02	-0.07	-0.00	0.01
2.87	0.14	-0.00	-0.01	16.44	-0.07	-0.00	0.01
2.92	0.14	-0.00	-0.01	4.18	-0.07	-0.00	0.00
2.97	0.14	-0.00	-0.02	-0.47	-0.07	-0.00	-0.00
3.02	0.14	-0.00	-0.02	0.00	0.00	0.00	0.00
3.07	0.14	-0.00	-0.02	0.00	0.00	0.00	0.00
3.12	0.14	-0.00	-0.02	0.00	0.00	0.00	0.00
3.17	0.14	-0.00	-0.02	0.00	0.00	0.00	0.00
3.22	0.14	-0.00	-0.02	0.00	0.00	0.00	0.00
3.27	0.14	-0.00	-0.01	1.41	0.07	0.00	0.00
3.32	0.15	-0.00	-0.01	11.75	0.07	0.00	0.01
3.37	0.16	-0.00	-0.01	17.37	0.07	0.00	0.01
3.43	0.17	-0.00	-0.00	19.73	0.13	0.01	0.01
3.48	0.18	-0.00	0.00	22.07	0.07	0.00	0.01
3.53	0.19	-0.00	0.01	21.62	0.13	0.01	0.01
3.58	0.20	-0.00	0.02	21.15	0.20	0.01	0.01
3.63	0.21	0.00	0.03	19.70	0.13	0.01	0.01
3.68	0.22	0.00	0.04	19.27	0.20	0.01	0.01
3.73	0.23	0.00	0.04	21.14	0.07	0.00	0.01
3.78	0.24	0.00	0.04	22.05	0.07	0.00	0.01
3.83	0.25	0.00	0.04	20.66	0.00	0.00	0.01
3.88	0.26	0.00	0.05	20.21	0.07	0.00	0.01
3.93	0.27	0.00	0.05	20.19	0.07	0.00	0.01
3.98	0.28	0.00	0.05	19.74	0.00	0.00	0.01
4.03	0.29	0.00	0.05	20.21	-0.07	-0.00	0.01
4.08	0.30	0.00	0.05	19.73	0.00	0.00	0.01
4.13	0.31	0.00	0.04	20.21	-0.07	-0.00	0.01
4.18	0.32	0.01	0.04	19.26	-0.07	-0.00	0.01
4.23	0.33	0.01	0.04	19.74	0.00	0.00	0.01
4.28	0.34	0.01	0.04	18.80	0.00	0.00	0.01
4.33	0.35	0.01	0.04	17.85	0.00	0.00	0.01
4.38	0.36	0.01	0.04	18.80	0.00	0.00	0.01
4.43	0.37	0.01	0.04	17.85	0.00	0.00	0.01
4.48	0.38	0.01	0.04	18.32	0.07	0.00	0.01
4.53	0.39	0.01	0.05	18.33	0.07	0.00	0.01
4.58	0.40	0.01	0.05	18.78	0.13	0.01	0.01
4.63	0.41	0.01	0.06	20.17	0.07	0.00	0.01
4.68	0.41	0.01	0.05	19.26	-0.07	-0.00	0.01
4.73	0.43	0.01	0.06	20.21	0.07	0.00	0.01
4.78	0.43	0.01	0.06	18.32	0.07	0.00	0.01
4.83	0.44	0.01	0.06	18.31	0.07	0.00	0.01
4.88	0.45	0.01	0.06	17.85	-0.13	-0.01	0.01
4.93	0.46	0.01	0.06	17.85	0.00	0.00	0.01
4.98	0.47	0.01	0.06	17.85	0.00	0.00	0.01
5.03	0.48	0.01	0.05	17.38	-0.07	-0.00	0.01
5.08	0.49	0.01	0.05	17.84	0.00	0.00	0.01
5.13	0.50	0.01	0.05	17.85	0.00	0.00	0.01
5.18	0.51	0.01	0.06	16.44	0.07	0.00	0.01
