t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.07	0.00	0.00	0.03	0.94	0.54	0.03	0.00
0.12	0.00	0.00	0.08	0.00	1.07	0.05	0.00
0.17	0.00	0.00	0.15	0.00	1.34	0.07	0.00
0.22	0.00	0.00	0.22	0.00	1.48	0.07	0.00
0.27	0.00	0.00	0.30	0.00	1.61	0.08	0.00
0.32	0.00	0.00	0.38	0.47	1.55	0.08	0.00
0.37	0.00	-0.00	0.46	-0.47	1.55	0.08	-0.00
0.42	0.00	-0.00	0.53	0.00	1.48	0.07	0.00
0.47	0.00	-0.00	0.61	-0.47	1.55	0.08	-0.00
0.52	0.00	-0.00	0.68	0.00	1.48	0.07	0.00
0.57	0.00	0.00	0.76	0.47	1.54	0.08	0.00
0.62	0.00	-0.00	0.83	-0.47	1.41	0.07	-0.00
0.67	0.00	-0.00	0.91	0.00	1.61	0.08	0.00
0.72	0.00	-0.00	0.99	0.00	1.48	0.07	0.00
0.77	0.00	0.00	1.06	0.47	1.54	0.08	0.00
0.82	0.00	-0.00	1.14	-0.47	1.54	0.08	-0.00
0.87	0.00	0.00	1.22	0.47	1.54	0.08	0.00
0.92	0.00	0.00	1.30	0.00	1.61	0.08	0.00
0.97	0.00	-0.00	1.37	-0.47	1.41	0.07	-0.00
1.02	0.00	0.00	1.45	0.47	1.54	0.08	0.00
1.07	0.00	0.00	1.53	0.00	1.61	0.08	0.00
1.12	0.00	0.00	1.61	0.00	1.59	0.08	0.00
1.17	0.00	0.00	1.66	1.88	1.07	0.05	0.00
1.22	-0.00	0.00	1.68	6.93	0.33	0.02	0.00
1.27	-0.00	0.01	1.67	7.05	-0.20	-0.01	0.00
1.32	-0.00	0.01	1.66	7.99	-0.20	-0.01	0.00
1.37	-0.00	0.02	1.64	9.40	-0.40	-0.02	0.00
1.42	-0.00	0.02	1.62	9.39	-0.40	-0.02	0.00
1.47	-0.00	0.03	1.60	9.87	-0.47	-0.02	0.00
1.52	-0.00	0.03	1.57	8.93	-0.47	-0.02	0.00
1.57	-0.00	0.04	1.55	10.34	-0.40	-0.02	0.01
1.62	-0.00	0.04	1.52	9.40	-0.54	-0.03	0.00
1.67	-0.00	0.05	1.50	9.86	-0.47	-0.02	0.00
1.72	-0.00	0.05	1.47	10.33	-0.54	-0.03	0.01
1.77	-0.00	0.06	1.44	9.87	-0.60	-0.03	0.00
1.82	0.00	0.06	1.42	10.33	-0.40	-0.02	0.01
1.87	0.00	0.07	1.40	9.39	-0.54	-0.03	0.00
1.92	0.00	0.07	1.37	10.81	-0.47	-0.02	0.01
1.97	0.00	0.08	1.34	9.87	-0.60	-0.03	0.00
2.02	0.00	0.08	1.32	9.87	-0.47	-0.02	0.00
2.07	0.01	0.09	1.30	9.87	-0.47	-0.02	0.00
2.12	0.01	0.09	1.27	8.93	-0.47	-0.02	0.00
2.17	0.01	0.09	1.25	9.87	-0.47	-0.02	0.00
2.23	0.01	0.10	1.22	10.34	-0.54	-0.03	0.01
2.28	0.01	0.10	1.20	8.93	-0.47	-0.02	0.00
2.33	0.01	0.11	1.17	9.87	-0.47	-0.02	0.00
