t	x	y	th	v	w	dTh	dSi
5.050	1.800	1.600	3.142	0.000	0.000	0.000	0.000
5.101	1.800	1.600	-3.135	0.000	0.133	0.007	0.000
5.151	1.800	1.600	-3.121	0.000	0.268	0.013	0.000
5.201	1.797	1.600	-3.111	0.052	0.201	0.010	0.003
5.251	1.792	1.600	-3.105	0.103	0.134	0.007	0.005
5.302	1.787	1.600	-3.091	0.113	0.269	0.013	0.006
5.352	1.780	1.599	-3.088	0.127	0.067	0.003	0.006
5.402	1.774	1.599	-3.084	0.127	0.067	0.003	0.006
5.452	1.768	1.598	-3.084	0.122	0.000	0.000	0.006
5.502	1.762	1.598	-3.088	0.117	-0.067	-0.003	0.006
5.552	1.755	1.598	-3.088	0.132	0.000	0.000	0.007
5.602	1.749	1.597	-3.091	0.117	-0.067	-0.003	0.006
5.653	1.743	1.597	-3.088	0.127	0.067	0.003	0.006
5.703	1.737	1.597	-3.088	0.122	0.000	0.000	0.006
5.753	1.731	1.596	-3.088	0.122	0.000	0.000	0.006
5.803	1.724	1.596	-3.084	0.127	0.067	0.003	0.006
5.853	1.719	1.596	-3.088	0.117	-0.067	-0.003	0.006
5.904	1.712	1.595	-3.084	0.127	0.067	0.003	0.006
5.954	1.706	1.595	-3.084	0.122	0.000	0.000	0.006
6.004	1.700	1.595	-3.088	0.127	-0.067	-0.003	0.006
6.054	1.694	1.594	-3.088	0.122	0.000	0.000	0.006
6.104	1.688	1.594	-3.088	0.122	0.000	0.000	0.006
6.154	1.682	1.594	-3.088	0.113	0.000	0.000	0.006
6.205	1.676	1.593	-3.088	0.122	0.000	0.000	0.006
6.255	1.670	1.593	-3.088	0.122	0.000	0.000	0.006
6.305	1.664	1.593	-3.088	0.122	0.000	0.000	0.006
6.355	1.657	1.592	-3.088	0.122	0.000	0.000	0.006
6.405	1.652	1.592	-3.084	0.117	0.067	0.003	0.006
6.456	1.645	1.592	-3.084	0.122	0.000	0.000	0.006
6.506	1.639	1.591	-3.081	0.127	0.067	0.003	0.006
6.556	1.633	1.591	-3.081	0.122	0.000	0.000	0.006
6.606	1.627	1.591	-3.081	0.122	0.000	0.000	0.006
6.656	1.620	1.590	-3.084	0.127	-0.067	-0.003	0.006
6.706	1.614	1.590	-3.084	0.122	0.000	0.000	0.006
6.757	1.608	1.590	-3.084	0.132	0.000	0.000	0.007
6.807	1.602	1.589	-3.088	0.117	-0.067	-0.003	0.006
6.857	1.596	1.589	-3.084	0.127	0.067	0.003	0.006
6.907	1.590	1.589	-3.088	0.117	-0.067	-0.003	0.006
6.957	1.583	1.588	-3.088	0.131	0.000	0.000	0.007
7.007	1.577	1.588	-3.091	0.117	-0.067	-0.003	0.006
7.058	1.571	1.588	-3.088	0.127	0.067	0.003	0.006
7.108	1.565	1.587	-3.088	0.122	0.000	0.000	0.006
7.158	1.559	1.587	-3.088	0.122	0.000	0.000	0.006
7.208	1.552	1.587	-3.084	0.127	0.067	0.003	0.006
7.258	1.546	1.586	-3.088	0.117	-0.067	-0.003	0.006
7.309	1.540	1.586	-3.084	0.127	0.067	0.003	0.006
7.359	1.534	1.586	-3.084	0.122	0.000	0.000	0.006
7.409	1.528	1.585	-3.088	0.127	-0.067	-0.003	0.006
7.459	1.522	1.585	-3.084	0.117	0.067	0.003	0.006
7.510	1.516	1.585	-3.084	0.122	0.000	0.000	0.006
7.560	1.510	1.584	-3.084	0.113	0.000	0.000	0.006
7.610	1.504	1.584	-3.091	0.122	-0.134	-0.007	0.006
7.660	1.497	1.584	-3.088	0.127	0.067	0.003	0.006
7.710	1.492	1.583	-3.091	0.117	-0.067	-0.003	0.006
7.760	1.485	1.583	-3.084	0.122	0.134	0.007	0.006
7.811	1.479	1.583	-3.084	0.122	0.000	0.000	0.006
7.861	1.473	1.582	-3.084	0.122	0.000	0.000	0.006
7.911	1.467	1.582	-3.081	0.127	0.067	0.003	0.006
7.961	1.461	1.581	-3.081	0.122	0.000	0.000	0.006
8.011	1.455	1.581	-3.081	0.122	0.000	0.000	0.006
8.061	1.448	1.581	-3.084	0.127	-0.067	-0.003	0.006
8.112	1.442	1.580	-3.088	0.127	-0.067	-0.003	0.006
8.162	1.436	1.580	-3.084	0.127	0.067	0.003	0.006
8.212	1.430	1.580	-3.084	0.113	0.000	0.000	0.006
8.262	1.423	1.579	-3.084	0.131	0.000	0.000	0.007
8.312	1.417	1.579	-3.088	0.127	-0.067	-0.003	0.006
8.362	1.411	1.579	-3.088	0.122	0.000	0.000	0.006
8.413	1.405	1.578	-3.088	0.122	0.000	0.000	0.006
8.463	1.399	1.578	-3.088	0.122	0.000	0.000	0.006
8.513	1.392	1.578	-3.088	0.132	0.000	0.000	0.007
8.563	1.386	1.577	-3.091	0.117	-0.067	-0.003	0.006
8.613	1.380	1.577	-3.084	0.122	0.134	0.007	0.006
