t	x	y	th	v	w	dTh	dSi
5.050	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.101	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.151	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.201	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.251	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.301	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.352	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.402	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.452	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.502	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.552	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.602	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.652	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.702	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.752	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.802	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.852	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.903	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.953	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.003	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.053	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.103	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.153	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.204	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.254	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.304	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.354	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.404	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.454	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.504	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.555	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.605	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.655	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.705	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.755	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.805	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.856	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.906	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.956	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
7.006	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
7.056	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
7.107	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
7.161	0.600	2.596	-1.574	0.066	-0.062	-0.003	0.004
7.211	0.600	2.590	-1.571	0.127	0.067	0.003	0.006
7.261	0.600	2.582	-1.567	0.164	0.067	0.003	0.008
7.311	0.600	2.573	-1.567	0.169	0.000	0.000	0.008
7.361	0.600	2.565	-1.564	0.174	0.067	0.003	0.009
7.412	0.600	2.557	-1.564	0.160	0.000	0.000	0.008
7.462	0.600	2.549	-1.557	0.160	0.134	0.007	0.008
7.512	0.600	2.541	-1.561	0.155	-0.067	-0.003	0.008
7.562	0.600	2.533	-1.557	0.165	0.067	0.003	0.008
7.612	0.600	2.525	-1.561	0.155	-0.067	-0.003	0.008
7.662	0.601	2.517	-1.557	0.155	0.067	0.003	0.008
7.712	0.601	2.509	-1.554	0.155	0.067	0.003	0.008
7.762	0.601	2.502	-1.557	0.155	-0.067	-0.003	0.008
7.813	0.601	2.494	-1.557	0.160	0.000	0.000	0.008
7.863	0.601	2.485	-1.557	0.160	0.000	0.000	0.008
7.913	0.601	2.478	-1.561	0.155	-0.067	-0.003	0.008
7.963	0.601	2.470	-1.564	0.146	-0.067	-0.003	0.007
8.013	0.601	2.463	-1.567	0.155	-0.067	-0.003	0.008
8.063	0.601	2.455	-1.571	0.155	-0.067	-0.003	0.008
8.114	0.601	2.447	-1.564	0.150	0.134	0.007	0.008
8.164	0.601	2.440	-1.567	0.155	-0.067	-0.003	0.008
8.214	0.601	2.432	-1.564	0.155	0.067	0.003	0.008
8.264	0.601	2.424	-1.564	0.160	0.000	0.000	0.008
8.314	0.601	2.416	-1.564	0.150	0.000	0.000	0.008
8.364	0.601	2.408	-1.567	0.155	-0.067	-0.003	0.008
8.415	0.602	2.401	-1.567	0.150	0.000	0.000	0.008
8.465	0.602	2.393	-1.564	0.155	0.067	0.003	0.008
8.515	0.602	2.386	-1.564	0.150	0.000	0.000	0.008
8.565	0.602	2.378	-1.561	0.146	0.067	0.003	0.007
8.615	0.602	2.371	-1.561	0.150	0.000	0.000	0.008
8.665	0.602	2.364	-1.561	0.141	0.000	0.000	0.007
8.716	0.602	2.356	-1.557	0.155	0.067	0.003	0.008
8.766	0.602	2.349	-1.557	0.141	0.000	0.000	0.007
8.816	0.602	2.342	-1.554	0.146	0.067	0.003	0.007
8.866	0.602	2.334	-1.557	0.146	-0.067	-0.003	0.007
8.916	0.602	2.327	-1.554	0.146	0.067	0.003	0.007
8.966	0.602	2.320	-1.557	0.146	-0.067	-0.003	0.007
9.017	0.603	2.312	-1.561	0.146	-0.067	-0.003	0.007
9.067	0.603	2.305	-1.564	0.146	-0.067	-0.003	0.007
9.117	0.603	2.298	-1.571	0.141	-0.134	-0.007	0.007
9.167	0.603	2.291	-1.574	0.136	-0.067	-0.003	0.007
9.217	0.603	2.284	-1.571	0.146	0.067	0.003	0.007
9.267	0.603	2.277	-1.571	0.141	0.000	0.000	0.007
9.318	0.603	2.270	-1.571	0.141	0.000	0.000	0.007
9.368	0.603	2.262	-1.567	0.146	0.067	0.003	0.007
9.418	0.603	2.255	-1.567	0.150	0.000	0.000	0.008
9.468	0.603	2.248	-1.564	0.146	0.067	0.003	0.007
9.518	0.603	2.240	-1.564	0.141	0.000	0.000	0.007
9.568	0.603	2.233	-1.564	0.141	0.000	0.000	0.007
9.619	0.603	2.226	-1.564	0.141	0.000	0.000	0.007
9.669	0.603	2.219	-1.561	0.136	0.067	0.003	0.007
9.719	0.603	2.213	-1.564	0.136	-0.067	-0.003	0.007
9.769	0.603	2.205	-1.561	0.146	0.067	0.003	0.007
9.819	0.603	2.199	-1.561	0.131	0.000	0.000	0.007
9.870	0.603	2.191	-1.557	0.146	0.067	0.003	0.007
9.920	0.603	2.185	-1.557	0.131	0.000	0.000	0.007
9.970	0.603	2.178	-1.557	0.132	0.000	0.000	0.007
10.020	0.603	2.172	-1.557	0.131	0.000	0.000	0.007
10.070	0.603	2.165	-1.557	0.141	0.000	0.000	0.007
10.120	0.604	2.158	-1.557	0.131	0.000	0.000	0.007
10.170	0.604	2.151	-1.557	0.141	0.000	0.000	0.007
10.221	0.604	2.144	-1.561	0.136	-0.067	-0.003	0.007
10.271	0.604	2.138	-1.564	0.127	-0.067	-0.003	0.006
10.321	0.604	2.131	-1.571	0.131	-0.134	-0.007	0.007
10.371	0.604	2.125	-1.571	0.132	0.000	0.000	0.007
10.421	0.604	2.118	-1.571	0.131	0.000	0.000	0.007
10.471	0.604	2.112	-1.567	0.127	0.067	0.003	0.006
10.522	0.604	2.105	-1.567	0.131	0.000	0.000	0.007
10.572	0.604	2.098	-1.567	0.132	0.000	0.000	0.007
10.622	0.604	2.091	-1.567	0.141	0.000	0.000	0.007
10.672	0.604	2.084	-1.571	0.136	-0.067	-0.003	0.007
10.722	0.604	2.078	-1.564	0.131	0.134	0.007	0.007
10.772	0.604	2.071	-1.564	0.132	0.000	0.000	0.007
10.823	0.604	2.065	-1.564	0.131	0.000	0.000	0.007
10.873	0.604	2.059	-1.564	0.122	0.000	0.000	0.006
10.923	0.604	2.052	-1.564	0.132	0.000	0.000	0.007
10.973	0.604	2.046	-1.561	0.127	0.067	0.003	0.006
11.023	0.604	2.039	-1.557	0.136	0.067	0.003	0.007
11.073	0.604	2.033	-1.561	0.117	-0.067	-0.003	0.006
11.124	0.604	2.026	-1.561	0.131	0.000	0.000	0.007
11.174	0.604	2.020	-1.557	0.127	0.067	0.003	0.006
11.224	0.605	2.014	-1.557	0.122	0.000	0.000	0.006
11.274	0.605	2.008	-1.554	0.117	0.067	0.003	0.006
11.324	0.605	2.002	-1.554	0.122	0.000	0.000	0.006
11.375	0.605	1.995	-1.557	0.127	-0.067	-0.003	0.006
11.425	0.605	1.989	-1.554	0.127	0.067	0.003	0.006
11.475	0.605	1.983	-1.557	0.127	-0.067	-0.003	0.006
11.525	0.605	1.976	-1.561	0.127	-0.067	-0.003	0.006
11.575	0.605	1.971	-1.561	0.113	0.000	0.000	0.006
11.625	0.605	1.965	-1.567	0.122	-0.134	-0.007	0.006
11.676	0.605	1.959	-1.571	0.117	-0.067	-0.003	0.006
11.726	0.605	1.952	-1.574	0.127	-0.067	-0.003	0.006
11.776	0.605	1.946	-1.571	0.117	0.067	0.003	0.006
11.826	0.605	1.940	-1.571	0.122	0.000	0.000	0.006
11.876	0.605	1.934	-1.567	0.117	0.067	0.003	0.006
11.926	0.605	1.929	-1.564	0.118	0.067	0.003	0.006
11.977	0.605	1.922	-1.567	0.127	-0.067	-0.003	0.006
12.027	0.605	1.916	-1.567	0.131	0.000	0.000	0.007
12.077	0.605	1.909	-1.567	0.122	0.000	0.000	0.006
12.127	0.605	1.903	-1.567	0.122	0.000	0.000	0.006
12.177	0.605	1.898	-1.567	0.113	0.000	0.000	0.006
12.227	0.605	1.892	-1.567	0.122	0.000	0.000	0.006
12.277	0.605	1.886	-1.564	0.118	0.067	0.003	0.006
12.328	0.605	1.880	-1.564	0.113	0.000	0.000	0.006
12.378	0.605	1.874	-1.564	0.122	0.000	0.000	0.006
12.428	0.606	1.868	-1.561	0.118	0.067	0.003	0.006
12.478	0.606	1.862	-1.564	0.118	-0.067	-0.003	0.006
12.528	0.606	1.856	-1.561	0.118	0.067	0.003	0.006
12.578	0.606	1.851	-1.554	0.113	0.134	0.007	0.006
12.628	0.606	1.845	-1.554	0.113	0.000	0.000	0.006
12.679	0.606	1.839	-1.554	0.113	0.000	0.000	0.006
12.729	0.606	1.834	-1.554	0.112	0.000	0.000	0.006
12.779	0.606	1.828	-1.554	0.113	0.000	0.000	0.006
12.829	0.606	1.822	-1.554	0.113	0.000	0.000	0.006
12.879	0.606	1.816	-1.557	0.118	-0.067	-0.003	0.006
12.929	0.606	1.811	-1.554	0.108	0.067	0.003	0.005
12.980	0.606	1.805	-1.561	0.113	-0.134	-0.007	0.006
13.030	0.606	1.800	-1.564	0.108	-0.067	-0.003	0.005
13.080	0.606	1.794	-1.567	0.118	-0.067	-0.003	0.006
13.130	0.607	1.789	-1.571	0.108	-0.067	-0.003	0.005
13.180	0.606	1.783	-1.574	0.108	-0.067	-0.003	0.005
13.230	0.606	1.778	-1.571	0.108	0.067	0.003	0.005
13.280	0.606	1.773	-1.571	0.103	0.000	0.000	0.005
13.330	0.606	1.767	-1.571	0.113	0.000	0.000	0.006
13.380	0.606	1.761	-1.567	0.118	0.067	0.003	0.006
13.430	0.607	1.755	-1.567	0.113	0.000	0.000	0.006
13.481	0.607	1.749	-1.571	0.118	-0.067	-0.003	0.006
13.531	0.607	1.744	-1.567	0.108	0.067	0.003	0.005
13.581	0.607	1.739	-1.564	0.108	0.067	0.003	0.005
13.631	0.607	1.733	-1.564	0.103	0.000	0.000	0.005
13.681	0.607	1.728	-1.564	0.113	0.000	0.000	0.006
13.731	0.607	1.722	-1.567	0.108	-0.067	-0.003	0.005
13.781	0.607	1.717	-1.564	0.108	0.067	0.003	0.005
13.831	0.607	1.712	-1.564	0.103	0.000	0.000	0.005
13.881	0.607	1.706	-1.567	0.108	-0.067	-0.003	0.005
13.931	0.607	1.701	-1.561	0.103	0.134	0.007	0.005
13.982	0.607	1.695	-1.561	0.113	0.000	0.000	0.006
14.032	0.607	1.690	-1.561	0.103	0.000	0.000	0.005
14.082	0.607	1.685	-1.561	0.103	0.000	0.000	0.005
14.132	0.607	1.680	-1.557	0.108	0.067	0.003	0.005
14.182	0.607	1.675	-1.557	0.094	0.000	0.000	0.005
14.232	0.607	1.670	-1.551	0.103	0.134	0.007	0.005
14.282	0.607	1.665	-1.554	0.099	-0.067	-0.003	0.005
14.333	0.607	1.659	-1.557	0.108	-0.067	-0.003	0.005
14.383	0.607	1.654	-1.557	0.103	0.000	0.000	0.005
14.433	0.607	1.649	-1.554	0.108	0.067	0.003	0.005
14.483	0.608	1.644	-1.561	0.103	-0.134	-0.007	0.005
14.533	0.608	1.639	-1.561	0.094	0.000	0.000	0.005
14.583	0.608	1.634	-1.564	0.099	-0.067	-0.003	0.005
14.633	0.608	1.629	-1.564	0.103	0.000	0.000	0.005
14.684	0.608	1.624	-1.571	0.103	-0.134	-0.007	0.005
14.734	0.608	1.618	-1.571	0.103	0.000	0.000	0.005
14.784	0.608	1.614	-1.571	0.094	0.000	0.000	0.005
14.834	0.608	1.609	-1.567	0.099	0.067	0.003	0.005
14.884	0.608	1.604	-1.571	0.099	-0.067	-0.003	0.005
14.934	0.608	1.599	-1.567	0.099	0.067	0.003	0.005
14.984	0.608	1.594	-1.571	0.099	-0.067	-0.003	0.005
15.035	0.608	1.589	-1.571	0.103	0.000	0.000	0.005
15.085	0.608	1.584	-1.567	0.099	0.067	0.003	0.005
15.135	0.608	1.579	-1.567	0.103	0.000	0.000	0.005
15.185	0.608	1.573	-1.567	0.103	0.000	0.000	0.005
15.235	0.608	1.569	-1.567	0.094	0.000	0.000	0.005
15.285	0.608	1.564	-1.567	0.094	0.000	0.000	0.005
15.335	0.608	1.559	-1.567	0.103	0.000	0.000	0.005
15.386	0.608	1.554	-1.564	0.099	0.067	0.003	0.005
15.436	0.608	1.549	-1.564	0.094	0.000	0.000	0.005
15.486	0.608	1.544	-1.564	0.094	0.000	0.000	0.005
15.536	0.608	1.540	-1.561	0.099	0.067	0.003	0.005
15.586	0.608	1.535	-1.561	0.094	0.000	0.000	0.005
15.636	0.608	1.530	-1.564	0.099	-0.067	-0.003	0.005
15.686	0.608	1.525	-1.561	0.099	0.067	0.003	0.005
15.737	0.608	1.520	-1.557	0.089	0.067	0.003	0.004
15.787	0.608	1.516	-1.557	0.094	0.000	0.000	0.005
15.837	0.608	1.511	-1.557	0.094	0.000	0.000	0.005
15.887	0.608	1.507	-1.557	0.085	0.000	0.000	0.004
15.937	0.608	1.502	-1.557	0.094	0.000	0.000	0.005
15.987	0.608	1.498	-1.561	0.089	-0.067	-0.003	0.004
16.037	0.609	1.493	-1.554	0.094	0.134	0.007	0.005
16.088	0.609	1.488	-1.557	0.099	-0.067	-0.003	0.005
16.138	0.609	1.483	-1.561	0.089	-0.067	-0.003	0.004
16.188	0.609	1.479	-1.561	0.094	0.000	0.000	0.005
16.238	0.609	1.474	-1.557	0.089	0.067	0.003	0.004
16.288	0.609	1.470	-1.561	0.089	-0.067	-0.003	0.004
16.338	0.609	1.466	-1.561	0.085	0.000	0.000	0.004
16.388	0.609	1.461	-1.564	0.099	-0.067	-0.003	0.005
16.439	0.609	1.457	-1.567	0.080	-0.067	-0.003	0.004
16.489	0.609	1.452	-1.571	0.099	-0.067	-0.003	0.005
16.539	0.609	1.447	-1.571	0.085	0.000	0.000	0.004
16.589	0.609	1.443	-1.571	0.085	0.000	0.000	0.004
16.639	0.609	1.439	-1.567	0.089	0.067	0.003	0.004
16.689	0.609	1.434	-1.567	0.094	0.000	0.000	0.005
16.739	0.609	1.430	-1.567	0.085	0.000	0.000	0.004
16.790	0.609	1.425	-1.567	0.094	0.000	0.000	0.005
16.840	0.609	1.421	-1.571	0.089	-0.067	-0.003	0.004
16.890	0.609	1.416	-1.567	0.089	0.067	0.003	0.004
16.940	0.609	1.411	-1.567	0.094	0.000	0.000	0.005
16.990	0.609	1.407	-1.571	0.089	-0.067	-0.003	0.004
17.040	0.609	1.403	-1.571	0.085	0.000	0.000	0.004
17.091	0.609	1.398	-1.564	0.084	0.134	0.007	0.004
17.141	0.609	1.394	-1.564	0.085	0.000	0.000	0.004
17.191	0.609	1.389	-1.564	0.094	0.000	0.000	0.005
17.241	0.609	1.385	-1.564	0.085	0.000	0.000	0.004
17.291	0.609	1.381	-1.564	0.084	0.000	0.000	0.004
17.341	0.609	1.376	-1.567	0.089	-0.067	-0.003	0.004
17.392	0.609	1.372	-1.561	0.085	0.134	0.007	0.004
17.442	0.609	1.368	-1.561	0.085	0.000	0.000	0.004
17.492	0.609	1.364	-1.561	0.085	0.000	0.000	0.004
17.542	0.609	1.359	-1.564	0.089	-0.067	-0.003	0.004
17.592	0.609	1.355	-1.561	0.080	0.067	0.003	0.004
17.642	0.609	1.351	-1.564	0.089	-0.067	-0.003	0.004
17.693	0.609	1.347	-1.561	0.080	0.067	0.003	0.004
17.743	0.609	1.343	-1.557	0.080	0.067	0.003	0.004
17.793	0.610	1.339	-1.554	0.080	0.067	0.003	0.004
17.843	0.610	1.335	-1.554	0.075	0.000	0.000	0.004
17.893	0.610	1.331	-1.551	0.080	0.067	0.003	0.004
17.943	0.610	1.327	-1.554	0.089	-0.067	-0.003	0.004
17.994	0.610	1.323	-1.557	0.080	-0.067	-0.003	0.004
18.044	0.610	1.318	-1.557	0.085	0.000	0.000	0.004
18.094	0.610	1.314	-1.557	0.084	0.000	0.000	0.004
18.144	0.610	1.310	-1.561	0.080	-0.067	-0.003	0.004
18.194	0.610	1.306	-1.557	0.080	0.067	0.003	0.004
18.244	0.610	1.302	-1.561	0.080	-0.067	-0.003	0.004
18.295	0.610	1.298	-1.561	0.075	0.000	0.000	0.004
18.345	0.610	1.294	-1.564	0.080	-0.067	-0.003	0.004
18.395	0.610	1.291	-1.567	0.070	-0.067	-0.003	0.004
18.445	0.610	1.287	-1.571	0.080	-0.067	-0.003	0.004
18.495	0.610	1.283	-1.574	0.080	-0.067	-0.003	0.004
18.545	0.610	1.279	-1.578	0.080	-0.067	-0.003	0.004
18.596	0.610	1.275	-1.574	0.080	0.067	0.003	0.004
18.646	0.610	1.271	-1.567	0.075	0.134	0.007	0.004
18.696	0.610	1.267	-1.571	0.080	-0.067	-0.003	0.004
18.746	0.610	1.263	-1.571	0.075	0.000	0.000	0.004
18.796	0.610	1.259	-1.564	0.085	0.134	0.007	0.004
18.846	0.610	1.255	-1.567	0.080	-0.067	-0.003	0.004
18.896	0.610	1.251	-1.567	0.075	0.000	0.000	0.004
18.947	0.610	1.247	-1.571	0.080	-0.067	-0.003	0.004
18.997	0.610	1.243	-1.567	0.080	0.067	0.003	0.004
19.047	0.610	1.239	-1.571	0.080	-0.067	-0.003	0.004
19.097	0.610	1.235	-1.567	0.080	0.067	0.003	0.004
19.147	0.610	1.232	-1.564	0.070	0.067	0.003	0.004
19.197	0.610	1.228	-1.564	0.075	0.000	0.000	0.004
19.248	0.610	1.224	-1.564	0.075	0.000	0.000	0.004
19.298	0.610	1.220	-1.567	0.080	-0.067	-0.003	0.004
19.348	0.610	1.216	-1.567	0.075	0.000	0.000	0.004
19.398	0.610	1.212	-1.564	0.080	0.067	0.003	0.004
19.448	0.610	1.209	-1.567	0.070	-0.067	-0.003	0.004
19.498	0.610	1.205	-1.564	0.070	0.067	0.003	0.004
19.548	0.610	1.201	-1.561	0.080	0.067	0.003	0.004
19.598	0.610	1.197	-1.561	0.075	0.000	0.000	0.004
19.649	0.610	1.194	-1.564	0.070	-0.067	-0.003	0.004
19.699	0.610	1.190	-1.564	0.075	0.000	0.000	0.004
19.749	0.610	1.186	-1.564	0.075	0.000	0.000	0.004
19.799	0.611	1.183	-1.561	0.070	0.067	0.003	0.004
19.849	0.611	1.179	-1.561	0.075	0.000	0.000	0.004
19.899	0.611	1.176	-1.557	0.070	0.067	0.003	0.004
19.949	0.611	1.172	-1.557	0.066	0.000	0.000	0.003
20.000	0.611	1.169	-1.557	0.066	0.000	0.000	0.003
20.050	0.611	1.165	-1.557	0.075	0.000	0.000	0.004
20.100	0.611	1.162	-1.554	0.070	0.067	0.003	0.004
20.150	0.611	1.158	-1.557	0.070	-0.067	-0.003	0.004
20.200	0.611	1.154	-1.557	0.075	0.000	0.000	0.004
20.250	0.611	1.151	-1.561	0.070	-0.067	-0.003	0.004
20.301	0.611	1.147	-1.557	0.070	0.067	0.003	0.004
20.351	0.611	1.143	-1.557	0.075	0.000	0.000	0.004
20.401	0.611	1.140	-1.561	0.070	-0.067	-0.003	0.004
20.451	0.611	1.137	-1.561	0.066	0.000	0.000	0.003
20.501	0.611	1.133	-1.561	0.066	0.000	0.000	0.003
20.551	0.611	1.130	-1.561	0.066	0.000	0.000	0.003
20.601	0.611	1.126	-1.561	0.075	0.000	0.000	0.004
20.652	0.611	1.123	-1.564	0.061	-0.067	-0.003	0.003
20.702	0.611	1.120	-1.561	0.070	0.067	0.003	0.004
20.752	0.611	1.116	-1.567	0.066	-0.134	-0.007	0.003
20.802	0.611	1.113	-1.571	0.070	-0.067	-0.003	0.004
20.852	0.611	1.110	-1.571	0.066	0.000	0.000	0.003
20.902	0.611	1.106	-1.567	0.070	0.067	0.003	0.004
20.952	0.611	1.103	-1.567	0.066	0.000	0.000	0.003
21.003	0.611	1.099	-1.567	0.066	0.000	0.000	0.003
21.053	0.611	1.096	-1.567	0.066	0.000	0.000	0.003
21.103	0.611	1.093	-1.567	0.066	0.000	0.000	0.003
21.153	0.611	1.089	-1.571	0.070	-0.067	-0.003	0.004
21.203	0.611	1.086	-1.571	0.066	0.000	0.000	0.003
21.253	0.611	1.082	-1.567	0.070	0.067	0.003	0.004
21.307	0.611	1.079	-1.567	0.071	0.000	0.000	0.004
21.358	0.611	1.075	-1.567	0.064	0.000	0.000	0.003
21.408	0.611	1.072	-1.567	0.066	0.000	0.000	0.003
21.458	0.611	1.069	-1.567	0.066	0.000	0.000	0.003
21.508	0.611	1.065	-1.567	0.066	0.000	0.000	0.003
21.559	0.611	1.062	-1.567	0.066	0.000	0.000	0.003
21.609	0.611	1.059	-1.567	0.066	0.000	0.000	0.003
21.659	0.611	1.055	-1.564	0.070	0.067	0.003	0.004
21.709	0.611	1.052	-1.564	0.066	0.000	0.000	0.003
21.759	0.611	1.049	-1.564	0.066	0.000	0.000	0.003
21.809	0.612	1.046	-1.567	0.061	-0.067	-0.003	0.003
21.860	0.612	1.042	-1.564	0.070	0.067	0.003	0.004
21.910	0.612	1.039	-1.567	0.061	-0.067	-0.003	0.003
21.960	0.612	1.036	-1.564	0.061	0.067	0.003	0.003
22.010	0.612	1.033	-1.564	0.066	0.000	0.000	0.003
22.060	0.612	1.030	-1.567	0.061	-0.067	-0.003	0.003
22.110	0.612	1.027	-1.564	0.061	0.067	0.003	0.003
22.160	0.612	1.024	-1.561	0.061	0.067	0.003	0.003
22.211	0.612	1.020	-1.564	0.071	-0.067	-0.003	0.004
22.261	0.612	1.017	-1.561	0.061	0.067	0.003	0.003
22.311	0.612	1.014	-1.561	0.056	0.000	0.000	0.003
22.361	1.201	1.011	-1.561	0.066	0.000	0.000	0.003
22.411	1.201	1.007	-1.561	0.085	0.000	0.000	0.004
22.461	1.201	1.002	-1.561	0.094	0.000	0.000	0.005
22.511	1.201	0.997	-1.554	0.094	0.134	0.007	0.005
22.562	1.201	0.994	-1.564	0.070	-0.201	-0.010	0.004
22.612	1.201	0.993	-1.578	0.019	-0.268	-0.013	0.001
22.662	1.201	0.992	-1.601	0.005	-0.470	-0.024	0.000
22.712	1.201	0.992	-1.628	0.000	-0.537	-0.027	0.000
22.762	1.201	0.992	-1.645	0.005	-0.335	-0.017	0.000
22.812	1.201	0.992	-1.672	0.000	-0.537	-0.027	0.000
22.863	1.201	0.992	-1.699	0.000	-0.537	-0.027	0.000
22.913	1.201	0.992	-1.726	0.000	-0.537	-0.027	0.000
