t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.51	0.00	0.00	0.00	6.11	0.07	0.00	0.00
0.56	0.01	0.00	0.02	14.06	0.27	0.01	0.01
0.61	0.02	0.00	0.02	18.80	0.13	0.01	0.01
0.66	0.03	0.00	0.03	20.21	0.20	0.01	0.01
0.71	0.04	0.00	0.04	20.66	0.13	0.01	0.01
0.76	0.05	0.00	0.05	19.72	0.13	0.01	0.01
0.81	0.06	0.00	0.06	17.38	0.20	0.01	0.01
0.86	0.07	0.00	0.06	16.41	0.07	0.00	0.01
0.91	0.08	0.00	0.07	17.83	0.13	0.01	0.01
0.96	0.08	0.00	0.08	17.86	0.27	0.01	0.01
1.01	0.09	0.00	0.09	17.86	0.13	0.01	0.01
1.06	0.10	0.01	0.09	16.91	0.13	0.01	0.01
1.11	0.11	0.01	0.10	17.86	0.13	0.01	0.01
1.16	0.12	0.01	0.10	16.91	0.00	0.00	0.01
1.22	0.13	0.01	0.10	16.90	0.00	0.00	0.01
1.27	0.14	0.01	0.10	17.40	0.07	0.00	0.01
1.32	0.14	0.01	0.10	16.46	-0.07	-0.00	0.01
1.37	0.15	0.01	0.10	16.43	0.07	0.00	0.01
1.42	0.16	0.01	0.10	15.97	0.00	0.00	0.01
1.47	0.17	0.01	0.10	16.45	-0.07	-0.00	0.01
1.52	0.18	0.01	0.10	15.03	0.00	0.00	0.01
1.57	0.18	0.01	0.10	15.03	0.00	0.00	0.01
1.62	0.19	0.01	0.10	14.09	0.00	0.00	0.01
1.67	0.20	0.01	0.10	14.55	-0.07	-0.00	0.01
1.72	0.21	0.02	0.10	14.08	0.00	0.00	0.01
1.77	0.21	0.02	0.09	14.56	-0.07	-0.00	0.01
1.82	0.22	0.02	0.09	13.15	0.00	0.00	0.01
1.87	0.23	0.02	0.10	13.62	0.07	0.00	0.01
1.92	0.23	0.02	0.10	13.16	0.00	0.00	0.01
1.97	0.24	0.02	0.10	13.16	0.00	0.00	0.01
2.02	0.25	0.02	0.10	12.21	0.00	0.00	0.01
2.07	0.25	0.02	0.10	12.22	0.00	0.00	0.01
2.12	0.26	0.02	0.10	11.73	0.07	0.00	0.01
2.17	0.26	0.02	0.10	12.20	0.00	0.00	0.01
2.22	0.27	0.02	0.10	12.21	0.00	0.00	0.01
2.27	0.28	0.02	0.10	11.74	0.07	0.00	0.01
2.32	0.28	0.02	0.10	12.68	-0.07	-0.00	0.01
2.37	0.29	0.02	0.10	11.27	0.00	0.00	0.01
2.42	0.29	0.02	0.10	11.74	-0.07	-0.00	0.01
2.47	0.30	0.02	0.10	10.80	0.07	0.00	0.01
2.52	0.30	0.03	0.10	11.25	0.00	0.00	0.01
2.57	0.31	0.03	0.10	12.21	0.00	0.00	0.01
2.62	0.32	0.03	0.10	11.74	0.07	0.00	0.01
2.67	0.32	0.03	0.10	11.75	-0.07	-0.00	0.01
2.72	0.33	0.03	0.10	13.15	0.00	0.00	0.01
2.77	0.33	0.03	0.10	11.26	0.00	0.00	0.01
2.82	0.34	0.03	0.10	12.15	0.00	0.00	0.01
2.87	0.35	0.03	0.10	11.73	0.07	0.00	0.01
2.92	0.35	0.03	0.10	11.73	-0.07	-0.00	0.01
2.97	0.36	0.03	0.10	11.27	0.00	0.00	0.01
3.02	0.36	0.03	0.10	11.74	-0.07	-0.00	0.01
3.07	0.37	0.03	0.09	11.74	-0.07	-0.00	0.01
3.12	0.37	0.03	0.10	10.79	0.07	0.00	0.01
3.17	0.38	0.03	0.09	4.23	-0.07	-0.00	0.00
3.22	0.38	0.03	0.09	0.47	-0.07	-0.00	0.00
3.27	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.32	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.37	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.42	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.47	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.52	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.57	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.62	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.67	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.72	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.77	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.82	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.87	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.92	0.38	0.03	0.09	0.00	0.00	0.00	0.00
3.97	0.38	0.03	0.09	0.00	0.00	0.00	0.00
4.02	0.38	0.03	0.09	0.00	0.00	0.00	0.00
4.08	0.38	0.03	0.09	0.00	0.00	0.00	0.00
4.13	0.38	0.03	0.09	0.00	0.00	0.00	0.00
4.18	0.38	0.03	0.09	0.00	0.00	0.00	0.00
4.23	0.38	0.03	0.09	0.00	0.00	0.00	0.00
4.28	0.38	0.03	0.09	0.00	0.00	0.00	0.00
4.33	0.38	0.03	0.09	0.00	0.00	0.00	0.00
4.38	0.38	0.03	0.09	0.00	0.00	0.00	0.00
