t	x	y	th	v	w	dTh	dSi
5.051	0.000	0.000	1.571	0.000	0.000	0.000	0.000
5.101	0.000	-0.000	1.574	-0.005	0.067	0.003	-0.000
5.151	-0.000	0.000	1.584	0.014	0.201	0.010	0.001
5.202	-0.000	0.000	1.601	-0.005	0.335	0.017	-0.000
5.252	-0.000	0.000	1.621	0.000	0.402	0.020	0.000
5.302	-0.000	0.000	1.641	0.000	0.403	0.020	0.000
5.352	-0.000	0.000	1.662	0.000	0.402	0.020	0.000
5.402	-0.000	0.000	1.682	0.000	0.403	0.020	0.000
5.452	-0.000	0.000	1.705	0.005	0.470	0.024	0.000
5.503	0.000	0.000	1.722	-0.005	0.336	0.017	-0.000
5.553	-0.000	0.000	1.746	0.005	0.470	0.024	0.000
5.603	0.000	0.000	1.763	-0.005	0.336	0.017	-0.000
5.653	0.000	0.000	1.783	0.000	0.402	0.020	0.000
5.703	0.000	0.000	1.803	0.000	0.403	0.020	0.000
5.753	-0.000	0.000	1.827	0.005	0.469	0.024	0.000
5.804	-0.000	0.000	1.847	0.000	0.403	0.020	0.000
5.854	-0.000	0.000	1.867	0.000	0.402	0.020	0.000
5.904	-0.000	0.001	1.884	0.005	0.336	0.017	0.000
5.954	-0.000	0.001	1.904	0.000	0.402	0.020	0.000
6.004	-0.000	0.001	1.924	0.000	0.403	0.020	0.000
6.054	-0.000	0.001	1.944	0.000	0.402	0.020	0.000
6.105	-0.000	0.001	1.965	0.000	0.403	0.020	0.000
6.155	-0.000	0.000	1.988	-0.005	0.470	0.024	-0.000
6.205	-0.000	0.001	2.005	0.005	0.335	0.017	0.000
6.255	-0.000	0.001	2.025	0.000	0.402	0.020	0.000
6.305	-0.000	0.000	2.049	-0.005	0.470	0.024	-0.000
6.355	-0.000	0.000	2.069	0.000	0.402	0.020	0.000
6.406	-0.000	0.000	2.089	0.000	0.403	0.020	0.000
6.456	-0.000	0.000	2.109	0.000	0.402	0.020	0.000
6.506	-0.000	0.001	2.126	0.005	0.335	0.017	0.000
6.556	-0.000	0.000	2.150	-0.005	0.470	0.024	-0.000
6.606	-0.000	0.000	2.170	0.000	0.402	0.020	0.000
6.657	-0.000	0.000	2.190	0.000	0.402	0.020	0.000
6.707	-0.000	0.000	2.210	0.000	0.403	0.020	0.000
6.757	-0.000	0.000	2.231	0.000	0.402	0.020	0.000
6.807	-0.000	0.000	2.257	0.000	0.537	0.027	0.000
6.857	-0.000	0.000	2.271	0.000	0.268	0.013	0.000
6.908	-0.000	0.000	2.298	0.000	0.537	0.027	0.000
6.958	0.000	0.000	2.315	-0.005	0.335	0.017	-0.000
7.008	-0.000	0.000	2.338	0.005	0.470	0.024	0.000
7.058	0.000	0.000	2.355	-0.005	0.335	0.017	-0.000
7.108	-0.000	0.000	2.379	0.005	0.470	0.024	0.000
7.158	0.000	0.000	2.395	-0.005	0.335	0.017	-0.000
7.209	-0.000	0.000	2.419	0.005	0.470	0.024	0.000
7.259	0.000	0.000	2.443	-0.005	0.469	0.024	-0.000
