t	x	y	th	v*100	w	dTh	dSi
0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.52	0.00	0.00	0.01	0.94	0.13	0.01	0.00
0.57	0.00	-0.00	0.02	-0.47	0.20	0.01	-0.00
0.62	0.00	-0.00	0.03	-0.47	0.20	0.01	-0.00
0.67	0.00	-0.00	0.04	0.00	0.27	0.01	0.00
0.72	0.00	-0.00	0.06	0.00	0.40	0.02	0.00
0.77	0.00	-0.00	0.07	0.00	0.27	0.01	0.00
0.82	-0.00	-0.00	0.09	-0.47	0.33	0.02	-0.00
0.87	-0.00	-0.00	0.11	0.47	0.34	0.02	0.00
0.92	-0.00	-0.00	0.12	-0.47	0.34	0.02	-0.00
0.97	-0.00	0.00	0.14	0.47	0.34	0.02	0.00
1.02	-0.00	-0.00	0.16	-0.47	0.34	0.02	-0.00
1.07	-0.00	0.00	0.18	0.47	0.34	0.02	0.00
1.12	-0.00	0.00	0.19	0.00	0.27	0.01	0.00
1.17	-0.00	-0.00	0.21	-0.47	0.33	0.02	-0.00
1.22	-0.00	0.00	0.22	0.47	0.34	0.02	0.00
1.27	-0.00	-0.00	0.24	-0.47	0.34	0.02	-0.00
1.32	-0.00	0.00	0.26	0.45	0.32	0.02	0.00
1.37	-0.00	-0.00	0.27	-0.47	0.34	0.02	-0.00
1.42	-0.00	-0.00	0.29	0.00	0.27	0.01	0.00
1.47	-0.00	-0.00	0.30	-0.47	0.34	0.02	-0.00
1.52	-0.00	0.00	0.32	0.94	0.40	0.02	0.00
1.57	-0.00	-0.00	0.34	-0.47	0.34	0.02	-0.00
1.62	-0.00	0.00	0.36	0.47	0.33	0.02	0.00
1.67	0.00	0.00	0.37	0.47	0.34	0.02	0.00
1.72	-0.00	0.00	0.39	-0.47	0.34	0.02	-0.00
1.77	-0.00	0.00	0.40	0.00	0.27	0.01	0.00
1.82	-0.00	0.00	0.42	0.00	0.27	0.01	0.00
1.87	-0.00	-0.00	0.43	-0.47	0.34	0.02	-0.00
