t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	-0.00	-0.00	0.01	-0.47	0.20	0.01	-0.00
0.31	-0.00	-0.00	0.04	-0.94	0.67	0.03	-0.00
0.36	-0.00	-0.00	0.08	0.00	0.81	0.04	0.00
0.41	-0.00	0.00	0.13	0.47	1.01	0.05	0.00
0.46	-0.00	0.00	0.19	0.47	1.01	0.05	0.00
0.51	-0.00	0.00	0.24	0.00	1.07	0.05	0.00
0.56	-0.00	-0.00	0.29	-0.47	1.01	0.05	-0.00
0.61	-0.00	-0.00	0.34	0.00	0.94	0.05	0.00
0.67	-0.00	0.00	0.39	0.47	1.01	0.05	0.00
0.72	-0.00	-0.00	0.44	-0.47	1.01	0.05	-0.00
0.77	-0.00	-0.00	0.49	0.00	1.07	0.05	0.00
0.82	-0.00	0.00	0.54	0.47	1.01	0.05	0.00
0.87	-0.00	0.00	0.60	0.00	1.07	0.05	0.00
0.92	-0.00	0.00	0.64	0.00	0.94	0.05	0.00
0.97	-0.00	0.00	0.70	0.45	1.10	0.06	0.00
1.02	-0.00	0.00	0.75	-0.47	1.01	0.05	-0.00
1.07	-0.00	0.00	0.80	0.47	1.01	0.05	0.00
1.12	0.00	0.00	0.84	5.17	0.87	0.04	0.00
1.17	0.01	0.01	0.87	15.98	0.40	0.02	0.01
1.22	0.01	0.02	0.88	22.08	0.34	0.02	0.01
1.27	0.02	0.03	0.89	24.90	0.20	0.01	0.01
1.32	0.03	0.04	0.90	26.32	0.13	0.01	0.01
1.37	0.04	0.05	0.90	26.32	0.00	0.00	0.01
1.42	0.05	0.06	0.90	24.90	-0.07	-0.00	0.01
1.47	0.05	0.07	0.89	23.96	-0.07	-0.00	0.01
1.52	0.06	0.08	0.90	23.95	0.07	0.00	0.01
1.57	0.07	0.08	0.89	23.02	-0.07	-0.00	0.01
1.62	0.08	0.09	0.89	24.43	0.00	0.00	0.01
1.67	0.08	0.10	0.89	24.44	0.00	0.00	0.01
1.72	0.09	0.11	0.89	24.42	0.00	0.00	0.01
1.77	0.10	0.12	0.89	24.88	-0.07	-0.00	0.01
1.82	0.11	0.13	0.89	24.42	0.00	0.00	0.01
1.87	0.12	0.14	0.89	25.86	0.07	0.00	0.01
1.92	0.12	0.15	0.89	24.43	0.00	0.00	0.01
1.97	0.13	0.16	0.90	24.91	0.07	0.00	0.01
2.02	0.14	0.17	0.90	25.38	0.00	0.00	0.01
2.07	0.15	0.18	0.90	24.42	0.00	0.00	0.01
2.12	0.15	0.19	0.90	24.44	0.00	0.00	0.01
t	x	y	th	v*100	w	dTh	dSi
