t	x	y	th	v*100	w	dTh	dSi
0.21	-0.00	0.00	-0.00	-0.11	-0.02	-0.00	-0.00
0.26	0.00	-0.00	-0.00	0.47	0.07	0.00	0.00
0.31	0.00	-0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	-0.00	0.00	0.00	0.00	0.00	0.00
0.41	0.00	-0.00	0.01	0.00	0.13	0.01	0.00
0.46	-0.00	-0.00	0.02	-0.94	0.27	0.01	-0.00
0.51	-0.00	-0.00	0.04	-0.47	0.34	0.02	-0.00
0.56	-0.00	0.00	0.05	0.94	0.27	0.01	0.00
0.61	-0.00	0.00	0.07	0.47	0.34	0.02	0.00
0.66	-0.00	0.00	0.08	0.00	0.27	0.01	0.00
0.71	-0.00	0.00	0.10	-0.47	0.34	0.02	-0.00
0.76	-0.00	0.00	0.11	0.47	0.34	0.02	0.00
0.82	0.00	0.00	0.13	0.47	0.34	0.02	0.00
0.87	-0.00	0.00	0.15	-0.47	0.33	0.02	-0.00
0.92	-0.00	0.00	0.16	0.00	0.27	0.01	0.00
0.97	0.00	0.00	0.19	0.47	0.47	0.02	0.00
1.02	0.00	0.00	0.20	0.00	0.27	0.01	0.00
1.07	0.00	0.00	0.22	-0.47	0.34	0.02	-0.00
1.12	0.00	0.00	0.23	0.47	0.34	0.02	0.00
1.17	0.00	0.00	0.25	0.00	0.40	0.02	0.00
1.22	0.00	0.00	0.27	0.00	0.27	0.01	0.00
1.27	0.00	0.00	0.29	0.00	0.40	0.02	0.00
1.32	0.00	0.00	0.31	0.00	0.40	0.02	0.00
1.37	0.00	0.00	0.32	0.00	0.27	0.01	0.00
1.42	0.00	-0.00	0.34	-0.47	0.34	0.02	-0.00
1.47	0.00	0.00	0.35	0.47	0.33	0.02	0.00
1.52	0.00	0.00	0.37	0.00	0.39	0.02	0.00
1.57	0.00	0.00	0.39	0.00	0.27	0.01	0.00
1.62	0.00	0.00	0.40	0.47	0.34	0.02	0.00
1.67	0.00	0.00	0.42	0.00	0.40	0.02	0.00
1.72	0.00	0.00	0.44	0.00	0.27	0.01	0.00
1.77	0.00	0.00	0.46	0.00	0.40	0.02	0.00
1.82	0.00	0.00	0.47	-0.47	0.34	0.02	-0.00
1.87	0.00	0.00	0.49	0.47	0.34	0.02	0.00
1.92	0.00	0.00	0.50	0.00	0.27	0.01	0.00
1.97	0.00	0.00	0.52	-0.47	0.34	0.02	-0.00
2.02	0.00	0.00	0.54	0.47	0.34	0.02	0.00
2.07	0.00	0.00	0.56	0.00	0.40	0.02	0.00
2.12	0.00	0.00	0.57	0.00	0.27	0.01	0.00
2.17	0.00	0.00	0.59	-0.47	0.33	0.02	-0.00
2.22	0.00	0.00	0.61	0.00	0.40	0.02	0.00
2.27	0.00	0.00	0.63	0.47	0.34	0.02	0.00
2.32	0.00	0.00	0.64	0.00	0.27	0.01	0.00
2.37	0.00	0.00	0.66	-0.47	0.34	0.02	-0.00
2.42	0.00	0.00	0.68	0.00	0.40	0.02	0.00
2.47	0.00	0.00	0.69	0.00	0.27	0.01	0.00
2.52	0.00	0.00	0.71	0.00	0.40	0.02	0.00
2.58	0.00	0.00	0.72	0.00	0.24	0.01	0.00
2.63	0.00	0.00	0.75	0.47	0.47	0.02	0.00
2.68	0.00	0.00	0.76	-0.47	0.34	0.02	-0.00
2.73	0.00	0.00	0.78	0.47	0.34	0.02	0.00
2.78	0.00	0.00	0.80	-0.47	0.34	0.02	-0.00
2.83	0.00	0.00	0.81	0.47	0.34	0.02	0.00
2.88	0.00	0.00	0.83	-0.47	0.34	0.02	-0.00
2.93	0.00	0.00	0.84	0.00	0.27	0.01	0.00
2.98	0.00	-0.00	0.86	-0.47	0.34	0.02	-0.00
3.03	0.00	0.00	0.88	0.94	0.40	0.02	0.00
3.08	0.00	0.00	0.90	0.00	0.27	0.01	0.00
3.13	0.00	0.00	0.91	-0.47	0.33	0.02	-0.00
3.18	0.00	0.00	0.93	0.47	0.34	0.02	0.00
3.23	0.00	0.00	0.95	0.00	0.40	0.02	0.00
3.28	0.00	0.00	0.97	-0.47	0.33	0.02	-0.00
3.33	0.00	0.00	0.98	0.00	0.27	0.01	0.00
3.38	0.00	-0.00	1.00	-0.47	0.34	0.02	-0.00
3.43	0.00	-0.00	1.01	-0.47	0.34	0.02	-0.00
3.48	0.00	-0.00	1.03	0.47	0.34	0.02	0.00
3.53	0.00	0.00	1.05	0.47	0.34	0.02	0.00
3.58	0.00	-0.00	1.06	-0.47	0.34	0.02	-0.00
3.63	0.00	-0.00	1.08	-0.47	0.34	0.02	-0.00
3.68	0.00	-0.00	1.10	0.47	0.34	0.02	0.00
3.73	0.00	-0.00	1.11	0.00	0.27	0.01	0.00
3.78	0.00	-0.00	1.13	0.00	0.40	0.02	0.00
3.83	0.00	-0.00	1.14	0.00	0.27	0.01	0.00
3.89	0.00	-0.00	1.16	0.00	0.40	0.02	0.00
3.94	0.00	-0.00	1.18	0.00	0.27	0.01	0.00
3.99	0.00	-0.00	1.20	0.00	0.40	0.02	0.00
4.04	0.00	-0.00	1.22	-0.47	0.34	0.02	-0.00
4.09	0.00	-0.00	1.23	0.00	0.27	0.01	0.00
4.14	0.00	-0.00	1.25	0.00	0.40	0.02	0.00
4.19	0.00	-0.00	1.27	0.47	0.34	0.02	0.00
4.24	0.00	-0.00	1.28	-0.47	0.34	0.02	-0.00
4.29	0.00	-0.00	1.30	0.00	0.27	0.01	0.00
4.34	0.00	0.00	1.32	0.94	0.40	0.02	0.00
4.39	0.00	-0.00	1.33	-0.47	0.34	0.02	-0.00
4.44	0.00	-0.00	1.35	-0.47	0.34	0.02	-0.00
4.49	0.00	0.00	1.37	0.94	0.40	0.02	0.00
4.54	0.00	-0.00	1.39	-0.47	0.34	0.02	-0.00
4.59	0.00	-0.00	1.40	0.00	0.27	0.01	0.00
4.64	0.00	-0.00	1.42	0.00	0.40	0.02	0.00
4.69	0.00	0.00	1.44	0.47	0.34	0.02	0.00
4.74	0.00	-0.00	1.45	-0.47	0.34	0.02	-0.00
4.79	0.00	-0.00	1.47	0.00	0.40	0.02	0.00
4.84	0.00	0.00	1.49	0.47	0.34	0.02	0.00
4.89	0.00	0.00	1.50	0.00	0.27	0.01	0.00
4.94	0.00	0.00	1.52	0.00	0.40	0.02	0.00
4.99	0.00	0.00	1.54	0.00	0.40	0.02	0.00
5.04	0.00	0.00	1.56	0.00	0.27	0.01	0.00
5.09	0.00	-0.00	1.58	-0.47	0.34	0.02	-0.00
5.14	0.00	-0.00	1.59	0.00	0.27	0.01	0.00
5.19	0.00	-0.00	1.61	0.00	0.40	0.02	0.00
