t	x	y	th	v*100	w	dTh	dSi
0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.00	0.00	6.58	0.00	0.00	0.00
0.32	0.01	0.00	0.00	17.40	0.07	0.00	0.01
0.37	0.02	0.00	0.01	23.50	0.13	0.01	0.01
0.42	0.04	0.00	0.01	24.91	-0.07	-0.00	0.01
0.47	0.05	0.00	-0.00	25.85	-0.20	-0.01	0.01
0.52	0.06	0.00	-0.00	25.85	0.07	0.00	0.01
0.57	0.07	0.00	0.00	24.90	0.07	0.00	0.01
0.62	0.09	0.00	-0.00	23.97	-0.07	-0.00	0.01
0.67	0.10	0.00	0.01	23.50	0.13	0.01	0.01
0.72	0.11	0.00	0.01	24.90	0.07	0.00	0.01
0.77	0.12	0.00	0.01	24.90	0.07	0.00	0.01
0.82	0.14	0.00	0.01	24.91	-0.07	-0.00	0.01
0.87	0.15	0.00	0.01	25.38	0.00	0.00	0.01
0.92	0.16	0.00	0.01	25.37	0.00	0.00	0.01
0.97	0.17	0.00	0.01	24.44	0.00	0.00	0.01
1.02	0.19	0.00	0.01	23.97	-0.07	-0.00	0.01
1.07	0.20	0.00	0.00	23.96	-0.07	-0.00	0.01
1.12	0.21	0.00	-0.00	23.97	-0.07	-0.00	0.01
1.17	0.22	0.00	-0.00	23.97	-0.07	-0.00	0.01
1.22	0.23	0.00	-0.00	24.44	0.00	0.00	0.01
1.27	0.25	0.00	-0.00	24.91	0.07	0.00	0.01
1.32	0.26	0.00	0.00	24.91	0.07	0.00	0.01
1.37	0.27	0.00	0.01	23.95	0.07	0.00	0.01
1.42	0.28	0.00	0.01	24.88	0.07	0.00	0.01
1.47	0.30	0.00	0.01	25.37	0.00	0.00	0.01
1.52	0.31	0.00	0.01	24.91	-0.07	-0.00	0.01
1.57	0.32	0.00	0.01	25.38	0.13	0.01	0.01
1.62	0.33	0.00	0.01	24.44	-0.13	-0.01	0.01
1.67	0.35	0.00	0.01	24.44	0.00	0.00	0.01
1.72	0.36	0.00	0.00	23.97	-0.07	-0.00	0.01
1.77	0.37	0.00	-0.00	23.97	-0.07	-0.00	0.01
1.82	0.38	0.00	0.00	23.50	0.00	0.00	0.01
1.87	0.39	0.00	0.00	24.44	0.00	0.00	0.01
1.92	0.41	0.00	-0.00	24.91	-0.07	-0.00	0.01
t	x	y	th	v*100	w	dTh	dSi
t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	7.05	0.07	0.00	0.00
0.31	0.01	0.00	0.01	17.40	0.07	0.00	0.01
0.36	0.02	0.00	0.01	22.57	0.00	0.00	0.01
0.41	0.04	0.00	0.01	25.40	0.00	0.00	0.01
0.46	0.05	0.00	0.01	26.81	0.07	0.00	0.01
0.51	0.06	0.00	0.02	27.23	0.13	0.01	0.01
0.56	0.08	0.00	0.01	23.48	-0.13	-0.01	0.01
0.61	0.09	0.00	0.01	24.43	0.00	0.00	0.01
0.66	0.10	0.00	0.01	23.95	-0.07	-0.00	0.01
0.71	0.11	0.00	0.00	23.94	-0.07	-0.00	0.01
0.76	0.12	0.00	-0.00	23.49	-0.13	-0.01	0.01
0.81	0.14	0.00	0.00	23.49	0.13	0.01	0.01
0.86	0.15	0.00	0.00	25.36	0.00	0.00	0.01
0.91	0.16	0.00	0.00	25.36	0.00	0.00	0.01
0.96	0.17	0.00	0.00	24.42	0.00	0.00	0.01
1.02	0.19	0.00	0.01	24.90	0.07	0.00	0.01
1.07	0.20	0.00	0.01	24.89	0.07	0.00	0.01
1.12	0.21	0.00	0.01	24.89	-0.07	-0.00	0.01
1.17	0.22	0.00	0.01	23.97	0.07	0.00	0.01
1.22	0.23	0.00	0.01	25.37	0.00	0.00	0.01
1.27	0.25	0.00	0.01	24.89	-0.07	-0.00	0.01
1.32	0.26	0.00	0.01	24.43	0.00	0.00	0.01
1.37	0.27	0.00	0.00	23.97	-0.07	-0.00	0.01
1.42	0.28	0.00	-0.00	23.97	-0.07	-0.00	0.01
1.47	0.30	0.00	-0.00	23.97	-0.07	-0.00	0.01
1.52	0.31	0.00	-0.01	23.97	-0.07	-0.00	0.01
1.57	0.32	0.00	-0.00	24.89	0.07	0.00	0.01
1.62	0.33	0.00	-0.00	24.91	0.07	0.00	0.01
1.67	0.34	0.00	0.01	24.43	0.13	0.01	0.01
1.72	0.36	0.00	0.01	24.91	0.07	0.00	0.01
1.77	0.37	0.00	0.01	25.38	0.00	0.00	0.01
1.82	0.38	0.00	0.01	24.43	0.00	0.00	0.01
1.87	0.39	0.00	0.01	24.90	0.07	0.00	0.01
1.92	0.41	0.00	0.01	25.36	0.00	0.00	0.01
t	x	y	th	v*100	w	dTh	dSi
