t	x	y	th	v	w	dTh	dSi
5.036	0.000	0.000	1.571	0.000	0.000	0.000	0.000
5.086	0.000	0.000	1.571	0.000	0.000	0.000	0.000
5.136	0.000	0.000	1.571	0.000	0.000	0.000	0.000
5.186	0.000	0.000	1.571	0.000	0.000	0.000	0.000
5.236	0.000	0.000	1.578	0.000	0.134	0.007	0.000
5.286	0.000	0.000	1.584	0.000	0.134	0.007	0.000
5.337	0.000	0.000	1.591	0.000	0.134	0.007	0.000
5.387	0.000	-0.000	1.594	-0.005	0.067	0.003	-0.000
5.437	-0.000	-0.000	1.598	0.005	0.067	0.003	0.000
5.487	0.001	-0.007	1.705	-0.141	2.150	0.108	-0.007
5.537	0.000	-0.004	1.658	0.066	-0.941	-0.047	0.003
5.587	0.000	-0.002	1.635	0.033	-0.470	-0.024	0.002
5.637	0.000	-0.001	1.631	0.014	-0.067	-0.003	0.001
5.687	0.000	-0.001	1.638	0.009	0.134	0.007	0.000
5.737	0.000	-0.001	1.638	0.000	0.000	0.000	0.000
5.788	0.000	-0.001	1.638	0.000	0.000	0.000	0.000
5.838	-0.000	-0.001	1.641	0.005	0.067	0.003	0.000
5.888	-0.000	-0.001	1.641	0.000	0.000	0.000	0.000
5.938	-0.000	-0.001	1.641	0.000	0.000	0.000	0.000
5.988	0.000	-0.001	1.652	-0.005	0.201	0.010	-0.000
6.038	0.000	-0.001	1.652	0.000	0.000	0.000	0.000
6.089	-0.000	-0.001	1.655	0.005	0.067	0.003	0.000
6.139	-0.000	-0.001	1.655	0.000	0.000	0.000	0.000
6.189	-0.000	-0.001	1.662	0.000	0.134	0.007	0.000
6.239	0.000	-0.001	1.665	-0.005	0.067	0.003	-0.000
6.289	0.000	-0.001	1.672	0.000	0.134	0.007	0.000
6.339	-0.000	-0.001	1.675	0.005	0.067	0.003	0.000
6.390	-0.000	-0.001	1.675	0.000	0.000	0.000	0.000
6.440	-0.000	-0.001	1.689	0.000	0.268	0.013	0.000
6.490	0.000	-0.001	1.692	-0.005	0.067	0.003	-0.000
6.540	-0.000	-0.000	1.699	0.009	0.134	0.007	0.000
6.590	-0.000	-0.000	1.699	0.000	0.000	0.000	0.000
6.640	-0.000	-0.000	1.702	0.005	0.067	0.003	0.000
6.691	-0.000	-0.000	1.709	0.000	0.134	0.007	0.000
6.741	-0.000	-0.000	1.709	0.000	0.000	0.000	0.000
6.791	-0.000	-0.000	1.716	0.000	0.134	0.007	0.000
6.841	-0.000	-0.000	1.719	0.005	0.067	0.003	0.000
6.891	-0.000	-0.000	1.719	0.000	0.000	0.000	0.000
6.941	-0.000	-0.000	1.726	0.000	0.134	0.007	0.000
6.991	-0.000	-0.000	1.736	-0.005	0.201	0.010	-0.000
7.042	-0.000	-0.000	1.739	-0.005	0.067	0.003	-0.000
7.092	-0.000	-0.000	1.742	0.005	0.067	0.003	0.000
7.142	-0.000	-0.000	1.749	0.000	0.134	0.007	0.000
7.192	-0.000	-0.000	1.749	0.000	0.000	0.000	0.000
7.242	-0.000	-0.000	1.759	0.005	0.201	0.010	0.000
7.292	-0.000	-0.000	1.766	-0.009	0.134	0.007	-0.000
7.342	-0.000	-0.000	1.769	0.005	0.067	0.003	0.000
7.393	-0.000	-0.000	1.776	0.000	0.134	0.007	0.000
7.443	-0.000	-0.000	1.776	0.000	0.000	0.000	0.000
7.493	-0.000	-0.000	1.786	0.005	0.201	0.010	0.000
7.543	-0.000	-0.000	1.786	0.000	0.000	0.000	0.000
7.593	-0.000	-0.000	1.790	-0.005	0.067	0.003	-0.000
7.643	-0.000	-0.000	1.800	0.005	0.201	0.010	0.000
7.694	-0.000	-0.000	1.803	-0.005	0.067	0.003	-0.000
7.744	-0.000	-0.000	1.806	-0.005	0.067	0.003	-0.000
7.794	-0.000	-0.000	1.813	0.009	0.134	0.007	0.000
7.844	-0.000	-0.000	1.817	-0.005	0.067	0.003	-0.000
7.894	-0.000	-0.000	1.823	0.000	0.134	0.007	0.000
7.944	-0.000	-0.000	1.823	0.000	0.000	0.000	0.000
7.994	-0.000	-0.000	1.830	0.000	0.134	0.007	0.000
8.045	-0.000	-0.000	1.837	0.000	0.134	0.007	0.000
8.095	-0.000	-0.000	1.843	0.000	0.134	0.007	0.000
8.145	-0.000	-0.000	1.847	0.005	0.067	0.003	0.000
8.195	-0.000	-0.000	1.854	0.000	0.134	0.007	0.000
8.245	-0.000	-0.000	1.854	0.000	0.000	0.000	0.000
8.295	-0.000	-0.000	1.857	-0.005	0.067	0.003	-0.000
8.345	-0.000	-0.000	1.867	0.005	0.201	0.010	0.000
8.396	-0.000	-0.000	1.870	-0.005	0.067	0.003	-0.000
8.446	-0.000	-0.000	1.877	0.000	0.134	0.007	0.000
8.496	-0.000	-0.000	1.880	0.005	0.067	0.003	0.000
8.546	-0.000	-0.000	1.887	0.000	0.134	0.007	0.000
8.596	-0.000	-0.000	1.894	0.000	0.134	0.007	0.000
8.646	-0.000	-0.000	1.894	0.000	0.000	0.000	0.000
8.697	-0.000	-0.000	1.901	0.000	0.134	0.007	0.000
8.747	-0.000	-0.000	1.901	0.000	0.000	0.000	0.000
8.797	-0.000	-0.000	1.907	0.000	0.134	0.007	0.000
8.847	-0.000	0.000	1.911	0.005	0.067	0.003	0.000
8.897	-0.000	-0.000	1.921	-0.005	0.201	0.010	-0.000
8.947	-0.000	-0.000	1.921	0.000	0.000	0.000	0.000
8.997	-0.000	0.000	1.931	0.005	0.201	0.010	0.000
9.048	-0.000	-0.000	1.934	-0.005	0.067	0.003	-0.000
9.098	-0.000	0.000	1.944	0.005	0.201	0.010	0.000
9.148	-0.000	-0.000	1.948	-0.005	0.067	0.003	-0.000
9.198	-0.000	-0.000	1.955	0.000	0.134	0.007	0.000
9.248	-0.000	-0.000	1.961	0.000	0.134	0.007	0.000
9.298	-0.000	-0.000	1.961	0.000	0.000	0.000	0.000
9.349	-0.000	-0.000	1.968	0.000	0.134	0.007	0.000
9.399	-0.000	-0.000	1.975	0.000	0.134	0.007	0.000
9.449	-0.000	-0.000	1.978	-0.005	0.067	0.003	-0.000
9.499	-0.000	0.000	1.985	0.009	0.134	0.007	0.000
9.549	-0.000	-0.000	1.988	-0.005	0.067	0.003	-0.000
9.599	-0.000	-0.000	1.995	0.000	0.134	0.007	0.000
9.650	-0.000	-0.000	2.002	0.000	0.134	0.007	0.000
9.700	-0.000	-0.000	2.005	-0.005	0.067	0.003	-0.000
9.750	-0.000	-0.000	2.008	0.005	0.067	0.003	0.000
9.800	-0.000	-0.000	2.015	0.000	0.134	0.007	0.000
9.850	-0.000	-0.000	2.018	-0.005	0.067	0.003	-0.000
