t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.46	0.00	0.00	0.00	6.11	0.07	0.00	0.00
0.51	0.01	0.00	0.00	14.07	0.00	0.00	0.01
0.56	0.02	0.00	-0.00	18.77	-0.13	-0.01	0.01
0.61	0.03	-0.00	-0.01	21.13	-0.07	-0.00	0.01
0.66	0.04	-0.00	-0.01	21.15	-0.07	-0.00	0.01
0.71	0.05	-0.00	-0.01	20.66	0.00	0.00	0.01
0.76	0.06	-0.00	-0.01	19.26	-0.07	-0.00	0.01
0.81	0.07	-0.00	-0.01	19.26	0.07	0.00	0.01
0.86	0.08	-0.00	-0.01	19.26	0.07	0.00	0.01
0.91	0.09	-0.00	-0.01	18.77	0.00	0.00	0.01
0.96	0.10	-0.00	-0.01	19.74	0.00	0.00	0.01
1.02	0.11	-0.00	-0.01	19.66	0.00	0.00	0.01
1.07	0.12	-0.00	-0.01	19.27	-0.07	-0.00	0.01
1.12	0.13	-0.00	-0.01	18.78	0.00	0.00	0.01
1.17	0.14	-0.00	-0.01	18.80	0.00	0.00	0.01
1.22	0.15	-0.00	-0.01	19.24	-0.07	-0.00	0.01
1.27	0.16	-0.00	-0.01	18.79	0.00	0.00	0.01
1.32	0.17	-0.00	-0.02	19.25	-0.07	-0.00	0.01
1.37	0.18	-0.00	-0.02	18.30	-0.07	-0.00	0.01
1.42	0.18	-0.00	-0.02	18.31	0.07	0.00	0.01
1.47	0.19	-0.00	-0.02	17.84	0.00	0.00	0.01
1.52	0.20	-0.00	-0.01	18.29	0.07	0.00	0.01
1.57	0.21	-0.00	-0.02	18.31	-0.07	-0.00	0.01
1.62	0.22	-0.00	-0.02	17.83	0.00	0.00	0.01
1.67	0.23	-0.00	-0.01	18.30	0.07	0.00	0.01
1.72	0.24	-0.00	-0.01	18.31	0.07	0.00	0.01
1.77	0.25	-0.00	-0.01	17.38	-0.07	-0.00	0.01
1.82	0.26	-0.00	-0.01	17.84	0.13	0.01	0.01
1.87	0.27	-0.00	-0.01	17.37	-0.07	-0.00	0.01
1.92	0.28	-0.00	-0.01	18.31	0.07	0.00	0.01
1.97	0.28	-0.00	-0.01	17.84	-0.13	-0.01	0.01
2.02	0.29	-0.00	-0.01	17.84	0.13	0.01	0.01
2.07	0.30	-0.00	-0.01	16.92	0.00	0.00	0.01
2.12	0.31	-0.00	-0.01	16.90	0.00	0.00	0.01
2.17	0.32	-0.00	-0.01	16.44	-0.07	-0.00	0.01
2.22	0.33	-0.00	-0.02	16.89	-0.13	-0.01	0.01
2.27	0.34	-0.00	-0.02	16.92	0.00	0.00	0.01
2.32	0.34	-0.00	-0.01	16.43	0.07	0.00	0.01
2.37	0.35	-0.00	-0.01	16.88	0.00	0.00	0.01
2.42	0.36	-0.00	-0.01	16.43	0.07	0.00	0.01
2.47	0.37	-0.00	-0.01	15.98	0.00	0.00	0.01
2.52	0.38	-0.00	-0.01	15.49	0.07	0.00	0.01
2.57	0.38	-0.00	-0.00	15.98	0.13	0.01	0.01
2.62	0.39	-0.00	0.01	15.96	0.13	0.01	0.01
2.67	0.40	-0.00	0.01	15.51	0.07	0.00	0.01
2.72	0.41	-0.00	0.01	15.49	0.07	0.00	0.01
2.77	0.42	-0.00	0.01	15.02	0.00	0.00	0.01
2.82	0.42	-0.00	0.02	15.51	0.07	0.00	0.01
2.87	0.43	-0.00	0.02	14.56	0.07	0.00	0.01
2.92	0.44	-0.00	0.02	15.51	-0.07	-0.00	0.01
2.97	0.45	-0.00	0.02	15.03	0.00	0.00	0.01
3.02	0.45	-0.00	0.01	14.57	-0.07	-0.00	0.01
3.07	0.46	-0.00	0.02	13.62	0.07	0.00	0.01
3.12	0.47	-0.00	0.02	14.10	0.00	0.00	0.01
3.17	0.47	-0.00	0.01	13.60	-0.07	-0.00	0.01
3.22	0.48	-0.00	0.02	13.40	0.07	0.00	0.01
3.27	0.49	-0.00	0.01	12.67	-0.07	-0.00	0.01
3.32	0.49	-0.00	0.01	13.16	0.00	0.00	0.01
3.37	0.50	-0.00	0.01	12.21	-0.13	-0.01	0.01
3.42	0.51	-0.00	0.01	13.15	0.00	0.00	0.01
3.47	0.51	-0.00	0.01	12.20	0.00	0.00	0.01
3.52	0.52	-0.00	0.01	12.20	0.00	0.00	0.01
3.58	0.52	-0.00	0.01	11.26	0.00	0.00	0.01
3.63	0.53	-0.00	0.00	11.74	-0.07	-0.00	0.01
3.68	0.54	-0.00	0.01	10.79	0.07	0.00	0.01
3.73	0.54	-0.00	0.01	11.27	0.00	0.00	0.01
3.78	0.55	-0.00	0.01	10.33	0.00	0.00	0.01
3.83	0.55	-0.00	0.01	6.57	0.00	0.00	0.00
3.88	0.55	-0.00	0.01	7.51	0.00	0.00	0.00
3.93	0.56	-0.00	0.01	9.84	0.07	0.00	0.00
3.98	0.56	-0.00	0.01	11.73	0.07	0.00	0.01
4.03	0.57	-0.00	0.01	13.15	0.00	0.00	0.01
4.08	0.58	-0.00	0.01	12.68	-0.07	-0.00	0.01
4.13	0.58	-0.00	0.01	11.74	0.07	0.00	0.01
4.18	0.59	-0.00	0.02	11.74	0.07	0.00	0.01
