t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.63	0.00	-0.00	-0.00	0.47	-0.07	-0.00	0.00
0.68	0.01	0.00	0.01	10.80	0.20	0.01	0.01
0.73	0.01	0.00	0.01	16.90	0.13	0.01	0.01
0.78	0.02	0.00	0.02	16.44	0.20	0.01	0.01
0.83	0.03	0.00	0.03	6.10	0.07	0.00	0.00
0.88	0.03	0.00	0.03	1.41	0.07	0.00	0.00
0.93	0.03	0.00	0.03	6.11	-0.07	-0.00	0.00
0.98	0.04	0.00	0.04	14.08	0.27	0.01	0.01
1.03	0.05	0.00	0.05	18.78	0.13	0.01	0.01
1.08	0.06	0.00	0.05	18.79	0.13	0.01	0.01
1.13	0.07	0.00	0.06	20.66	0.13	0.01	0.01
1.18	0.08	0.00	0.06	22.56	0.00	0.00	0.01
1.23	0.09	0.00	0.07	21.62	0.13	0.01	0.01
1.28	0.10	0.00	0.07	19.72	0.13	0.01	0.01
1.33	0.11	0.00	0.08	17.84	0.13	0.01	0.01
1.38	0.12	0.01	0.08	19.27	0.07	0.00	0.01
1.43	0.13	0.01	0.09	19.24	0.07	0.00	0.01
1.48	0.14	0.01	0.09	19.72	0.13	0.01	0.01
1.53	0.14	0.01	0.10	18.32	0.07	0.00	0.01
1.58	0.15	0.01	0.10	18.79	0.00	0.00	0.01
1.63	0.16	0.01	0.10	18.78	0.00	0.00	0.01
1.68	0.17	0.01	0.10	18.79	0.13	0.01	0.01
1.73	0.18	0.01	0.10	18.31	-0.07	-0.00	0.01
1.78	0.19	0.01	0.11	17.84	0.13	0.01	0.01
1.83	0.20	0.01	0.11	18.32	0.07	0.00	0.01
1.88	0.21	0.02	0.11	18.29	0.07	0.00	0.01
1.93	0.22	0.02	0.12	17.84	0.13	0.01	0.01
1.98	0.23	0.02	0.12	17.84	0.00	0.00	0.01
2.03	0.24	0.02	0.12	18.32	-0.07	-0.00	0.01
2.08	0.24	0.02	0.12	17.85	0.00	0.00	0.01
2.13	0.25	0.02	0.11	16.44	-0.07	-0.00	0.01
2.18	0.26	0.02	0.12	15.50	0.07	0.00	0.01
2.23	0.27	0.02	0.11	14.55	-0.07	-0.00	0.01
2.28	0.28	0.02	0.12	14.09	0.13	0.01	0.01
2.33	0.28	0.02	0.12	13.62	-0.07	-0.00	0.01
2.38	0.29	0.02	0.12	14.98	0.00	0.00	0.01
2.43	0.30	0.03	0.11	15.49	-0.07	-0.00	0.01
2.48	0.30	0.03	0.12	15.51	0.07	0.00	0.01
2.53	0.31	0.03	0.11	14.57	-0.07	-0.00	0.01
2.58	0.32	0.03	0.11	12.68	-0.07	-0.00	0.01
2.63	0.32	0.03	0.11	11.74	-0.07	-0.00	0.01
2.68	0.33	0.03	0.11	11.75	0.07	0.00	0.01
2.73	0.34	0.03	0.10	12.22	-0.13	-0.01	0.01
2.78	0.34	0.03	0.11	12.68	0.07	0.00	0.01
2.83	0.35	0.03	0.11	12.64	0.07	0.00	0.01
2.88	0.35	0.03	0.11	12.20	0.00	0.00	0.01
2.93	0.36	0.03	0.11	12.68	-0.07	-0.00	0.01
2.99	0.37	0.03	0.11	12.22	0.13	0.01	0.01
3.04	0.37	0.03	0.11	12.21	0.00	0.00	0.01
3.09	0.38	0.03	0.11	12.21	0.00	0.00	0.01
3.14	0.39	0.04	0.12	11.74	0.07	0.00	0.01
3.19	0.39	0.04	0.12	11.74	0.07	0.00	0.01
3.24	0.40	0.04	0.11	12.22	-0.13	-0.01	0.01
3.29	0.40	0.04	0.12	12.67	0.07	0.00	0.01
3.34	0.41	0.04	0.11	11.74	-0.07	-0.00	0.01
3.39	0.42	0.04	0.12	11.74	0.07	0.00	0.01
3.44	0.42	0.04	0.11	12.68	-0.07	-0.00	0.01
3.49	0.43	0.04	0.12	11.74	0.07	0.00	0.01
3.54	0.43	0.04	0.12	12.21	0.00	0.00	0.01
3.59	0.44	0.04	0.12	12.21	0.00	0.00	0.01
3.64	0.45	0.04	0.12	11.75	0.07	0.00	0.01
3.69	0.45	0.04	0.12	11.74	-0.07	-0.00	0.01
3.74	0.46	0.04	0.12	12.21	0.00	0.00	0.01
3.79	0.46	0.04	0.11	11.74	-0.07	-0.00	0.01
3.84	0.47	0.05	0.12	11.74	0.07	0.00	0.01
3.89	0.47	0.05	0.11	11.74	-0.07	-0.00	0.01
3.94	0.48	0.05	0.11	11.74	-0.07	-0.00	0.01
3.99	0.49	0.05	0.11	12.20	0.00	0.00	0.01
4.04	0.49	0.05	0.11	11.28	0.00	0.00	0.01
4.09	0.50	0.05	0.11	12.21	0.00	0.00	0.01
4.14	0.50	0.05	0.11	11.74	-0.07	-0.00	0.01
4.19	0.51	0.05	0.11	11.26	0.00	0.00	0.01
4.24	0.52	0.05	0.11	10.80	0.07	0.00	0.01
4.29	0.52	0.05	0.11	12.20	0.00	0.00	0.01
4.34	0.53	0.05	0.11	12.20	0.00	0.00	0.01
4.39	0.53	0.05	0.11	11.26	0.00	0.00	0.01
4.44	0.54	0.05	0.11	11.25	0.00	0.00	0.01
4.49	0.54	0.05	0.11	11.74	0.07	0.00	0.01
4.54	0.55	0.05	0.12	10.80	0.20	0.01	0.01
4.59	0.56	0.05	0.13	10.80	0.07	0.00	0.01
4.64	0.56	0.06	0.13	11.26	0.00	0.00	0.01
4.69	0.57	0.06	0.12	12.68	-0.07	-0.00	0.01
4.74	0.57	0.06	0.13	11.74	0.07	0.00	0.01
4.79	0.58	0.06	0.12	9.87	-0.07	-0.00	0.00
4.84	0.58	0.06	0.12	3.29	-0.07	-0.00	0.00
4.89	0.58	0.06	0.12	0.00	0.00	0.00	0.00
4.94	0.58	0.06	0.12	0.00	0.00	0.00	0.00
4.99	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.04	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.09	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.14	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.19	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.24	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.29	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.34	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.39	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.44	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.49	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.54	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.59	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.64	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.69	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.74	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.79	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.84	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.90	0.58	0.06	0.12	0.00	0.00	0.00	0.00
5.95	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.00	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.05	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.10	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.15	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.20	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.25	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.30	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.35	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.40	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.45	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.50	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.55	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.60	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.65	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.70	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.75	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.80	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.85	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.90	0.58	0.06	0.12	0.00	0.00	0.00	0.00
6.95	0.58	0.06	0.12	0.00	0.00	0.00	0.00
7.00	0.58	0.06	0.12	0.00	0.00	0.00	0.00
7.05	0.58	0.06	0.12	0.00	0.00	0.00	0.00
7.10	0.58	0.06	0.12	0.00	0.00	0.00	0.00
