t	x	y	th	v*100	w	dTh	dSi
0.21	-0.00	-0.00	0.00	-0.11	0.02	0.00	-0.00
0.26	0.00	0.00	0.01	6.57	0.13	0.01	0.00
0.31	0.01	0.00	0.02	16.91	0.13	0.01	0.01
0.36	0.02	0.00	0.02	23.50	0.00	0.00	0.01
0.42	0.04	0.00	0.01	25.85	-0.07	-0.00	0.01
0.47	0.05	0.00	0.01	26.80	-0.07	-0.00	0.01
0.52	0.06	0.00	0.01	26.80	0.07	0.00	0.01
0.57	0.08	0.00	0.01	24.92	-0.07	-0.00	0.01
0.62	0.09	0.00	0.01	25.38	0.00	0.00	0.01
0.67	0.10	0.00	0.01	23.49	0.00	0.00	0.01
0.72	0.11	0.00	0.01	24.45	0.00	0.00	0.01
0.77	0.12	0.00	0.01	23.95	-0.07	-0.00	0.01
0.82	0.14	0.00	0.00	23.96	-0.07	-0.00	0.01
0.87	0.15	0.00	0.00	24.44	0.00	0.00	0.01
0.92	0.16	0.00	0.00	24.44	0.00	0.00	0.01
0.97	0.17	0.00	0.01	19.82	0.20	0.01	0.01
1.02	0.17	0.00	0.05	7.05	0.74	0.04	0.00
1.07	0.18	0.00	0.09	1.41	0.87	0.04	0.00
1.12	0.18	0.00	0.14	0.94	0.94	0.05	0.00
1.17	0.18	0.00	0.18	0.00	0.81	0.04	0.00
1.22	0.18	0.00	0.23	-0.94	0.94	0.05	-0.00
1.27	0.18	0.00	0.28	-0.47	1.01	0.05	-0.00
1.32	0.18	0.00	0.33	0.94	1.07	0.05	0.00
1.37	0.18	0.00	0.39	0.94	1.07	0.05	0.00
1.42	0.18	0.00	0.44	-0.47	1.01	0.05	-0.00
1.47	0.18	0.00	0.49	0.00	1.07	0.05	0.00
1.52	0.18	0.00	0.54	-0.47	1.01	0.05	-0.00
1.57	0.18	0.00	0.60	0.00	1.07	0.05	0.00
1.62	0.18	0.00	0.64	0.00	0.94	0.05	0.00
1.67	0.18	0.00	0.70	0.00	1.07	0.05	0.00
1.72	0.18	0.00	0.75	0.47	1.01	0.05	0.00
1.77	0.18	0.00	0.80	0.00	1.07	0.05	0.00
1.82	0.18	0.00	0.85	0.00	1.07	0.05	0.00
1.87	0.18	0.00	0.91	0.00	1.07	0.05	0.00
1.92	0.18	0.00	0.96	-0.47	1.01	0.05	-0.00
1.97	0.18	0.00	1.01	0.00	1.07	0.05	0.00
2.02	0.18	0.00	1.06	0.00	0.94	0.05	0.00
2.07	0.18	0.00	1.11	0.00	1.08	0.05	0.00
2.12	0.18	0.00	1.16	0.47	1.01	0.05	0.00
2.17	0.18	0.00	1.22	0.00	1.08	0.05	0.00
2.22	0.18	0.00	1.27	0.00	0.94	0.05	0.00
2.27	0.18	0.00	1.32	-0.47	1.01	0.05	-0.00
2.32	0.18	0.00	1.37	0.47	1.01	0.05	0.00
2.37	0.18	0.00	1.42	0.00	1.08	0.05	0.00
2.42	0.18	0.00	1.47	0.00	0.94	0.05	0.00
2.47	0.18	0.00	1.52	-0.47	1.01	0.05	-0.00
2.52	0.18	0.00	1.57	0.47	1.01	0.05	0.00
2.57	0.18	0.00	1.62	-0.47	1.01	0.05	-0.00
2.62	0.18	0.00	1.67	-0.47	1.01	0.05	-0.00
2.67	0.18	0.00	1.71	4.70	0.81	0.04	0.00
2.72	0.17	0.01	1.73	15.98	0.40	0.02	0.01
2.77	0.17	0.02	1.74	21.14	0.20	0.01	0.01
2.82	0.17	0.04	1.75	25.85	0.20	0.01	0.01
2.87	0.17	0.05	1.76	26.31	0.13	0.01	0.01
2.92	0.17	0.06	1.76	26.78	0.07	0.00	0.01
2.97	0.16	0.07	1.76	25.38	0.00	0.00	0.01
3.02	0.16	0.09	1.76	24.44	0.00	0.00	0.01
3.07	0.16	0.10	1.76	24.44	0.00	0.00	0.01
3.12	0.16	0.11	1.76	24.91	0.07	0.00	0.01
3.17	0.15	0.12	1.77	23.97	0.07	0.00	0.01
3.22	0.15	0.13	1.77	24.44	0.00	0.00	0.01
3.27	0.15	0.15	1.77	24.43	0.00	0.00	0.01
3.32	0.15	0.16	1.77	21.15	0.07	0.00	0.01
3.37	0.15	0.16	1.80	8.46	0.54	0.03	0.00
3.42	0.15	0.16	1.83	1.41	0.74	0.04	0.00
3.47	0.15	0.16	1.88	0.00	0.94	0.05	0.00
3.52	0.15	0.16	1.92	0.94	0.81	0.04	0.00
3.57	0.15	0.16	1.97	0.00	0.94	0.05	0.00
3.62	0.15	0.16	2.02	-2.35	1.01	0.05	-0.00
3.67	0.15	0.16	2.07	0.00	0.94	0.05	0.00
3.72	0.15	0.16	2.12	1.41	1.14	0.06	0.00
3.77	0.15	0.16	2.17	0.47	1.01	0.05	0.00
3.82	0.15	0.16	2.22	-0.47	1.01	0.05	-0.00
3.87	0.15	0.16	2.28	-0.47	1.01	0.05	-0.00
3.93	0.15	0.16	2.33	0.00	1.07	0.05	0.00
3.98	0.15	0.16	2.38	0.47	1.01	0.05	0.00
4.03	0.15	0.16	2.43	0.00	1.07	0.05	0.00
4.08	0.15	0.16	2.49	0.00	1.07	0.05	0.00
4.13	0.15	0.16	2.54	0.47	1.01	0.05	0.00
4.18	0.15	0.16	2.59	-0.47	1.01	0.05	-0.00
4.23	0.15	0.16	2.64	0.00	0.94	0.05	0.00
4.28	0.15	0.16	2.69	0.00	1.07	0.05	0.00
4.33	0.15	0.16	2.74	0.00	1.07	0.05	0.00
4.38	0.15	0.16	2.79	0.47	1.01	0.05	0.00
4.43	0.15	0.16	2.85	0.00	1.07	0.05	0.00
4.48	0.15	0.16	2.90	0.00	1.07	0.05	0.00
4.53	0.15	0.16	2.96	0.00	1.07	0.05	0.00
4.58	0.15	0.16	3.01	0.47	1.01	0.05	0.00
4.63	0.15	0.16	3.06	-0.47	1.01	0.05	-0.00
4.68	0.15	0.16	3.11	0.47	1.01	0.05	0.00
4.73	0.15	0.16	-3.13	-0.47	1.01	0.05	-0.00
4.78	0.15	0.16	-3.07	0.00	1.07	0.05	0.00
4.83	0.15	0.16	-3.02	0.00	1.07	0.05	0.00
4.88	0.15	0.16	-2.96	0.00	1.07	0.05	0.00
4.93	0.15	0.16	-2.91	0.47	1.01	0.05	0.00
4.98	0.15	0.16	-2.86	0.00	1.07	0.05	0.00
5.03	0.15	0.16	-2.81	-0.47	1.01	0.05	-0.00
5.08	0.15	0.16	-2.76	0.47	1.01	0.05	0.00
5.13	0.15	0.16	-2.71	-0.47	1.01	0.05	-0.00
5.18	0.15	0.16	-2.65	0.00	1.07	0.05	0.00
5.23	0.15	0.16	-2.60	0.47	1.01	0.05	0.00
5.28	0.14	0.16	-2.55	0.47	1.01	0.05	0.00
5.33	0.15	0.16	-2.50	-0.47	1.01	0.05	-0.00
5.38	0.15	0.16	-2.45	-0.47	1.01	0.05	-0.00
5.43	0.15	0.16	-2.40	0.47	1.01	0.05	0.00
5.48	0.15	0.16	-2.35	0.00	1.07	0.05	0.00
5.53	0.15	0.16	-2.30	-0.47	0.87	0.04	-0.00
5.58	0.15	0.16	-2.25	0.00	1.07	0.05	0.00
5.63	0.15	0.16	-2.20	0.47	1.01	0.05	0.00
5.68	0.15	0.16	-2.15	-0.94	0.94	0.05	-0.00
5.73	0.15	0.16	-2.10	0.00	1.07	0.05	0.00
5.78	0.15	0.16	-2.05	0.00	1.07	0.05	0.00
5.83	0.15	0.16	-2.00	-0.47	0.87	0.04	-0.00
5.88	0.15	0.16	-1.95	0.00	1.07	0.05	0.00
5.93	0.15	0.16	-1.90	0.47	1.01	0.05	0.00
5.98	0.15	0.16	-1.84	0.00	1.07	0.05	0.00
6.03	0.15	0.16	-1.79	0.00	1.07	0.05	0.00
6.08	0.15	0.16	-1.74	0.47	1.01	0.05	0.00
6.13	0.15	0.16	-1.69	-0.47	1.01	0.05	-0.00
6.18	0.15	0.16	-1.64	-0.47	1.01	0.05	-0.00
6.23	0.15	0.16	-1.58	0.00	1.07	0.05	0.00
6.28	0.15	0.16	-1.53	0.00	1.07	0.05	0.00
6.33	0.15	0.16	-1.48	0.47	1.01	0.05	0.00
6.38	0.15	0.16	-1.43	0.00	1.07	0.05	0.00
6.43	0.15	0.16	-1.37	0.00	1.07	0.05	0.00
6.48	0.15	0.16	-1.32	0.47	1.01	0.05	0.00
6.53	0.15	0.16	-1.27	0.00	1.07	0.05	0.00
6.58	0.15	0.16	-1.22	0.00	0.94	0.05	0.00
6.63	0.15	0.16	-1.17	0.00	1.07	0.05	0.00
6.68	0.15	0.16	-1.11	0.00	1.07	0.05	0.00
6.73	0.15	0.16	-1.06	0.00	1.07	0.05	0.00
6.78	0.15	0.16	-1.01	0.47	1.01	0.05	0.00
6.83	0.15	0.16	-0.96	-0.47	1.01	0.05	-0.00
6.88	0.15	0.16	-0.90	0.00	1.07	0.05	0.00
6.93	0.15	0.16	-0.85	0.00	1.07	0.05	0.00
6.98	0.15	0.16	-0.80	0.47	1.01	0.05	0.00
7.03	0.15	0.16	-0.75	-0.47	1.01	0.05	-0.00
7.08	0.15	0.16	-0.70	0.00	1.07	0.05	0.00
7.13	0.15	0.16	-0.65	0.00	0.94	0.05	0.00
7.19	0.15	0.16	-0.59	0.00	1.07	0.05	0.00
7.24	0.15	0.16	-0.54	0.00	1.07	0.05	0.00
7.29	0.15	0.16	-0.49	0.00	1.07	0.05	0.00
