t	x	y	th	v	w	dTh	dSi
5.051	1.800	2.400	3.142	0.000	0.000	0.000	0.000
5.101	1.800	2.400	3.142	0.000	0.000	0.000	0.000
5.152	1.800	2.400	-3.135	0.000	0.134	0.007	0.000
5.202	1.800	2.400	-3.131	-0.005	0.067	0.003	-0.000
5.252	1.800	2.400	-3.125	0.000	0.134	0.007	0.000
5.302	1.800	2.400	-3.121	0.005	0.067	0.003	0.000
5.352	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.403	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.453	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.503	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.553	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.603	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.654	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.704	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.754	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.804	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.854	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.905	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
5.955	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
6.005	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
6.059	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
6.110	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
6.160	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
6.210	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
6.260	1.800	2.400	-3.121	0.000	0.000	0.000	0.000
6.310	1.800	2.400	-3.115	0.000	0.134	0.007	0.000
6.361	1.800	2.400	-3.105	-0.005	0.201	0.010	-0.000
6.411	1.800	2.400	-3.098	0.000	0.134	0.007	0.000
6.461	1.800	2.400	-3.094	0.005	0.067	0.003	0.000
6.511	1.800	2.400	-3.088	0.000	0.134	0.007	0.000
6.561	1.800	2.400	-3.081	0.000	0.134	0.007	0.000
6.611	1.800	2.400	-3.078	-0.005	0.067	0.003	-0.000
6.662	1.800	2.400	-3.071	0.009	0.134	0.007	0.000
6.712	1.800	2.400	-3.061	-0.005	0.201	0.010	-0.000
6.762	1.800	2.400	-3.054	0.000	0.134	0.007	0.000
6.812	1.800	2.400	-3.044	0.005	0.201	0.010	0.000
6.862	1.800	2.400	-3.034	-0.005	0.201	0.010	-0.000
6.913	1.800	2.400	-3.031	0.005	0.067	0.003	0.000
6.963	1.800	2.400	-3.020	-0.005	0.201	0.010	-0.000
7.013	1.800	2.400	-3.014	0.000	0.134	0.007	0.000
7.063	1.800	2.400	-3.004	0.005	0.201	0.010	0.000
7.113	1.800	2.400	-3.000	-0.005	0.067	0.003	-0.000
7.164	1.800	2.400	-2.990	0.005	0.200	0.010	0.000
7.214	1.800	2.400	-2.983	0.000	0.134	0.007	0.000
7.264	1.800	2.400	-2.977	0.000	0.134	0.007	0.000
7.314	1.800	2.400	-2.963	0.000	0.268	0.013	0.000
7.364	1.800	2.400	-2.956	0.000	0.134	0.007	0.000
7.414	1.800	2.400	-2.950	0.000	0.134	0.007	0.000
7.465	1.800	2.400	-2.940	-0.005	0.201	0.010	-0.000
7.515	1.800	2.400	-2.933	0.000	0.134	0.007	0.000
7.565	1.800	2.400	-2.923	0.005	0.201	0.010	0.000
7.615	1.800	2.400	-2.916	0.000	0.134	0.007	0.000
7.665	1.800	2.400	-2.909	0.000	0.134	0.007	0.000
7.715	1.800	2.400	-2.896	0.000	0.268	0.013	0.000
7.766	1.800	2.400	-2.893	-0.005	0.067	0.003	-0.000
7.816	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
7.866	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
7.916	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
7.966	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.016	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.066	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.117	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.167	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.217	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.267	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.317	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.367	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.417	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.468	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.518	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.568	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.618	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.668	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.719	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.769	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.819	1.800	2.400	-2.893	0.000	0.000	0.000	0.000
8.869	1.800	2.400	-2.899	0.000	-0.134	-0.007	0.000
8.919	1.800	2.400	-2.899	0.000	0.000	0.000	0.000
8.969	1.800	2.400	-2.906	0.000	-0.134	-0.007	0.000
9.019	1.800	2.400	-2.916	-0.005	-0.201	-0.010	-0.000
9.070	1.800	2.400	-2.923	0.009	-0.134	-0.007	0.000
9.120	1.800	2.400	-2.926	-0.005	-0.067	-0.003	-0.000
9.170	1.800	2.400	-2.936	0.005	-0.201	-0.010	0.000
9.220	1.800	2.400	-2.940	-0.005	-0.067	-0.003	-0.000
9.271	1.800	2.400	-2.946	0.000	-0.134	-0.007	0.000
9.321	1.800	2.400	-2.950	-0.005	-0.067	-0.003	-0.000
9.371	1.800	2.400	-2.956	0.000	-0.134	-0.007	0.000
9.421	1.800	2.400	-2.967	-0.005	-0.201	-0.010	-0.000
9.472	1.800	2.400	-2.973	0.000	-0.133	-0.007	0.000
9.522	1.800	2.400	-2.980	0.000	-0.134	-0.007	0.000
9.572	1.800	2.400	-2.990	0.005	-0.201	-0.010	0.000
9.622	1.800	2.400	-2.997	0.000	-0.134	-0.007	0.000
9.673	1.800	2.400	-3.010	0.000	-0.268	-0.013	0.000
9.723	1.800	2.400	-3.010	0.000	0.000	0.000	0.000
9.773	1.800	2.400	-3.020	-0.005	-0.201	-0.010	-0.000
9.823	1.800	2.400	-3.031	0.005	-0.201	-0.010	0.000
9.874	1.800	2.400	-3.037	0.000	-0.134	-0.007	0.000
9.924	1.801	2.400	-3.044	-0.009	-0.134	-0.007	-0.000
9.974	1.800	2.400	-3.051	0.009	-0.134	-0.007	0.000
10.024	1.800	2.400	-3.061	-0.005	-0.200	-0.010	-0.000
10.075	1.800	2.400	-3.068	0.000	-0.134	-0.007	0.000
10.125	1.800	2.400	-3.078	0.005	-0.201	-0.010	0.000
10.175	1.801	2.400	-3.084	-0.009	-0.134	-0.007	-0.000
10.225	1.800	2.400	-3.088	0.005	-0.067	-0.003	0.000
10.276	1.800	2.400	-3.098	0.005	-0.201	-0.010	0.000
10.326	1.800	2.400	-3.105	0.000	-0.134	-0.007	0.000
10.376	1.800	2.400	-3.115	-0.005	-0.201	-0.010	-0.000
10.426	1.800	2.400	-3.121	0.000	-0.134	-0.007	0.000
10.476	1.800	2.400	-3.131	0.005	-0.201	-0.010	0.000
10.527	1.800	2.400	-3.135	-0.005	-0.067	-0.003	-0.000
10.577	1.800	2.400	3.142	0.000	-0.134	-0.007	0.000
10.627	1.801	2.400	3.131	-0.005	-0.201	-0.010	-0.000
10.677	1.800	2.400	3.125	0.009	-0.134	-0.007	0.000
10.728	1.800	2.400	3.115	-0.005	-0.201	-0.010	-0.000
10.778	1.800	2.400	3.108	0.000	-0.134	-0.007	0.000
10.828	1.800	2.400	3.101	0.000	-0.134	-0.007	0.000
10.878	1.801	2.400	3.091	-0.005	-0.201	-0.010	-0.000
10.928	1.800	2.400	3.088	0.005	-0.067	-0.003	0.000
10.978	1.801	2.400	3.078	-0.005	-0.201	-0.010	-0.000
11.028	1.800	2.400	3.068	0.005	-0.201	-0.010	0.000
11.079	1.800	2.400	3.061	0.000	-0.134	-0.007	0.000
11.129	1.801	2.400	3.051	-0.005	-0.201	-0.010	-0.000
11.179	1.800	2.400	3.044	0.009	-0.134	-0.007	0.000
11.229	1.800	2.400	3.034	-0.005	-0.201	-0.010	-0.000
11.279	1.800	2.400	3.027	0.000	-0.134	-0.007	0.000
11.329	1.800	2.400	3.017	0.005	-0.201	-0.010	0.000
11.380	1.801	2.400	3.010	-0.009	-0.134	-0.007	-0.000
11.430	1.800	2.400	3.004	0.009	-0.134	-0.007	0.000
11.480	1.800	2.400	2.993	-0.005	-0.201	-0.010	-0.000
11.530	1.800	2.400	2.990	0.005	-0.067	-0.003	0.000
11.580	1.800	2.400	2.977	0.000	-0.268	-0.013	0.000
11.630	1.800	2.400	2.973	-0.005	-0.067	-0.003	-0.000
11.681	1.800	2.400	2.967	0.000	-0.134	-0.007	0.000
11.731	1.801	2.400	2.956	-0.005	-0.201	-0.010	-0.000
11.781	1.800	2.400	2.950	0.009	-0.134	-0.007	0.000
11.832	1.800	2.400	2.940	-0.005	-0.199	-0.010	-0.000
11.882	1.801	2.400	2.930	-0.005	-0.201	-0.010	-0.000
11.932	1.800	2.400	2.923	0.009	-0.134	-0.007	0.000
11.983	1.800	2.400	2.913	-0.005	-0.201	-0.010	-0.000
12.033	1.800	2.400	2.906	0.000	-0.134	-0.007	0.000
