t	x	y	th	v*100	w	dTh	dSi
0.22	-0.00	-0.00	0.00	-0.11	0.02	0.00	-0.00
0.27	-0.00	-0.00	0.00	0.00	0.00	0.00	0.00
0.32	-0.00	-0.00	0.00	0.00	0.00	0.00	0.00
0.37	-0.00	-0.00	0.00	0.00	0.00	0.00	0.00
0.42	-0.00	-0.00	0.00	0.00	0.00	0.00	0.00
0.47	-0.00	-0.00	0.00	0.00	0.00	0.00	0.00
0.52	-0.00	-0.00	0.00	0.00	0.00	0.00	0.00
0.57	-0.00	-0.00	0.00	0.00	0.00	0.00	0.00
t	x	y	th	v*100	w	dTh	dSi
t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	-0.00	-0.00	0.11	-0.02	-0.00	0.00
0.27	0.00	-0.00	-0.00	0.00	0.00	0.00	0.00
0.32	0.00	-0.00	-0.00	0.00	0.00	0.00	0.00
0.37	0.00	-0.00	-0.00	0.00	0.00	0.00	0.00
0.42	0.00	-0.00	-0.00	0.94	0.00	0.00	0.00
0.47	0.00	-0.00	-0.00	2.82	0.00	0.00	0.00
0.52	0.00	-0.00	-0.00	5.63	0.00	0.00	0.00
0.57	0.01	-0.00	-0.00	9.39	0.00	0.00	0.00
0.62	0.02	-0.00	-0.00	11.74	0.07	0.00	0.01
0.67	0.02	-0.00	-0.01	13.13	-0.13	-0.01	0.01
0.72	0.03	-0.00	-0.00	13.62	0.07	0.00	0.01
0.77	0.04	-0.00	-0.01	12.68	-0.07	-0.00	0.01
0.82	0.04	-0.00	-0.01	12.21	0.00	0.00	0.01
0.87	0.05	-0.00	-0.00	11.73	0.07	0.00	0.01
0.92	0.05	-0.00	-0.01	11.75	-0.07	-0.00	0.01
0.97	0.06	-0.00	-0.01	12.19	0.00	0.00	0.01
1.02	0.07	-0.00	-0.00	11.71	0.07	0.00	0.01
1.07	0.07	-0.00	-0.00	12.21	0.00	0.00	0.01
1.12	0.08	-0.00	-0.00	12.21	0.00	0.00	0.01
1.17	0.08	-0.00	-0.01	11.75	-0.07	-0.00	0.01
1.22	0.09	-0.00	-0.00	12.67	0.07	0.00	0.01
1.27	0.10	-0.00	-0.00	11.27	0.00	0.00	0.01
1.32	0.10	-0.00	-0.01	12.68	-0.07	-0.00	0.01
1.37	0.11	-0.00	-0.00	11.75	0.07	0.00	0.01
1.42	0.11	-0.00	-0.00	12.21	0.00	0.00	0.01
1.47	0.12	-0.00	-0.00	11.28	0.00	0.00	0.01
1.52	0.13	-0.00	-0.00	12.21	0.00	0.00	0.01
1.57	0.13	-0.00	-0.00	11.27	0.00	0.00	0.01
1.62	0.14	-0.00	-0.01	11.75	-0.07	-0.00	0.01
1.67	0.14	-0.00	-0.00	11.74	0.07	0.00	0.01
1.72	0.15	-0.00	-0.00	11.27	0.00	0.00	0.01
1.77	0.15	-0.00	-0.00	12.22	0.00	0.00	0.01
1.82	0.16	-0.00	-0.00	11.27	0.00	0.00	0.01
1.87	0.17	-0.00	-0.00	11.28	0.00	0.00	0.01
1.92	0.17	-0.00	-0.00	11.27	0.00	0.00	0.01
1.97	0.18	-0.00	-0.01	10.80	-0.07	-0.00	0.01
2.02	0.18	-0.00	-0.00	11.73	0.07	0.00	0.01
2.07	0.19	-0.00	-0.00	11.28	0.00	0.00	0.01
2.12	0.19	-0.00	-0.01	11.74	-0.07	-0.00	0.01
2.17	0.20	-0.00	-0.00	12.68	0.07	0.00	0.01
2.22	0.21	-0.00	-0.00	11.26	0.00	0.00	0.01
2.27	0.21	-0.00	-0.00	11.28	0.00	0.00	0.01
2.32	0.22	-0.00	-0.01	6.11	-0.07	-0.00	0.00
2.37	0.22	-0.00	-0.01	1.88	0.00	0.00	0.00
2.42	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.47	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.52	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.57	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.62	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.67	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.72	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.77	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.82	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.87	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.93	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
2.98	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.03	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.08	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.13	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.18	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.23	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.28	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.33	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.38	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.43	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.48	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.53	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.58	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.63	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.68	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.73	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.78	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.83	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.88	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.93	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
3.98	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
4.03	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
4.08	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
4.13	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
4.18	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
4.23	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
4.28	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
4.33	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
4.38	0.22	-0.00	-0.01	0.00	0.00	0.00	0.00
t	x	y	th	v*100	w	dTh	dSi
