t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.41	-0.00	-0.00	0.00	-0.47	0.07	0.00	-0.00
0.46	-0.00	0.00	0.01	0.47	0.20	0.01	0.00
0.51	-0.00	0.00	0.03	0.00	0.27	0.01	0.00
0.56	0.00	0.00	0.04	0.47	0.20	0.01	0.00
0.61	0.00	0.00	0.05	0.47	0.20	0.01	0.00
0.66	0.00	0.00	0.06	-0.47	0.20	0.01	-0.00
0.71	0.00	-0.00	0.07	-0.47	0.20	0.01	-0.00
0.76	0.00	0.00	0.08	0.47	0.20	0.01	0.00
0.81	0.00	0.00	0.09	0.00	0.27	0.01	0.00
0.86	0.00	0.00	0.10	0.00	0.27	0.01	0.00
0.91	0.00	0.00	0.11	0.47	0.20	0.01	0.00
0.96	0.00	0.00	0.13	-0.47	0.34	0.02	-0.00
1.01	0.00	0.00	0.14	0.47	0.20	0.01	0.00
1.07	0.00	0.00	0.15	0.00	0.27	0.01	0.00
1.12	0.00	0.00	0.17	0.00	0.27	0.01	0.00
1.17	0.00	-0.00	0.18	-0.47	0.20	0.01	-0.00
1.22	0.00	0.00	0.20	0.47	0.34	0.02	0.00
1.27	0.00	-0.00	0.21	-0.47	0.20	0.01	-0.00
1.32	0.00	-0.00	0.22	0.00	0.27	0.01	0.00
1.37	0.00	-0.00	0.23	0.00	0.27	0.01	0.00
1.42	0.00	-0.00	0.24	0.00	0.13	0.01	0.00
1.47	0.00	-0.00	0.25	0.00	0.27	0.01	0.00
1.52	0.00	-0.00	0.27	0.00	0.27	0.01	0.00
1.57	0.00	-0.00	0.28	0.00	0.27	0.01	0.00
1.62	0.00	-0.00	0.30	-0.47	0.34	0.02	-0.00
1.67	0.00	-0.00	0.31	0.47	0.20	0.01	0.00
1.72	0.00	-0.00	0.32	0.00	0.27	0.01	0.00
1.77	0.00	0.00	0.33	0.47	0.20	0.01	0.00
1.82	0.00	-0.00	0.35	-0.47	0.34	0.02	-0.00
1.87	0.00	0.00	0.36	0.47	0.20	0.01	0.00
1.92	0.00	-0.00	0.37	-0.47	0.20	0.01	-0.00
1.97	0.00	-0.00	0.38	-0.47	0.20	0.01	-0.00
2.02	0.00	-0.00	0.39	0.00	0.27	0.01	0.00
2.07	0.00	-0.00	0.40	0.00	0.27	0.01	0.00
2.12	0.00	0.00	0.41	0.47	0.20	0.01	0.00
2.17	0.00	-0.00	0.43	-0.47	0.34	0.02	-0.00
2.22	0.00	-0.00	0.44	0.00	0.27	0.01	0.00
2.27	0.00	0.00	0.45	0.47	0.20	0.01	0.00
2.32	0.00	0.00	0.47	0.00	0.27	0.01	0.00
2.37	0.00	0.00	0.48	0.47	0.20	0.01	0.00
2.42	0.00	0.00	0.49	-0.47	0.20	0.01	-0.00
2.47	0.00	0.00	0.50	0.00	0.27	0.01	0.00
2.52	0.00	0.00	0.51	0.00	0.27	0.01	0.00
2.57	0.00	0.00	0.53	0.00	0.27	0.01	0.00
2.62	0.00	0.00	0.54	0.00	0.27	0.01	0.00
2.67	0.00	-0.00	0.55	-0.47	0.20	0.01	-0.00
2.72	0.00	-0.00	0.57	0.00	0.27	0.01	0.00
2.77	0.00	-0.00	0.58	0.00	0.27	0.01	0.00
2.82	0.00	-0.00	0.59	0.00	0.27	0.01	0.00
2.87	0.00	0.00	0.60	0.47	0.20	0.01	0.00
2.92	0.00	-0.00	0.61	-0.47	0.20	0.01	-0.00
2.97	0.00	-0.00	0.63	0.00	0.27	0.01	0.00
3.02	0.00	0.00	0.64	0.47	0.20	0.01	0.00
3.07	0.00	-0.00	0.65	-0.47	0.34	0.02	-0.00
3.12	-0.00	-0.00	0.66	-0.47	0.20	0.01	-0.00
3.17	0.00	-0.00	0.67	0.47	0.20	0.01	0.00
3.22	0.00	-0.00	0.69	0.00	0.27	0.01	0.00
3.27	0.00	-0.00	0.70	0.00	0.27	0.01	0.00
3.32	-0.00	-0.00	0.71	-0.47	0.20	0.01	-0.00
3.37	-0.00	-0.00	0.72	0.00	0.27	0.01	0.00
3.42	-0.00	-0.00	0.74	0.00	0.27	0.01	0.00
3.47	-0.00	-0.00	0.75	-0.47	0.20	0.01	-0.00
3.52	-0.00	-0.00	0.76	0.00	0.27	0.01	0.00
3.57	-0.00	-0.00	0.77	0.00	0.27	0.01	0.00
3.62	-0.00	-0.00	0.79	0.00	0.27	0.01	0.00
3.67	-0.00	-0.00	0.80	0.47	0.20	0.01	0.00
3.72	-0.00	-0.00	0.81	0.00	0.27	0.01	0.00
3.77	-0.00	-0.00	0.82	0.00	0.27	0.01	0.00
3.82	-0.00	-0.00	0.84	0.00	0.27	0.01	0.00
3.87	-0.00	-0.00	0.85	0.00	0.27	0.01	0.00
3.93	-0.00	-0.00	0.86	-0.47	0.20	0.01	-0.00
3.98	-0.00	-0.00	0.88	0.00	0.27	0.01	0.00
4.03	-0.00	-0.00	0.89	0.47	0.20	0.01	0.00
4.08	-0.00	-0.00	0.90	-0.42	0.18	0.01	-0.00
4.13	-0.00	-0.00	0.91	0.00	0.27	0.01	0.00
4.18	-0.00	-0.00	0.92	0.00	0.27	0.01	0.00
4.23	-0.00	-0.00	0.94	0.00	0.27	0.01	0.00
