t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.11	0.00	0.00	0.00	6.11	0.07	0.00	0.00
1.17	0.01	0.00	0.00	15.97	0.00	0.00	0.01
1.22	0.02	0.00	0.00	18.72	0.00	0.00	0.01
1.27	0.03	0.00	-0.00	9.86	-0.07	-0.00	0.00
1.32	0.03	0.00	0.00	1.88	0.00	0.00	0.00
1.37	0.03	0.00	0.00	4.23	0.07	0.00	0.00
1.42	0.04	0.00	0.01	15.03	0.13	0.01	0.01
1.47	0.05	0.00	0.01	18.33	-0.07	-0.00	0.01
1.52	0.06	0.00	0.01	19.75	0.13	0.01	0.01
1.57	0.07	0.00	0.01	20.19	-0.07	-0.00	0.01
1.62	0.08	0.00	0.01	22.54	0.00	0.00	0.01
1.67	0.09	0.00	0.01	21.14	-0.07	-0.00	0.01
1.72	0.10	0.00	0.01	21.55	0.00	0.00	0.01
1.77	0.11	0.00	0.01	20.65	0.00	0.00	0.01
1.82	0.12	0.00	0.01	20.62	0.00	0.00	0.01
1.87	0.13	0.00	0.01	21.15	0.07	0.00	0.01
1.92	0.14	0.00	0.00	20.67	-0.13	-0.01	0.01
1.97	0.15	0.00	0.00	19.74	0.00	0.00	0.01
2.02	0.16	0.00	-0.00	19.27	-0.07	-0.00	0.01
2.07	0.17	0.00	-0.00	19.26	-0.07	-0.00	0.01
2.12	0.18	0.00	-0.00	19.27	0.07	0.00	0.01
2.17	0.19	0.00	0.00	19.28	0.07	0.00	0.01
2.22	0.20	0.00	0.01	18.31	0.07	0.00	0.01
2.27	0.21	0.00	0.01	18.80	0.00	0.00	0.01
2.32	0.22	0.00	0.01	17.87	0.13	0.01	0.01
2.37	0.22	0.00	0.02	17.84	0.13	0.01	0.01
2.42	0.23	0.00	0.02	17.86	0.00	0.00	0.01
2.47	0.24	0.00	0.02	16.91	0.00	0.00	0.01
2.52	0.25	0.00	0.02	16.43	0.07	0.00	0.01
2.57	0.26	0.00	0.02	16.42	-0.07	-0.00	0.01
2.62	0.27	0.00	0.02	16.43	0.07	0.00	0.01
2.67	0.28	0.00	0.02	16.91	0.00	0.00	0.01
2.72	0.28	0.00	0.03	18.31	0.07	0.00	0.01
2.77	0.29	0.00	0.02	17.85	-0.13	-0.01	0.01
2.82	0.30	0.00	0.02	17.39	0.07	0.00	0.01
2.87	0.31	0.00	0.02	17.37	-0.07	-0.00	0.01
2.92	0.32	0.00	0.02	16.44	-0.07	-0.00	0.01
2.97	0.33	0.00	0.01	16.45	-0.07	-0.00	0.01
3.02	0.34	0.00	0.02	15.51	0.07	0.00	0.01
3.07	0.34	0.00	0.02	14.98	0.00	0.00	0.01
3.12	0.35	0.00	0.02	14.05	0.00	0.00	0.01
3.17	0.36	0.00	0.02	13.62	0.07	0.00	0.01
3.22	0.36	0.00	0.02	13.15	0.00	0.00	0.01
3.27	0.37	0.00	0.02	11.74	0.07	0.00	0.01
3.32	0.38	0.00	0.03	11.74	0.07	0.00	0.01
3.37	0.38	0.00	0.03	12.68	0.07	0.00	0.01
3.42	0.39	0.00	0.03	13.61	0.07	0.00	0.01
3.47	0.40	0.01	0.03	14.09	0.00	0.00	0.01
3.52	0.40	0.01	0.03	13.12	0.00	0.00	0.01
3.57	0.40	0.01	0.03	5.63	-0.13	-0.01	0.00
3.62	0.41	0.01	0.03	0.94	0.00	0.00	0.00
3.67	0.41	0.01	0.03	0.00	0.00	0.00	0.00
3.72	0.41	0.01	0.03	1.88	0.00	0.00	0.00
3.78	0.41	0.01	0.03	8.68	0.07	0.00	0.00
3.83	0.42	0.01	0.03	11.27	0.00	0.00	0.01
3.88	0.42	0.01	0.03	12.68	0.07	0.00	0.01
3.93	0.43	0.01	0.03	13.15	0.00	0.00	0.01
3.99	0.44	0.01	0.03	12.11	-0.06	-0.00	0.01
4.04	0.44	0.01	0.03	11.74	0.07	0.00	0.01
4.09	0.45	0.01	0.04	11.73	0.07	0.00	0.01
4.14	0.45	0.01	0.03	12.68	-0.07	-0.00	0.01
4.19	0.46	0.01	0.03	11.27	0.00	0.00	0.01
4.24	0.47	0.01	0.03	11.28	0.00	0.00	0.01
4.29	0.47	0.01	0.03	12.68	-0.07	-0.00	0.01
4.34	0.48	0.01	0.03	11.74	0.07	0.00	0.01
