t	x	y	th	v	w	dTh	dSi
5.040	-0.000	0.000	1.574	0.000	0.001	0.003	0.000
5.091	-0.000	0.000	1.574	0.000	0.000	0.000	0.000
5.141	-0.000	0.000	1.594	0.000	0.403	0.020	0.000
5.191	-0.000	0.001	1.608	0.009	0.269	0.013	0.000
5.241	-0.000	0.001	1.621	0.000	0.268	0.013	0.000
5.291	-0.000	0.000	1.638	-0.005	0.335	0.017	-0.000
5.341	-0.000	0.000	1.658	0.000	0.403	0.020	0.000
5.392	-0.000	0.000	1.679	0.000	0.403	0.020	0.000
5.442	-0.000	0.000	1.699	0.000	0.403	0.020	0.000
5.492	0.000	0.000	1.716	-0.005	0.336	0.017	-0.000
5.542	0.000	0.000	1.736	0.000	0.403	0.020	0.000
5.592	0.000	0.000	1.756	0.000	0.403	0.020	0.000
5.642	0.000	0.000	1.773	-0.005	0.336	0.017	-0.000
5.692	0.000	-0.000	1.790	-0.005	0.336	0.017	-0.000
5.743	0.000	-0.000	1.810	0.000	0.403	0.020	0.000
5.793	0.000	-0.000	1.830	0.000	0.403	0.020	0.000
5.843	0.000	-0.000	1.847	-0.005	0.335	0.017	-0.000
5.893	0.000	-0.000	1.870	0.005	0.469	0.024	0.000
5.943	0.000	-0.000	1.891	0.000	0.403	0.020	0.000
5.993	0.000	-0.000	1.914	-0.005	0.470	0.024	-0.000
6.043	0.000	-0.000	1.938	0.005	0.470	0.024	0.000
6.094	0.000	-0.000	1.955	-0.005	0.336	0.017	-0.000
6.144	0.000	-0.000	1.975	0.000	0.403	0.020	0.000
6.194	0.000	-0.000	1.995	0.000	0.403	0.020	0.000
6.244	0.000	-0.000	2.015	0.000	0.403	0.020	0.000
6.294	0.000	-0.000	2.042	0.000	0.537	0.027	0.000
6.344	0.000	-0.000	2.062	0.000	0.403	0.020	0.000
6.395	0.000	-0.000	2.086	0.005	0.469	0.024	0.000
6.445	0.000	-0.000	2.103	-0.005	0.336	0.017	-0.000
6.495	0.000	-0.000	2.126	0.005	0.470	0.024	0.000
