t	x	y	th	v*100	w	dTh	dSi
0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.42	0.00	-0.00	-0.01	7.51	-0.13	-0.01	0.00
0.47	0.01	-0.00	-0.01	14.10	-0.13	-0.01	0.01
0.52	0.02	-0.00	-0.02	17.84	-0.13	-0.01	0.01
0.57	0.03	-0.00	-0.03	19.26	-0.20	-0.01	0.01
0.62	0.04	-0.00	-0.05	19.24	-0.34	-0.02	0.01
0.67	0.05	-0.00	-0.06	18.33	-0.20	-0.01	0.01
0.72	0.06	-0.00	-0.07	17.37	-0.20	-0.01	0.01
0.77	0.07	-0.00	-0.08	16.42	-0.20	-0.01	0.01
0.82	0.07	-0.00	-0.08	16.87	-0.13	-0.01	0.01
0.87	0.08	-0.00	-0.09	16.91	-0.13	-0.01	0.01
0.92	0.09	-0.00	-0.10	15.90	-0.13	-0.01	0.01
0.97	0.10	-0.01	-0.10	17.36	-0.07	-0.00	0.01
1.02	0.11	-0.01	-0.11	15.98	-0.13	-0.01	0.01
1.07	0.12	-0.01	-0.11	16.91	0.00	0.00	0.01
1.12	0.12	-0.01	-0.11	15.97	-0.13	-0.01	0.01
1.17	0.13	-0.01	-0.11	15.83	0.00	0.00	0.01
1.23	0.14	-0.01	-0.12	15.97	-0.13	-0.01	0.01
1.28	0.15	-0.01	-0.12	15.50	-0.07	-0.00	0.01
1.33	0.15	-0.01	-0.12	15.95	0.00	0.00	0.01
1.38	0.16	-0.01	-0.12	15.02	0.00	0.00	0.01
1.43	0.17	-0.01	-0.13	15.50	-0.07	-0.00	0.01
1.48	0.18	-0.01	-0.13	15.02	0.00	0.00	0.01
1.53	0.18	-0.02	-0.13	14.09	0.00	0.00	0.01
1.58	0.19	-0.02	-0.13	14.56	-0.07	-0.00	0.01
1.63	0.20	-0.02	-0.13	15.02	0.00	0.00	0.01
1.68	0.21	-0.02	-0.13	15.03	0.00	0.00	0.01
1.73	0.21	-0.02	-0.13	14.09	0.00	0.00	0.01
1.78	0.22	-0.02	-0.13	14.09	0.00	0.00	0.01
1.83	0.23	-0.02	-0.13	13.13	0.00	0.00	0.01
