t	x	y	th	v	w	dTh	dSi
5.050	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.101	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.151	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.201	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.251	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.301	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.351	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.402	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.452	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.502	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.552	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.602	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.652	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.702	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.752	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.802	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.853	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.903	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
5.953	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.003	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.053	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.103	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.153	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.204	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.254	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.304	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.354	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.405	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.455	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.505	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.555	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.605	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.655	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.706	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.756	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.806	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.856	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.906	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
6.956	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
7.006	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
7.057	0.600	2.600	-1.571	0.000	0.000	0.000	0.000
7.107	0.600	2.600	-1.588	0.005	-0.335	-0.017	0.000
7.157	0.600	2.600	-1.621	0.000	-0.671	-0.034	0.000
7.207	0.600	2.600	-1.648	-0.009	-0.537	-0.027	-0.000
7.257	0.600	2.600	-1.679	-0.005	-0.603	-0.030	-0.000
7.308	0.600	2.601	-1.716	-0.005	-0.738	-0.037	-0.000
7.358	0.600	2.601	-1.749	0.000	-0.671	-0.034	0.000
7.408	0.600	2.601	-1.790	0.000	-0.804	-0.040	0.000
7.458	0.600	2.601	-1.830	0.000	-0.805	-0.040	0.000
7.508	0.600	2.601	-1.870	0.000	-0.805	-0.040	0.000
7.559	0.600	2.600	-1.911	0.009	-0.804	-0.040	0.000
7.609	0.600	2.600	-1.948	0.005	-0.738	-0.037	0.000
7.659	0.600	2.600	-1.985	-0.005	-0.738	-0.037	-0.000
7.709	0.600	2.600	-2.025	0.000	-0.804	-0.040	0.000
7.759	0.600	2.600	-2.062	-0.005	-0.738	-0.037	-0.000
7.809	0.600	2.600	-2.099	0.005	-0.738	-0.037	0.000
7.860	0.600	2.600	-2.136	-0.005	-0.738	-0.037	-0.000
7.910	0.600	2.600	-2.173	0.005	-0.738	-0.037	0.000
7.960	0.600	2.600	-2.210	-0.005	-0.738	-0.037	-0.000
8.010	0.600	2.601	-2.247	-0.005	-0.738	-0.037	-0.000
8.060	0.600	2.601	-2.288	0.000	-0.805	-0.040	0.000
8.111	0.600	2.600	-2.325	0.005	-0.737	-0.037	0.000
8.161	0.600	2.600	-2.362	0.005	-0.738	-0.037	0.000
8.211	0.600	2.600	-2.402	0.000	-0.804	-0.040	0.000
8.261	0.600	2.600	-2.439	-0.005	-0.738	-0.037	-0.000
8.311	0.600	2.600	-2.480	0.000	-0.804	-0.040	0.000
8.362	0.600	2.601	-2.517	-0.005	-0.738	-0.037	-0.000
8.412	0.600	2.601	-2.557	0.000	-0.804	-0.040	0.000
8.462	0.600	2.600	-2.594	0.005	-0.737	-0.037	0.000
8.512	0.600	2.600	-2.634	0.000	-0.804	-0.040	0.000
8.562	0.600	2.600	-2.675	0.000	-0.805	-0.040	0.000
8.613	0.600	2.600	-2.709	0.000	-0.671	-0.034	0.000
8.663	0.600	2.600	-2.749	0.000	-0.805	-0.040	0.000
8.713	0.600	2.600	-2.789	0.000	-0.805	-0.040	0.000
8.763	0.600	2.600	-2.830	0.000	-0.805	-0.040	0.000
8.813	0.600	2.600	-2.863	0.000	-0.671	-0.034	0.000
8.863	0.600	2.600	-2.904	0.000	-0.805	-0.040	0.000
8.914	0.600	2.600	-2.937	0.000	-0.671	-0.034	0.000
8.964	0.600	2.601	-2.974	-0.005	-0.738	-0.037	-0.000
9.014	0.600	2.601	-3.015	0.000	-0.805	-0.040	0.000
9.064	0.600	2.601	-3.048	0.000	-0.671	-0.034	0.000
9.114	0.600	2.601	-3.082	0.000	-0.671	-0.034	0.000
9.164	0.600	2.601	-3.123	0.000	-0.804	-0.040	0.000
9.215	0.600	2.601	3.120	0.000	-0.805	-0.040	0.000
9.265	0.600	2.601	3.083	0.005	-0.738	-0.037	0.000
9.315	0.596	2.601	3.073	0.080	-0.201	-0.010	0.004
9.365	0.590	2.601	3.080	0.122	0.134	0.007	0.006
9.415	0.582	2.602	3.090	0.155	0.201	0.010	0.008
9.466	0.574	2.602	3.117	0.160	0.537	0.027	0.008
9.516	0.566	2.602	3.137	0.160	0.403	0.020	0.008
9.566	0.558	2.602	-3.126	0.160	0.402	0.020	0.008
9.616	0.551	2.602	-3.106	0.150	0.403	0.020	0.008
9.666	0.543	2.601	-3.085	0.150	0.402	0.020	0.008
9.716	0.536	2.601	-3.065	0.150	0.403	0.020	0.008
9.767	0.528	2.600	-3.052	0.150	0.269	0.013	0.008
9.817	0.521	2.600	-3.032	0.150	0.402	0.020	0.008
9.867	0.513	2.599	-3.011	0.150	0.402	0.020	0.008
9.917	0.506	2.598	-2.991	0.150	0.403	0.020	0.008
9.967	0.498	2.596	-2.974	0.155	0.335	0.017	0.008
10.018	0.490	2.595	-2.958	0.164	0.335	0.017	0.008
10.068	0.483	2.594	-2.927	0.146	0.604	0.030	0.007
10.118	0.475	2.592	-2.910	0.155	0.336	0.017	0.008
10.168	0.467	2.590	-2.890	0.160	0.403	0.020	0.008
10.218	0.460	2.588	-2.870	0.150	0.403	0.020	0.008
10.268	0.453	2.586	-2.847	0.155	0.470	0.024	0.008
10.319	0.445	2.583	-2.823	0.155	0.470	0.024	0.008
10.369	0.438	2.581	-2.806	0.155	0.335	0.017	0.008
10.419	0.431	2.578	-2.786	0.150	0.402	0.020	0.008
10.469	0.423	2.575	-2.766	0.160	0.402	0.020	0.008
10.519	0.416	2.573	-2.742	0.146	0.470	0.024	0.007
10.570	0.409	2.570	-2.722	0.150	0.402	0.020	0.008
10.620	0.403	2.567	-2.702	0.150	0.403	0.020	0.008
10.670	0.396	2.563	-2.685	0.155	0.335	0.017	0.008
10.720	0.389	2.560	-2.671	0.150	0.268	0.013	0.008
10.770	0.382	2.556	-2.648	0.155	0.470	0.024	0.008
10.820	0.376	2.553	-2.631	0.146	0.335	0.017	0.007
10.871	0.369	2.549	-2.611	0.150	0.403	0.020	0.008
10.921	0.363	2.545	-2.591	0.150	0.403	0.020	0.008
10.971	0.356	2.541	-2.567	0.154	0.468	0.024	0.008
11.021	0.350	2.537	-2.544	0.155	0.470	0.024	0.008
11.071	0.343	2.532	-2.523	0.160	0.403	0.020	0.008
11.122	0.337	2.528	-2.503	0.150	0.403	0.020	0.008
11.172	0.330	2.523	-2.476	0.159	0.536	0.027	0.008
11.222	0.325	2.518	-2.463	0.150	0.268	0.013	0.008
11.272	0.319	2.513	-2.439	0.155	0.470	0.024	0.008
11.322	0.312	2.508	-2.422	0.164	0.335	0.017	0.008
11.373	0.307	2.503	-2.402	0.150	0.402	0.020	0.008
11.423	0.301	2.498	-2.382	0.150	0.402	0.020	0.008
11.473	0.296	2.492	-2.362	0.150	0.403	0.020	0.008
11.523	0.290	2.487	-2.342	0.150	0.403	0.020	0.008
11.573	0.285	2.481	-2.318	0.155	0.470	0.024	0.008
11.623	0.280	2.476	-2.301	0.146	0.335	0.017	0.007
11.674	0.275	2.470	-2.284	0.146	0.336	0.017	0.007
11.724	0.270	2.465	-2.271	0.150	0.268	0.013	0.008
11.774	0.266	2.459	-2.247	0.155	0.470	0.024	0.008
11.824	0.261	2.452	-2.227	0.160	0.402	0.020	0.008
11.874	0.256	2.446	-2.204	0.155	0.469	0.024	0.008
11.924	0.252	2.440	-2.180	0.146	0.470	0.024	0.007
11.975	0.247	2.434	-2.156	0.155	0.470	0.024	0.008
12.025	0.243	2.427	-2.140	0.154	0.334	0.017	0.008
12.075	0.239	2.421	-2.119	0.160	0.403	0.020	0.008
12.125	0.235	2.414	-2.096	0.155	0.470	0.024	0.008
12.175	0.231	2.407	-2.072	0.155	0.470	0.024	0.008
12.226	0.227	2.400	-2.055	0.155	0.335	0.017	0.008
12.276	0.224	2.394	-2.035	0.150	0.402	0.020	0.008
12.326	0.220	2.386	-2.015	0.160	0.402	0.020	0.008
12.376	0.217	2.379	-1.995	0.150	0.403	0.020	0.008
12.427	0.214	2.372	-1.978	0.155	0.335	0.017	0.008
12.477	0.211	2.366	-1.955	0.146	0.470	0.024	0.007
12.527	0.208	2.359	-1.934	0.150	0.402	0.020	0.008
12.577	0.206	2.352	-1.921	0.150	0.268	0.013	0.008
12.627	0.203	2.345	-1.904	0.146	0.335	0.017	0.007
12.677	0.201	2.337	-1.887	0.155	0.335	0.017	0.008
12.728	0.199	2.330	-1.864	0.155	0.469	0.024	0.008
12.778	0.196	2.323	-1.843	0.150	0.403	0.020	0.008
12.828	0.194	2.315	-1.820	0.155	0.470	0.024	0.008
12.878	0.193	2.308	-1.796	0.155	0.470	0.024	0.008
12.928	0.191	2.300	-1.773	0.155	0.470	0.024	0.008
12.978	0.190	2.292	-1.749	0.155	0.470	0.024	0.008
13.029	0.188	2.285	-1.732	0.155	0.335	0.017	0.008
13.079	0.187	2.277	-1.712	0.159	0.401	0.020	0.008
13.129	0.186	2.269	-1.692	0.150	0.402	0.020	0.008
13.179	0.185	2.262	-1.665	0.150	0.536	0.027	0.008
13.230	0.185	2.254	-1.648	0.155	0.335	0.017	0.008
13.280	0.184	2.247	-1.625	0.146	0.470	0.024	0.007
13.330	0.184	2.239	-1.601	0.155	0.470	0.024	0.008
13.380	0.184	2.231	-1.588	0.150	0.268	0.013	0.008
13.430	0.184	2.223	-1.567	0.160	0.403	0.020	0.008
13.480	0.184	2.216	-1.551	0.146	0.335	0.017	0.007
13.531	0.184	2.209	-1.534	0.146	0.335	0.017	0.007
13.581	0.184	2.201	-1.517	0.155	0.335	0.017	0.008
13.631	0.185	2.194	-1.500	0.146	0.335	0.017	0.007
13.681	0.185	2.186	-1.480	0.150	0.403	0.020	0.008
13.731	0.186	2.178	-1.456	0.164	0.470	0.024	0.008
13.782	0.187	2.171	-1.436	0.150	0.402	0.020	0.008
13.832	0.188	2.163	-1.413	0.155	0.470	0.024	0.008
13.882	0.189	2.155	-1.392	0.160	0.403	0.020	0.008
13.932	0.191	2.147	-1.369	0.155	0.469	0.024	0.008
13.982	0.193	2.140	-1.349	0.160	0.403	0.020	0.008
14.032	0.194	2.132	-1.332	0.155	0.335	0.017	0.008
14.083	0.196	2.124	-1.308	0.155	0.470	0.024	0.008
14.133	0.198	2.117	-1.288	0.150	0.402	0.020	0.008
14.183	0.201	2.110	-1.268	0.150	0.403	0.020	0.008
14.233	0.203	2.103	-1.244	0.146	0.470	0.024	0.007
14.283	0.205	2.095	-1.224	0.160	0.402	0.020	0.008
14.334	0.208	2.088	-1.204	0.150	0.403	0.020	0.008
14.384	0.211	2.081	-1.184	0.150	0.403	0.020	0.008
14.434	0.214	2.074	-1.164	0.150	0.403	0.020	0.008
14.484	0.217	2.068	-1.153	0.145	0.201	0.010	0.007
14.534	0.220	2.061	-1.137	0.146	0.335	0.017	0.007
14.585	0.223	2.054	-1.113	0.146	0.470	0.024	0.007
14.635	0.226	2.048	-1.089	0.155	0.470	0.024	0.008
14.685	0.230	2.041	-1.069	0.150	0.402	0.020	0.008
14.735	0.234	2.034	-1.042	0.160	0.537	0.027	0.008
14.785	0.238	2.027	-1.026	0.164	0.335	0.017	0.008
14.835	0.242	2.020	-1.005	0.160	0.403	0.020	0.008
14.886	0.247	2.013	-0.982	0.154	0.468	0.024	0.008
14.936	0.251	2.007	-0.962	0.150	0.402	0.020	0.008
14.986	0.255	2.001	-0.941	0.160	0.403	0.020	0.008
15.037	0.260	1.995	-0.918	0.154	0.468	0.024	0.008
15.087	0.265	1.989	-0.898	0.150	0.403	0.020	0.008
15.137	0.270	1.983	-0.881	0.155	0.335	0.017	0.008
15.187	0.274	1.977	-0.857	0.146	0.470	0.024	0.007
15.237	0.279	1.971	-0.837	0.150	0.403	0.020	0.008
15.287	0.285	1.966	-0.820	0.155	0.335	0.017	0.008
15.338	0.290	1.960	-0.800	0.150	0.403	0.020	0.008
15.388	0.295	1.955	-0.783	0.146	0.335	0.017	0.007
15.438	0.301	1.949	-0.773	0.155	0.201	0.010	0.008
15.488	0.306	1.944	-0.753	0.150	0.403	0.020	0.008
15.538	0.311	1.939	-0.736	0.146	0.335	0.017	0.007
15.589	0.317	1.934	-0.712	0.155	0.469	0.024	0.008
15.639	0.323	1.929	-0.686	0.160	0.537	0.027	0.008
15.689	0.329	1.924	-0.662	0.155	0.470	0.024	0.008
15.739	0.336	1.919	-0.638	0.155	0.470	0.024	0.008
15.789	0.342	1.915	-0.618	0.160	0.403	0.020	0.008
15.839	0.348	1.910	-0.598	0.150	0.403	0.020	0.008
15.889	0.355	1.906	-0.578	0.160	0.403	0.020	0.008
15.940	0.361	1.902	-0.554	0.146	0.470	0.024	0.007
15.990	0.368	1.898	-0.531	0.155	0.470	0.024	0.008
16.040	0.374	1.894	-0.507	0.146	0.470	0.024	0.007
16.090	0.381	1.891	-0.487	0.160	0.402	0.020	0.008
16.140	0.388	1.887	-0.470	0.155	0.336	0.017	0.008
16.190	0.395	1.884	-0.453	0.145	0.335	0.017	0.007
16.241	0.402	1.880	-0.433	0.159	0.402	0.020	0.008
16.291	0.408	1.877	-0.416	0.146	0.336	0.017	0.007
16.341	0.415	1.875	-0.396	0.141	0.403	0.020	0.007
16.391	0.422	1.872	-0.379	0.146	0.336	0.017	0.007
16.441	0.428	1.869	-0.362	0.146	0.335	0.017	0.007
16.492	0.436	1.866	-0.342	0.160	0.403	0.020	0.008
16.544	0.444	1.864	-0.319	0.158	0.452	0.024	0.008
16.594	0.451	1.861	-0.295	0.155	0.469	0.024	0.008
16.644	0.459	1.859	-0.272	0.164	0.468	0.024	0.008
16.694	0.467	1.857	-0.255	0.155	0.335	0.017	0.008
16.745	0.474	1.855	-0.238	0.155	0.335	0.017	0.008
16.795	0.482	1.853	-0.214	0.155	0.469	0.024	0.008
16.845	0.490	1.852	-0.194	0.160	0.402	0.020	0.008
16.895	0.497	1.850	-0.174	0.160	0.402	0.020	0.008
16.945	0.505	1.849	-0.150	0.145	0.469	0.024	0.007
16.996	0.512	1.848	-0.130	0.150	0.403	0.020	0.008
17.046	0.520	1.847	-0.110	0.150	0.403	0.020	0.008
17.096	0.527	1.846	-0.090	0.150	0.402	0.020	0.008
17.146	0.535	1.846	-0.066	0.155	0.469	0.024	0.008
17.196	0.543	1.845	-0.049	0.155	0.335	0.017	0.008
17.247	0.550	1.845	-0.029	0.150	0.402	0.020	0.008
17.297	0.557	1.845	-0.016	0.141	0.268	0.013	0.007
17.347	0.564	1.845	0.004	0.140	0.401	0.020	0.007
17.397	0.572	1.845	0.021	0.146	0.335	0.017	0.007
17.448	0.579	1.845	0.018	0.155	-0.067	-0.003	0.008
17.498	0.587	1.845	0.004	0.160	-0.268	-0.013	0.008
17.548	0.595	1.845	-0.016	0.159	-0.402	-0.020	0.008
17.598	0.603	1.845	-0.033	0.155	-0.335	-0.017	0.008
17.649	0.611	1.845	-0.053	0.150	-0.401	-0.020	0.008
17.699	0.619	1.844	-0.070	0.155	-0.335	-0.017	0.008
17.749	0.626	1.844	-0.090	0.150	-0.401	-0.020	0.008
17.799	0.634	1.843	-0.110	0.160	-0.403	-0.020	0.008
17.850	0.642	1.842	-0.134	0.164	-0.469	-0.024	0.008
17.900	0.650	1.841	-0.157	0.155	-0.469	-0.024	0.008
17.950	0.658	1.839	-0.181	0.155	-0.470	-0.024	0.008
18.000	0.665	1.838	-0.197	0.155	-0.335	-0.017	0.008
18.050	0.673	1.836	-0.218	0.150	-0.403	-0.020	0.008
18.100	0.680	1.835	-0.234	0.146	-0.335	-0.017	0.007
18.151	0.687	1.833	-0.255	0.150	-0.403	-0.020	0.008
18.201	0.694	1.831	-0.278	0.145	-0.468	-0.024	0.007
18.251	0.702	1.829	-0.295	0.164	-0.334	-0.017	0.008
18.301	0.709	1.826	-0.315	0.150	-0.403	-0.020	0.008
18.352	0.716	1.824	-0.335	0.150	-0.402	-0.020	0.008
18.402	0.724	1.821	-0.352	0.155	-0.336	-0.017	0.008
18.452	0.731	1.819	-0.376	0.155	-0.468	-0.024	0.008
18.502	0.738	1.816	-0.399	0.155	-0.469	-0.024	0.008
18.553	0.745	1.813	-0.423	0.145	-0.469	-0.024	0.007
18.603	0.751	1.810	-0.443	0.141	-0.403	-0.020	0.007
18.653	0.758	1.806	-0.467	0.146	-0.470	-0.024	0.007
18.703	0.765	1.803	-0.487	0.160	-0.403	-0.020	0.008
18.753	0.771	1.799	-0.507	0.150	-0.402	-0.020	0.008
18.804	0.778	1.795	-0.527	0.160	-0.402	-0.020	0.008
18.854	0.785	1.791	-0.548	0.160	-0.402	-0.020	0.008
18.904	0.792	1.787	-0.571	0.155	-0.470	-0.024	0.008
18.954	0.798	1.783	-0.588	0.155	-0.336	-0.017	0.008
19.004	0.805	1.778	-0.605	0.155	-0.336	-0.017	0.008
19.055	0.811	1.774	-0.625	0.159	-0.401	-0.020	0.008
19.105	0.817	1.769	-0.642	0.146	-0.336	-0.017	0.007
19.155	0.823	1.765	-0.665	0.155	-0.470	-0.024	0.008
19.205	0.830	1.760	-0.682	0.154	-0.334	-0.017	0.008
19.255	0.836	1.755	-0.699	0.155	-0.335	-0.017	0.008
19.306	0.841	1.750	-0.716	0.146	-0.335	-0.017	0.007
19.356	0.847	1.745	-0.739	0.155	-0.470	-0.024	0.008
19.406	0.853	1.740	-0.756	0.155	-0.336	-0.017	0.008
19.456	0.858	1.734	-0.780	0.155	-0.469	-0.024	0.008
19.506	0.863	1.729	-0.800	0.150	-0.403	-0.020	0.008
19.557	0.869	1.723	-0.824	0.155	-0.470	-0.024	0.008
19.607	0.874	1.718	-0.844	0.150	-0.403	-0.020	0.008
19.657	0.879	1.712	-0.864	0.160	-0.402	-0.020	0.008
19.707	0.884	1.706	-0.884	0.150	-0.403	-0.020	0.008
19.757	0.889	1.700	-0.908	0.155	-0.470	-0.024	0.008
19.807	0.894	1.694	-0.931	0.155	-0.470	-0.024	0.008
19.858	0.898	1.688	-0.951	0.150	-0.402	-0.020	0.008
19.908	0.902	1.681	-0.978	0.150	-0.536	-0.027	0.008
19.958	0.906	1.675	-0.995	0.146	-0.335	-0.017	0.007
20.008	0.910	1.669	-1.015	0.150	-0.403	-0.020	0.008
20.058	0.914	1.663	-1.036	0.141	-0.402	-0.020	0.007
20.108	0.918	1.656	-1.056	0.160	-0.403	-0.020	0.008
20.159	0.922	1.649	-1.076	0.150	-0.403	-0.020	0.008
20.209	0.925	1.642	-1.093	0.155	-0.336	-0.017	0.008
20.259	0.929	1.636	-1.110	0.155	-0.335	-0.017	0.008
20.309	0.932	1.628	-1.130	0.160	-0.403	-0.020	0.008
20.359	0.936	1.621	-1.150	0.150	-0.403	-0.020	0.008
20.409	0.939	1.614	-1.170	0.160	-0.403	-0.020	0.008
20.460	0.942	1.607	-1.184	0.150	-0.268	-0.013	0.008
20.510	0.944	1.600	-1.207	0.155	-0.470	-0.024	0.008
20.560	0.947	1.593	-1.231	0.155	-0.469	-0.024	0.008
20.610	0.950	1.585	-1.251	0.160	-0.403	-0.020	0.008
20.660	0.952	1.577	-1.271	0.160	-0.402	-0.020	0.008
20.711	0.954	1.570	-1.295	0.146	-0.470	-0.024	0.007
20.761	0.956	1.563	-1.315	0.160	-0.403	-0.020	0.008
20.811	0.958	1.555	-1.335	0.150	-0.403	-0.020	0.008
20.861	0.960	1.548	-1.355	0.150	-0.402	-0.020	0.008
20.911	0.961	1.540	-1.372	0.155	-0.336	-0.017	0.008
20.961	0.963	1.533	-1.392	0.141	-0.403	-0.020	0.007
21.012	0.964	1.526	-1.409	0.155	-0.335	-0.017	0.008
21.062	0.965	1.518	-1.429	0.150	-0.403	-0.020	0.008
21.112	0.966	1.511	-1.450	0.150	-0.403	-0.020	0.008
21.162	0.967	1.503	-1.466	0.155	-0.335	-0.017	0.008
21.212	0.968	1.496	-1.490	0.146	-0.470	-0.024	0.007
21.263	0.968	1.488	-1.517	0.150	-0.536	-0.027	0.008
21.313	0.969	1.481	-1.537	0.150	-0.402	-0.020	0.008
21.363	0.969	1.473	-1.564	0.150	-0.536	-0.027	0.008
21.413	0.969	1.466	-1.584	0.150	-0.403	-0.020	0.008
21.463	0.969	1.458	-1.601	0.155	-0.335	-0.017	0.008
21.514	0.968	1.450	-1.621	0.160	-0.403	-0.020	0.008
21.564	0.968	1.442	-1.638	0.155	-0.335	-0.017	0.008
21.614	0.967	1.434	-1.662	0.164	-0.470	-0.024	0.008
21.664	0.966	1.426	-1.685	0.155	-0.470	-0.024	0.008
21.714	0.965	1.419	-1.705	0.150	-0.403	-0.020	0.008
21.764	0.964	1.411	-1.722	0.155	-0.336	-0.017	0.008
21.815	0.963	1.403	-1.739	0.155	-0.336	-0.017	0.008
21.865	0.962	1.396	-1.759	0.150	-0.403	-0.020	0.008
21.915	0.960	1.389	-1.779	0.150	-0.403	-0.020	0.008
21.965	0.959	1.381	-1.796	0.155	-0.336	-0.017	0.008
22.015	0.957	1.373	-1.813	0.155	-0.336	-0.017	0.008
22.065	0.955	1.366	-1.837	0.146	-0.470	-0.024	0.007
22.116	0.953	1.359	-1.850	0.150	-0.268	-0.013	0.008
22.166	0.951	1.352	-1.874	0.155	-0.470	-0.024	0.008
22.216	0.948	1.344	-1.894	0.150	-0.403	-0.020	0.008
22.266	0.946	1.337	-1.914	0.160	-0.403	-0.020	0.008
22.316	0.943	1.330	-1.938	0.146	-0.470	-0.024	0.007
22.366	0.940	1.323	-1.958	0.160	-0.403	-0.020	0.008
22.417	0.937	1.315	-1.975	0.155	-0.335	-0.017	0.008
22.467	0.934	1.309	-1.998	0.146	-0.470	-0.024	0.007
22.517	0.931	1.301	-2.018	0.160	-0.403	-0.020	0.008
22.567	0.928	1.295	-2.045	0.150	-0.537	-0.027	0.008
22.617	0.924	1.288	-2.069	0.155	-0.470	-0.024	0.008
22.667	0.920	1.281	-2.096	0.150	-0.536	-0.027	0.008
22.718	0.916	1.275	-2.113	0.146	-0.336	-0.017	0.007
22.768	0.913	1.269	-2.140	0.150	-0.537	-0.027	0.008
