t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	-0.00	-0.00	0.47	-0.07	-0.00	0.00
0.41	0.01	-0.00	-0.00	10.33	0.00	0.00	0.01
0.46	0.01	-0.00	-0.01	15.00	-0.13	-0.01	0.01
0.52	0.02	-0.00	-0.02	17.12	-0.24	-0.01	0.01
0.57	0.03	-0.00	-0.04	18.31	-0.34	-0.02	0.01
0.62	0.04	-0.00	-0.06	18.30	-0.34	-0.02	0.01
0.67	0.05	-0.00	-0.07	16.89	-0.27	-0.01	0.01
0.72	0.06	-0.00	-0.08	16.43	-0.20	-0.01	0.01
0.77	0.07	-0.00	-0.09	15.95	-0.13	-0.01	0.01
0.82	0.07	-0.00	-0.10	16.43	-0.20	-0.01	0.01
0.87	0.08	-0.00	-0.11	16.44	-0.20	-0.01	0.01
0.92	0.09	-0.01	-0.12	16.43	-0.20	-0.01	0.01
0.97	0.10	-0.01	-0.12	15.97	-0.13	-0.01	0.01
1.02	0.11	-0.01	-0.13	15.49	-0.07	-0.00	0.01
1.07	0.11	-0.01	-0.13	15.49	-0.07	-0.00	0.01
1.12	0.12	-0.01	-0.13	15.04	0.00	0.00	0.01
1.17	0.13	-0.01	-0.13	15.50	-0.07	-0.00	0.01
1.22	0.14	-0.01	-0.13	15.03	0.00	0.00	0.01
1.27	0.14	-0.01	-0.13	15.03	0.00	0.00	0.01
1.32	0.15	-0.01	-0.13	15.03	0.00	0.00	0.01
1.37	0.16	-0.01	-0.13	15.01	0.00	0.00	0.01
1.42	0.17	-0.02	-0.13	15.02	0.00	0.00	0.01
1.47	0.17	-0.02	-0.14	13.60	-0.07	-0.00	0.01
1.52	0.18	-0.02	-0.13	14.09	0.13	0.01	0.01
1.57	0.19	-0.02	-0.13	13.61	-0.07	-0.00	0.01
1.62	0.19	-0.02	-0.13	14.06	0.00	0.00	0.01
1.67	0.20	-0.02	-0.14	12.67	-0.07	-0.00	0.01
1.72	0.21	-0.02	-0.13	13.15	0.13	0.01	0.01
1.77	0.21	-0.02	-0.13	13.10	0.00	0.00	0.01
1.82	0.22	-0.02	-0.13	12.66	0.07	0.00	0.01
1.87	0.23	-0.02	-0.12	12.63	0.07	0.00	0.01
1.92	0.23	-0.02	-0.12	12.21	0.00	0.00	0.01
1.97	0.24	-0.02	-0.12	11.27	0.00	0.00	0.01
2.02	0.24	-0.03	-0.12	12.21	0.00	0.00	0.01
2.08	0.25	-0.03	-0.12	12.16	0.00	0.00	0.01
2.13	0.25	-0.03	-0.12	11.26	0.00	0.00	0.01
2.18	0.26	-0.03	-0.13	10.78	-0.07	-0.00	0.01
2.23	0.27	-0.03	-0.13	10.34	0.00	0.00	0.01
2.28	0.27	-0.03	-0.13	9.39	0.00	0.00	0.00
2.33	0.27	-0.03	-0.13	6.57	0.00	0.00	0.00
2.38	0.28	-0.03	-0.13	7.04	-0.07	-0.00	0.00
2.43	0.28	-0.03	-0.13	10.81	0.07	0.00	0.01
2.48	0.29	-0.03	-0.13	11.73	-0.07	-0.00	0.01
2.53	0.29	-0.03	-0.13	12.22	0.00	0.00	0.01
2.58	0.30	-0.03	-0.13	13.15	0.00	0.00	0.01
2.63	0.31	-0.03	-0.13	12.20	0.00	0.00	0.01
2.68	0.31	-0.03	-0.13	11.73	-0.07	-0.00	0.01
2.73	0.32	-0.04	-0.13	12.21	0.00	0.00	0.01
2.78	0.32	-0.04	-0.13	11.74	0.07	0.00	0.01
2.83	0.33	-0.04	-0.13	11.75	-0.07	-0.00	0.01
2.88	0.34	-0.04	-0.13	12.21	0.00	0.00	0.01
2.93	0.34	-0.04	-0.13	12.21	0.00	0.00	0.01
2.98	0.35	-0.04	-0.13	11.71	0.07	0.00	0.01
3.03	0.35	-0.04	-0.12	11.27	0.13	0.01	0.01
3.08	0.36	-0.04	-0.13	12.22	-0.13	-0.01	0.01
3.13	0.37	-0.04	-0.13	11.75	0.07	0.00	0.01
3.18	0.37	-0.04	-0.13	11.74	-0.07	-0.00	0.01
3.23	0.38	-0.04	-0.13	11.75	0.07	0.00	0.01
3.28	0.38	-0.04	-0.13	11.75	-0.07	-0.00	0.01
3.33	0.39	-0.04	-0.13	11.28	0.00	0.00	0.01
3.38	0.39	-0.05	-0.13	11.74	0.07	0.00	0.01
3.43	0.40	-0.05	-0.12	11.75	0.07	0.00	0.01
3.48	0.41	-0.05	-0.12	11.28	0.00	0.00	0.01
3.53	0.41	-0.05	-0.12	11.28	0.00	0.00	0.01
3.58	0.42	-0.05	-0.13	11.74	-0.07	-0.00	0.01
3.63	0.42	-0.05	-0.12	11.75	0.07	0.00	0.01
3.68	0.43	-0.05	-0.13	11.28	-0.13	-0.01	0.01
3.73	0.43	-0.05	-0.13	10.80	0.07	0.00	0.01
3.78	0.44	-0.05	-0.13	11.25	0.00	0.00	0.01
3.83	0.45	-0.05	-0.13	11.28	0.00	0.00	0.01
3.88	0.45	-0.05	-0.13	11.73	-0.07	-0.00	0.01
3.93	0.46	-0.05	-0.13	10.81	-0.07	-0.00	0.01
3.98	0.46	-0.05	-0.13	6.58	0.00	0.00	0.00
4.03	0.46	-0.05	-0.13	1.41	0.07	0.00	0.00
4.08	0.46	-0.05	-0.13	0.47	-0.07	-0.00	0.00
