t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
t	x	y	th	v*100	w	dTh	dSi
t	x	y	th	v*100	w	dTh	dSi
0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.06	0.00	0.00	0.02	0.47	0.33	0.02	0.00
0.11	0.00	-0.00	0.07	-0.47	1.01	0.05	-0.00
0.16	0.00	0.00	0.12	0.47	1.14	0.06	0.00
0.21	0.00	0.00	0.20	0.94	1.48	0.07	0.00
0.27	0.00	0.00	0.28	-0.47	1.55	0.08	-0.00
0.32	0.00	0.00	0.35	0.00	1.48	0.07	0.00
0.37	0.00	0.00	0.43	0.00	1.61	0.08	0.00
0.42	0.00	0.00	0.51	0.00	1.61	0.08	0.00
0.47	0.00	0.00	0.59	0.47	1.55	0.08	0.00
0.52	0.00	0.00	0.67	0.47	1.55	0.08	0.00
0.57	0.00	0.00	0.75	0.00	1.61	0.08	0.00
0.62	0.00	0.00	0.82	-0.47	1.41	0.07	-0.00
0.67	0.00	0.00	0.90	0.00	1.61	0.08	0.00
0.72	0.00	-0.00	0.98	-0.47	1.54	0.08	-0.00
0.77	0.00	-0.00	1.05	0.00	1.48	0.07	0.00
0.82	0.00	-0.00	1.12	0.00	1.48	0.07	0.00
0.87	0.00	-0.00	1.20	-0.47	1.54	0.08	-0.00
0.92	0.00	-0.00	1.28	0.00	1.48	0.07	0.00
0.97	0.00	-0.00	1.35	-0.47	1.54	0.08	-0.00
1.02	0.00	-0.00	1.43	0.00	1.48	0.07	0.00
1.07	0.00	-0.00	1.51	0.00	1.61	0.08	0.00
1.12	0.00	-0.00	1.58	0.00	1.48	0.07	0.00
1.17	0.00	0.00	1.64	1.88	1.07	0.05	0.00
1.22	0.00	0.00	1.65	6.11	0.34	0.02	0.00
1.27	-0.00	0.01	1.65	7.52	-0.13	-0.01	0.00
1.32	-0.00	0.01	1.64	7.99	-0.20	-0.01	0.00
1.37	-0.00	0.02	1.62	8.93	-0.34	-0.02	0.00
1.42	-0.00	0.02	1.59	10.34	-0.54	-0.03	0.01
1.47	-0.00	0.03	1.57	9.87	-0.47	-0.02	0.00
1.52	-0.00	0.03	1.54	8.93	-0.47	-0.02	0.00
1.57	-0.00	0.04	1.52	10.34	-0.40	-0.02	0.01
1.62	-0.00	0.04	1.50	9.87	-0.47	-0.02	0.00
1.67	0.00	0.05	1.48	9.87	-0.47	-0.02	0.00
