t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	6.11	0.07	0.00	0.00
0.31	0.01	0.00	0.00	16.91	0.00	0.00	0.01
0.36	0.02	0.00	-0.00	23.02	-0.07	-0.00	0.01
0.41	0.04	0.00	0.00	25.37	0.00	0.00	0.01
0.47	0.05	0.00	0.00	26.31	0.00	0.00	0.01
0.52	0.06	0.00	0.00	26.80	0.07	0.00	0.01
0.57	0.07	0.00	0.01	24.90	0.07	0.00	0.01
0.62	0.09	0.00	0.01	23.95	0.07	0.00	0.01
0.67	0.10	0.00	0.01	24.44	0.00	0.00	0.01
0.72	0.11	0.00	0.01	24.43	0.00	0.00	0.01
0.77	0.12	0.00	0.01	24.92	-0.07	-0.00	0.01
0.82	0.14	0.00	0.01	24.92	0.07	0.00	0.01
0.87	0.15	0.00	0.01	25.38	0.00	0.00	0.01
0.92	0.16	0.00	0.01	24.44	0.00	0.00	0.01
t	x	y	th	v*100	w	dTh	dSi
