t	x	y	th	v*100	w	dTh	dSi
0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.37	0.00	0.00	0.00	7.04	0.07	0.00	0.00
0.42	0.01	0.00	0.00	14.08	0.00	0.00	0.01
0.47	0.02	0.00	0.01	8.91	0.20	0.01	0.00
0.52	0.02	0.00	0.03	3.29	0.34	0.02	0.00
0.57	0.02	0.00	0.04	1.39	0.20	0.01	0.00
0.62	0.02	0.00	0.05	0.94	0.27	0.01	0.00
0.67	0.02	0.00	0.07	0.00	0.27	0.01	0.00
0.72	0.02	0.00	0.08	-0.47	0.34	0.02	-0.00
0.77	0.02	0.00	0.09	-0.47	0.20	0.01	-0.00
0.82	0.02	0.00	0.11	0.94	0.27	0.01	0.00
0.87	0.02	0.00	0.12	0.47	0.34	0.02	0.00
0.92	0.02	0.00	0.14	-0.47	0.34	0.02	-0.00
0.97	0.02	0.00	0.15	-0.47	0.20	0.01	-0.00
1.02	0.02	0.00	0.18	0.47	0.47	0.02	0.00
1.07	0.02	0.00	0.19	0.00	0.27	0.01	0.00
1.12	0.02	0.00	0.21	-0.47	0.34	0.02	-0.00
1.17	0.02	0.00	0.22	0.47	0.34	0.02	0.00
1.22	0.02	0.00	0.24	0.00	0.40	0.02	0.00
1.27	0.02	0.00	0.26	0.00	0.27	0.01	0.00
1.32	0.02	0.00	0.27	0.00	0.27	0.01	0.00
1.37	0.02	0.00	0.29	-0.47	0.34	0.02	-0.00
1.42	0.02	0.00	0.30	0.47	0.34	0.02	0.00
1.47	0.02	0.00	0.32	0.00	0.40	0.02	0.00
1.52	0.02	0.00	0.34	0.00	0.27	0.01	0.00
1.57	0.02	0.00	0.35	0.00	0.27	0.01	0.00
1.62	0.02	0.00	0.37	0.00	0.40	0.02	0.00
1.67	0.02	0.00	0.39	0.47	0.34	0.02	0.00
1.72	0.02	0.00	0.40	-0.47	0.34	0.02	-0.00
1.77	0.02	0.00	0.42	0.00	0.27	0.01	0.00
1.82	0.02	0.00	0.44	6.57	0.40	0.02	0.00
1.87	0.03	0.00	0.46	15.03	0.54	0.03	0.01
1.92	0.04	0.01	0.49	18.31	0.60	0.03	0.01
