t	x	y	th	v*100	w	dTh	dSi
0.22	-0.00	0.00	-0.00	-0.11	-0.02	-0.00	-0.00
0.27	-0.00	0.00	-0.00	0.00	0.00	0.00	0.00
0.32	-0.00	0.00	-0.00	0.00	0.00	0.00	0.00
0.37	-0.00	0.00	-0.00	0.00	0.00	0.00	0.00
0.42	0.00	0.00	0.01	5.16	0.20	0.01	0.00
0.47	0.01	0.00	0.02	13.15	0.27	0.01	0.01
0.52	0.02	0.00	0.03	17.84	0.27	0.01	0.01
0.57	0.03	0.00	0.05	19.73	0.40	0.02	0.01
0.62	0.04	0.00	0.07	19.71	0.40	0.02	0.01
0.67	0.05	0.00	0.09	19.73	0.40	0.02	0.01
0.72	0.06	0.00	0.11	17.85	0.27	0.01	0.01
0.77	0.07	0.00	0.12	18.31	0.20	0.01	0.01
0.82	0.07	0.01	0.13	18.78	0.27	0.01	0.01
0.87	0.08	0.01	0.14	18.31	0.20	0.01	0.01
0.92	0.09	0.01	0.15	18.30	0.20	0.01	0.01
0.97	0.10	0.01	0.15	18.31	0.07	0.00	0.01
1.02	0.11	0.01	0.15	17.84	0.00	0.00	0.01
1.07	0.12	0.01	0.15	17.84	0.00	0.00	0.01
1.12	0.13	0.01	0.15	17.84	0.00	0.00	0.01
1.17	0.14	0.01	0.15	17.37	-0.07	-0.00	0.01
1.22	0.15	0.02	0.15	16.91	0.00	0.00	0.01
1.28	0.15	0.02	0.14	16.91	-0.13	-0.01	0.01
1.33	0.16	0.02	0.15	17.37	0.07	0.00	0.01
1.38	0.17	0.02	0.15	16.91	0.00	0.00	0.01
1.43	0.18	0.02	0.15	17.38	0.07	0.00	0.01
1.48	0.19	0.02	0.15	16.44	0.07	0.00	0.01
1.53	0.20	0.02	0.16	16.44	0.07	0.00	0.01
1.58	0.20	0.02	0.16	15.97	0.00	0.00	0.01
1.63	0.21	0.03	0.16	16.91	0.13	0.01	0.01
1.68	0.22	0.03	0.17	15.50	0.07	0.00	0.01
1.73	0.23	0.03	0.17	15.97	0.00	0.00	0.01
1.78	0.24	0.03	0.17	16.44	0.07	0.00	0.01
1.83	0.24	0.03	0.17	15.97	0.00	0.00	0.01
1.88	0.25	0.03	0.17	15.96	0.00	0.00	0.01
1.93	0.26	0.03	0.18	14.56	0.07	0.00	0.01
1.98	0.27	0.04	0.17	15.50	-0.07	-0.00	0.01
2.03	0.27	0.04	0.17	15.02	0.00	0.00	0.01
2.08	0.28	0.04	0.18	13.61	0.07	0.00	0.01
2.13	0.29	0.04	0.17	15.50	-0.07	-0.00	0.01
2.18	0.30	0.04	0.17	14.09	0.00	0.00	0.01
2.23	0.30	0.04	0.16	14.07	-0.13	-0.01	0.01
2.28	0.31	0.04	0.16	13.62	-0.07	-0.00	0.01
2.33	0.32	0.04	0.16	13.15	0.00	0.00	0.01
2.38	0.32	0.05	0.16	13.15	0.00	0.00	0.01
2.43	0.33	0.05	0.16	13.60	0.07	0.00	0.01
2.48	0.34	0.05	0.16	13.15	0.00	0.00	0.01
2.53	0.34	0.05	0.17	13.15	0.13	0.01	0.01
2.58	0.35	0.05	0.17	12.21	0.00	0.00	0.01
2.63	0.35	0.05	0.18	12.21	0.13	0.01	0.01
2.68	0.36	0.05	0.18	11.75	0.07	0.00	0.01
2.73	0.37	0.05	0.18	12.21	0.00	0.00	0.01
2.78	0.37	0.05	0.19	11.27	0.13	0.01	0.01
2.83	0.38	0.05	0.19	11.27	0.00	0.00	0.01
2.88	0.38	0.06	0.19	9.87	0.07	0.00	0.00
2.93	0.39	0.06	0.19	8.45	0.00	0.00	0.00
2.98	0.39	0.06	0.19	7.52	0.00	0.00	0.00
3.03	0.39	0.06	0.19	9.86	-0.07	-0.00	0.00
3.08	0.40	0.06	0.19	11.28	0.00	0.00	0.01
3.13	0.41	0.06	0.19	12.67	0.07	0.00	0.01
3.18	0.41	0.06	0.19	12.69	-0.07	-0.00	0.01
3.23	0.42	0.06	0.19	13.14	0.00	0.00	0.01
3.28	0.42	0.06	0.19	11.74	0.07	0.00	0.01
3.33	0.43	0.07	0.19	11.73	-0.07	-0.00	0.01
3.38	0.44	0.07	0.19	12.21	0.00	0.00	0.01
3.43	0.44	0.07	0.19	12.21	0.00	0.00	0.01
3.48	0.45	0.07	0.19	12.21	0.00	0.00	0.01
3.53	0.45	0.07	0.19	12.18	0.00	0.00	0.01
3.58	0.46	0.07	0.19	11.74	-0.07	-0.00	0.01
3.63	0.47	0.07	0.19	11.27	0.00	0.00	0.01
3.68	0.47	0.07	0.18	11.74	-0.07	-0.00	0.01
3.73	0.48	0.07	0.18	11.74	-0.07	-0.00	0.01
3.78	0.48	0.08	0.18	11.74	-0.07	-0.00	0.01
3.83	0.49	0.08	0.18	12.21	0.13	0.01	0.01
3.88	0.50	0.08	0.18	11.74	-0.07	-0.00	0.01
3.93	0.50	0.08	0.18	12.20	0.00	0.00	0.01
3.98	0.51	0.08	0.18	11.27	0.00	0.00	0.01
4.03	0.51	0.08	0.18	11.26	0.00	0.00	0.01
4.08	0.52	0.08	0.18	11.74	0.07	0.00	0.01
4.14	0.52	0.08	0.18	11.73	-0.07	-0.00	0.01
4.19	0.53	0.08	0.18	11.74	0.07	0.00	0.01
4.24	0.54	0.08	0.18	11.26	0.00	0.00	0.01
4.29	0.54	0.09	0.19	11.74	0.07	0.00	0.01
4.34	0.55	0.09	0.19	11.26	0.00	0.00	0.01
4.39	0.55	0.09	0.19	11.27	0.00	0.00	0.01
4.44	0.56	0.09	0.19	11.73	0.07	0.00	0.01
4.49	0.56	0.09	0.19	11.74	-0.07	-0.00	0.01
4.54	0.57	0.09	0.19	11.74	0.07	0.00	0.01
4.59	0.58	0.09	0.19	11.74	-0.07	-0.00	0.01
4.64	0.58	0.09	0.19	11.27	0.00	0.00	0.01
4.69	0.59	0.09	0.19	10.79	0.07	0.00	0.01
4.74	0.59	0.10	0.19	11.74	0.07	0.00	0.01
4.79	0.60	0.10	0.19	10.80	-0.07	-0.00	0.01
4.84	0.60	0.10	0.19	5.63	0.00	0.00	0.00
4.89	0.60	0.10	0.18	0.94	-0.13	-0.01	0.00
4.94	0.60	0.10	0.18	0.00	0.00	0.00	0.00
4.99	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.04	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.09	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.14	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.19	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.24	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.29	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.34	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.39	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.44	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.49	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.54	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.59	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.64	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.69	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.74	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.79	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.84	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.89	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.94	0.60	0.10	0.18	0.00	0.00	0.00	0.00
5.99	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.04	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.09	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.14	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.19	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.24	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.29	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.34	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.39	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.44	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.49	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.54	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.59	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.64	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.69	0.60	0.10	0.18	0.00	0.00	0.00	0.00
6.74	0.60	0.10	0.18	0.00	0.00	0.00	0.00
t	x	y	th	v*100	w	dTh	dSi
