t	x	y	th	v*100	w	dTh	dSi
0.21	-0.00	0.00	0.00	-0.22	0.00	0.00	-0.00
0.26	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	-0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	-0.00	-0.01	5.63	-0.13	-0.01	0.00
0.41	0.01	-0.00	-0.02	14.56	-0.34	-0.02	0.01
0.47	0.02	-0.00	-0.04	19.68	-0.40	-0.02	0.01
0.52	0.03	-0.00	-0.07	22.08	-0.47	-0.02	0.01
0.57	0.04	-0.00	-0.09	22.54	-0.54	-0.03	0.01
0.62	0.05	-0.00	-0.12	22.08	-0.60	-0.03	0.01
0.67	0.06	-0.00	-0.15	20.18	-0.47	-0.02	0.01
0.72	0.07	-0.01	-0.17	20.21	-0.47	-0.02	0.01
0.77	0.08	-0.01	-0.19	20.65	-0.40	-0.02	0.01
0.82	0.09	-0.01	-0.21	19.73	-0.27	-0.01	0.01
0.87	0.10	-0.01	-0.22	20.63	-0.27	-0.01	0.01
0.92	0.11	-0.01	-0.23	20.67	-0.27	-0.01	0.01
0.97	0.12	-0.02	-0.24	20.64	-0.13	-0.01	0.01
1.02	0.13	-0.02	-0.25	20.66	-0.13	-0.01	0.01
1.07	0.14	-0.02	-0.26	20.19	-0.20	-0.01	0.01
1.12	0.15	-0.02	-0.26	18.79	0.00	0.00	0.01
1.17	0.16	-0.03	-0.27	20.18	-0.20	-0.01	0.01
1.22	0.17	-0.03	-0.27	19.73	-0.13	-0.01	0.01
1.27	0.18	-0.03	-0.28	20.61	-0.13	-0.01	0.01
1.32	0.19	-0.04	-0.28	19.73	0.00	0.00	0.01
1.37	0.20	-0.04	-0.28	19.70	0.00	0.00	0.01
1.42	0.21	-0.04	-0.28	19.71	0.00	0.00	0.01
1.47	0.22	-0.04	-0.28	19.22	0.07	0.00	0.01
1.52	0.23	-0.05	-0.27	19.27	0.07	0.00	0.01
1.57	0.24	-0.05	-0.28	19.24	-0.07	-0.00	0.01
1.62	0.25	-0.05	-0.27	19.27	0.07	0.00	0.01
1.67	0.26	-0.05	-0.27	19.23	0.07	0.00	0.01
1.72	0.27	-0.06	-0.27	18.79	0.00	0.00	0.01
1.77	0.28	-0.06	-0.27	19.71	0.00	0.00	0.01
1.82	0.28	-0.06	-0.27	19.26	0.07	0.00	0.01
1.87	0.29	-0.06	-0.27	19.23	-0.07	-0.00	0.01
1.92	0.30	-0.07	-0.27	18.79	0.00	0.00	0.01
1.97	0.31	-0.07	-0.27	18.78	0.00	0.00	0.01
2.02	0.32	-0.07	-0.27	18.32	-0.07	-0.00	0.01
2.07	0.33	-0.07	-0.27	17.83	0.00	0.00	0.01
2.12	0.34	-0.08	-0.28	17.86	-0.13	-0.01	0.01
2.17	0.35	-0.08	-0.28	18.79	0.00	0.00	0.01
2.22	0.36	-0.08	-0.28	17.84	0.00	0.00	0.01
2.27	0.36	-0.08	-0.28	17.83	0.00	0.00	0.01
2.32	0.37	-0.09	-0.28	17.85	0.00	0.00	0.01
2.37	0.38	-0.09	-0.28	17.83	0.00	0.00	0.01
2.42	0.39	-0.09	-0.28	16.92	0.00	0.00	0.01
2.47	0.40	-0.09	-0.27	17.84	0.13	0.01	0.01
2.52	0.41	-0.10	-0.27	16.91	0.00	0.00	0.01
2.57	0.41	-0.10	-0.27	16.90	0.00	0.00	0.01
2.62	0.42	-0.10	-0.27	16.43	0.07	0.00	0.01
2.67	0.43	-0.10	-0.27	16.89	0.00	0.00	0.01
2.72	0.44	-0.10	-0.27	16.92	0.00	0.00	0.01
2.77	0.45	-0.11	-0.27	16.91	0.00	0.00	0.01
2.82	0.46	-0.11	-0.27	16.91	0.00	0.00	0.01
2.87	0.46	-0.11	-0.27	15.49	-0.07	-0.00	0.01
2.92	0.47	-0.11	-0.27	16.43	0.07	0.00	0.01
2.97	0.48	-0.12	-0.27	15.49	-0.07	-0.00	0.01
3.02	0.49	-0.12	-0.27	15.01	0.00	0.00	0.01
3.07	0.49	-0.12	-0.28	15.50	-0.07	-0.00	0.01
3.12	0.50	-0.12	-0.28	15.50	-0.07	-0.00	0.01
3.18	0.51	-0.12	-0.28	15.02	0.00	0.00	0.01
3.23	0.51	-0.13	-0.28	14.94	0.00	0.00	0.01
3.28	0.52	-0.13	-0.28	14.10	0.00	0.00	0.01
3.33	0.53	-0.13	-0.28	14.55	0.07	0.00	0.01
3.38	0.54	-0.13	-0.28	14.10	0.00	0.00	0.01
3.43	0.54	-0.13	-0.27	13.62	0.07	0.00	0.01
3.48	0.55	-0.14	-0.27	13.62	0.07	0.00	0.01
3.53	0.56	-0.14	-0.27	13.12	0.00	0.00	0.01
3.58	0.56	-0.14	-0.27	12.69	0.07	0.00	0.01
3.63	0.57	-0.14	-0.27	13.08	0.00	0.00	0.01
3.68	0.57	-0.14	-0.26	12.68	0.07	0.00	0.01
3.73	0.58	-0.14	-0.26	11.74	0.07	0.00	0.01
3.78	0.59	-0.15	-0.26	11.74	0.07	0.00	0.01
3.83	0.59	-0.15	-0.26	11.74	-0.07	-0.00	0.01
3.88	0.60	-0.15	-0.26	11.74	0.07	0.00	0.01
3.93	0.60	-0.15	-0.26	11.72	-0.07	-0.00	0.01
3.98	0.61	-0.15	-0.26	11.27	0.00	0.00	0.01
4.03	0.61	-0.15	-0.26	8.93	-0.07	-0.00	0.00
4.08	0.62	-0.15	-0.26	6.58	0.00	0.00	0.00
4.13	0.62	-0.15	-0.26	8.46	0.00	0.00	0.00
4.18	0.62	-0.16	-0.26	11.27	0.00	0.00	0.01
4.23	0.63	-0.16	-0.26	11.74	0.07	0.00	0.01
4.28	0.64	-0.16	-0.26	12.68	-0.07	-0.00	0.01
4.33	0.64	-0.16	-0.26	13.15	0.00	0.00	0.01
4.38	0.65	-0.16	-0.27	11.75	-0.07	-0.00	0.01
4.43	0.65	-0.16	-0.27	11.74	-0.07	-0.00	0.01
4.48	0.66	-0.17	-0.27	11.28	0.00	0.00	0.01
4.53	0.67	-0.17	-0.27	12.21	0.00	0.00	0.01
4.58	0.67	-0.17	-0.27	12.21	0.00	0.00	0.01
4.63	0.68	-0.17	-0.27	11.74	-0.07	-0.00	0.01
4.68	0.68	-0.17	-0.27	12.68	0.07	0.00	0.01
4.73	0.69	-0.17	-0.27	11.74	-0.07	-0.00	0.01
4.78	0.69	-0.18	-0.27	11.74	0.07	0.00	0.01
4.83	0.70	-0.18	-0.27	12.18	0.00	0.00	0.01
4.88	0.71	-0.18	-0.27	11.24	0.00	0.00	0.01
4.94	0.71	-0.18	-0.26	12.73	0.19	0.01	0.01
4.99	0.72	-0.18	-0.27	10.80	-0.20	-0.01	0.01
5.04	0.72	-0.18	-0.27	11.73	0.07	0.00	0.01
5.09	0.73	-0.18	-0.27	12.20	0.00	0.00	0.01
5.14	0.73	-0.19	-0.27	11.27	0.00	0.00	0.01
5.19	0.74	-0.19	-0.26	11.72	0.07	0.00	0.01
5.24	0.75	-0.19	-0.26	10.80	0.07	0.00	0.01
5.29	0.75	-0.19	-0.26	11.73	0.07	0.00	0.01
5.34	0.76	-0.19	-0.26	11.74	-0.07	-0.00	0.01
5.39	0.76	-0.19	-0.26	12.19	0.00	0.00	0.01
5.44	0.77	-0.20	-0.26	12.19	0.00	0.00	0.01
5.49	0.77	-0.20	-0.26	11.26	0.00	0.00	0.01
5.54	0.78	-0.20	-0.26	11.27	0.00	0.00	0.01
5.59	0.79	-0.20	-0.26	11.27	0.00	0.00	0.01
5.64	0.79	-0.20	-0.26	11.28	0.00	0.00	0.01
5.69	0.80	-0.20	-0.26	11.73	-0.07	-0.00	0.01
5.74	0.80	-0.20	-0.26	11.26	0.00	0.00	0.01
5.79	0.81	-0.21	-0.27	9.86	-0.07	-0.00	0.00
5.84	0.81	-0.21	-0.27	4.23	-0.07	-0.00	0.00
5.89	0.81	-0.21	-0.27	0.47	-0.07	-0.00	0.00
5.94	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
5.99	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.04	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.09	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.14	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.19	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.24	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.29	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.34	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.39	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.44	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.49	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.54	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.59	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.64	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.69	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.74	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.79	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.84	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.89	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.94	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
6.99	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
7.04	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
7.09	0.81	-0.21	-0.27	0.00	0.00	0.00	0.00
