t	x	y	th	v	w	dTh	dSi
5.050	0.000	0.000	1.571	0.000	0.000	0.000	0.000
5.101	-0.000	0.000	1.574	0.005	0.067	0.003	0.000
5.151	-0.000	0.000	1.588	0.000	0.268	0.013	0.000
5.201	-0.000	0.000	1.601	0.000	0.268	0.013	0.000
5.251	0.000	0.000	1.611	-0.005	0.201	0.010	-0.000
5.301	0.000	-0.000	1.625	-0.009	0.268	0.013	-0.000
5.351	0.000	-0.000	1.645	0.000	0.403	0.020	0.000
5.401	0.000	-0.000	1.665	0.000	0.403	0.020	0.000
5.452	0.000	-0.000	1.685	0.000	0.403	0.020	0.000
5.502	0.000	-0.000	1.705	0.000	0.403	0.020	0.000
5.552	-0.000	-0.000	1.729	0.005	0.470	0.024	0.000
5.602	0.000	-0.000	1.746	-0.005	0.336	0.017	-0.000
5.652	0.000	-0.001	1.763	-0.005	0.336	0.017	-0.000
5.702	0.000	-0.000	1.786	0.005	0.470	0.024	0.000
5.753	0.000	-0.000	1.806	0.000	0.403	0.020	0.000
5.803	0.000	-0.001	1.830	-0.005	0.470	0.024	-0.000
5.853	0.000	-0.001	1.850	0.000	0.403	0.020	0.000
5.903	0.000	-0.001	1.870	0.000	0.403	0.020	0.000
5.953	-0.000	-0.000	1.891	0.009	0.403	0.020	0.000
6.003	0.000	-0.001	1.911	-0.009	0.403	0.020	-0.000
6.053	0.000	-0.000	1.934	0.005	0.470	0.024	0.000
6.104	0.000	-0.000	1.955	0.000	0.403	0.020	0.000
6.154	0.000	-0.000	1.975	0.000	0.403	0.020	0.000
6.204	0.000	-0.000	1.995	0.000	0.403	0.020	0.000
6.254	0.000	-0.000	2.015	0.000	0.403	0.020	0.000
6.304	-0.000	-0.000	2.039	0.005	0.470	0.024	0.000
6.354	-0.000	-0.000	2.059	0.000	0.403	0.020	0.000
6.404	-0.000	-0.000	2.079	0.000	0.403	0.020	0.000
6.455	-0.000	-0.000	2.103	0.005	0.470	0.024	0.000
6.505	-0.000	-0.000	2.123	0.000	0.403	0.020	0.000
6.555	-0.000	-0.000	2.143	0.000	0.403	0.020	0.000
6.605	-0.000	-0.000	2.163	0.000	0.403	0.020	0.000
6.655	-0.000	-0.000	2.187	-0.005	0.470	0.024	-0.000
6.705	-0.000	-0.000	2.204	0.005	0.336	0.017	0.000
6.756	-0.000	-0.000	2.227	-0.005	0.470	0.024	-0.000
6.806	-0.000	-0.000	2.244	0.005	0.335	0.017	0.000
6.856	-0.000	-0.000	2.268	-0.005	0.470	0.024	-0.000
6.906	-0.000	-0.000	2.291	0.005	0.470	0.024	0.000
6.956	-0.000	-0.000	2.311	0.000	0.403	0.020	0.000
7.006	-0.000	-0.000	2.332	0.000	0.403	0.020	0.000
7.057	-0.000	-0.000	2.352	0.000	0.403	0.020	0.000
7.107	-0.000	-0.000	2.372	0.000	0.403	0.020	0.000
7.157	-0.000	-0.000	2.392	0.000	0.402	0.020	0.000
7.207	-0.000	-0.000	2.412	0.000	0.403	0.020	0.000
7.257	-0.000	0.000	2.436	0.005	0.470	0.024	0.000
7.307	-0.000	0.000	2.456	0.000	0.403	0.020	0.000
7.357	-0.000	0.000	2.476	0.000	0.403	0.020	0.000
7.408	-0.000	-0.000	2.493	-0.005	0.336	0.017	-0.000
7.458	-0.000	0.000	2.517	0.005	0.470	0.024	0.000
7.508	-0.000	-0.000	2.537	-0.009	0.403	0.020	-0.000
7.558	-0.000	0.000	2.557	0.009	0.403	0.020	0.000
7.608	-0.000	-0.000	2.577	-0.009	0.403	0.020	-0.000
7.658	-0.000	0.000	2.597	0.009	0.403	0.020	0.000
7.708	-0.000	0.000	2.618	0.000	0.403	0.020	0.000
7.759	-0.000	0.000	2.638	0.000	0.403	0.020	0.000
7.809	-0.000	-0.000	2.661	-0.005	0.470	0.024	-0.000
7.859	-0.000	0.000	2.678	0.005	0.336	0.017	0.000
7.909	-0.000	0.000	2.698	0.000	0.403	0.020	0.000
7.959	-0.000	0.000	2.719	0.000	0.403	0.020	0.000
8.009	-0.000	0.000	2.739	0.000	0.403	0.020	0.000
8.060	-0.000	0.000	2.759	0.000	0.403	0.020	0.000
8.110	-0.000	0.000	2.786	0.000	0.537	0.027	0.000
8.160	-0.000	0.000	2.799	0.000	0.269	0.013	0.000
8.210	-0.001	0.000	2.823	0.005	0.470	0.024	0.000
8.260	-0.000	0.000	2.840	-0.005	0.336	0.017	-0.000
8.310	-0.001	0.000	2.863	0.005	0.470	0.024	0.000
8.360	-0.001	0.000	2.884	0.000	0.403	0.020	0.000
8.411	-0.001	0.000	2.904	0.000	0.403	0.020	0.000
8.461	-0.001	0.000	2.924	0.000	0.403	0.020	0.000
8.511	-0.001	0.000	2.944	0.000	0.403	0.020	0.000
8.561	-0.001	0.000	2.968	0.005	0.470	0.024	0.000
8.611	-0.001	0.000	2.985	-0.005	0.336	0.017	-0.000
8.661	-0.001	0.000	3.008	0.005	0.470	0.024	0.000
8.711	-0.001	0.000	3.028	0.000	0.403	0.020	0.000
8.762	-0.001	0.000	3.048	0.000	0.403	0.020	0.000
8.812	-0.001	0.000	3.069	0.000	0.403	0.020	0.000
8.862	-0.001	0.000	3.089	0.000	0.403	0.020	0.000
8.912	-0.001	0.000	3.109	0.000	0.403	0.020	0.000
8.962	-0.001	0.000	3.129	0.000	0.403	0.020	0.000
9.012	-0.001	0.000	-3.137	-0.005	0.336	0.017	-0.000
9.062	-0.001	0.000	-3.114	0.005	0.470	0.024	0.000
9.113	-0.003	0.000	-3.100	0.038	0.268	0.013	0.002
9.163	-0.007	-0.000	-3.087	0.085	0.268	0.013	0.004
9.213	-0.012	-0.000	-3.073	0.103	0.268	0.013	0.005
9.263	-0.018	-0.001	-3.066	0.113	0.134	0.007	0.006
9.313	-0.024	-0.001	-3.060	0.122	0.134	0.007	0.006
9.363	-0.030	-0.002	-3.060	0.122	0.000	0.000	0.006
9.414	-0.036	-0.002	-3.060	0.122	0.000	0.000	0.006
9.464	-0.042	-0.003	-3.060	0.122	0.000	0.000	0.006
9.514	-0.048	-0.003	-3.063	0.117	-0.067	-0.003	0.006
9.564	-0.054	-0.004	-3.066	0.117	-0.067	-0.003	0.006
9.614	-0.060	-0.004	-3.073	0.122	-0.134	-0.007	0.006
9.664	-0.066	-0.005	-3.070	0.117	0.067	0.003	0.006
9.714	-0.072	-0.005	-3.073	0.127	-0.067	-0.003	0.006
9.765	-0.079	-0.005	-3.070	0.127	0.067	0.003	0.006
9.815	-0.085	-0.006	-3.070	0.122	0.000	0.000	0.006
9.865	-0.091	-0.006	-3.073	0.127	-0.067	-0.003	0.006
9.915	-0.097	-0.007	-3.070	0.127	0.067	0.003	0.006
9.965	-0.104	-0.007	-3.070	0.122	0.000	0.000	0.006
10.016	-0.110	-0.008	-3.066	0.127	0.067	0.003	0.006
10.066	-0.116	-0.008	-3.070	0.127	-0.067	-0.003	0.006
10.116	-0.122	-0.009	-3.070	0.122	0.000	0.000	0.006
10.166	-0.128	-0.009	-3.066	0.117	0.067	0.003	0.006
10.216	-0.133	-0.009	-3.060	0.094	0.134	0.007	0.005
10.266	-0.134	-0.010	-3.046	0.028	0.268	0.013	0.001
10.316	-0.135	-0.010	-3.029	0.014	0.336	0.017	0.001
10.367	-0.135	-0.010	-3.019	0.005	0.201	0.010	0.000
10.417	-0.135	-0.010	-3.006	0.000	0.268	0.013	0.000
10.467	-0.135	-0.010	-2.989	-0.005	0.336	0.017	-0.000
10.517	-0.136	-0.010	-2.972	0.014	0.336	0.017	0.001
