t	x	y	th	v*100	w	dTh	dSi
0.21	-0.00	0.00	-0.00	-0.11	-0.02	-0.00	-0.00
0.26	-0.00	0.00	-0.00	0.00	0.00	0.00	0.00
0.31	-0.00	0.00	-0.00	0.00	0.00	0.00	0.00
0.36	0.00	-0.00	-0.00	0.47	0.07	0.00	0.00
0.41	0.00	0.00	0.01	0.94	0.27	0.01	0.00
0.46	0.00	0.00	0.03	0.00	0.27	0.01	0.00
0.51	0.00	-0.00	0.04	-0.47	0.20	0.01	-0.00
0.56	0.00	-0.00	0.05	-0.47	0.34	0.02	-0.00
0.61	0.00	-0.00	0.07	0.00	0.27	0.01	0.00
0.66	0.00	-0.00	0.09	0.00	0.40	0.02	0.00
0.71	0.00	-0.00	0.10	0.00	0.27	0.01	0.00
0.76	0.00	-0.00	0.12	0.00	0.40	0.02	0.00
0.81	0.00	0.00	0.14	0.47	0.34	0.02	0.00
0.87	0.00	-0.00	0.15	-0.47	0.33	0.02	-0.00
0.92	0.00	-0.00	0.17	0.00	0.27	0.01	0.00
0.97	0.00	-0.00	0.19	0.00	0.40	0.02	0.00
1.02	0.00	-0.00	0.21	0.00	0.40	0.02	0.00
1.07	0.00	-0.00	0.22	0.00	0.27	0.01	0.00
1.12	-0.00	-0.00	0.24	-0.47	0.34	0.02	-0.00
1.17	-0.00	-0.00	0.26	0.47	0.34	0.02	0.00
1.22	-0.00	-0.00	0.27	-0.47	0.34	0.02	-0.00
1.27	-0.00	-0.00	0.29	0.47	0.34	0.02	0.00
1.32	-0.00	-0.00	0.31	-0.47	0.34	0.02	-0.00
1.37	-0.00	-0.00	0.32	0.47	0.34	0.02	0.00
1.42	-0.00	-0.00	0.34	0.00	0.40	0.02	0.00
1.47	-0.00	-0.00	0.36	0.00	0.27	0.01	0.00
1.52	0.00	0.00	0.37	0.47	0.34	0.02	0.00
1.57	0.00	0.00	0.39	0.00	0.40	0.02	0.00
1.62	0.00	-0.00	0.41	-0.47	0.34	0.02	-0.00
1.67	0.00	-0.00	0.42	0.00	0.27	0.01	0.00
1.72	0.00	-0.00	0.44	0.00	0.27	0.01	0.00
1.77	0.00	-0.00	0.46	0.00	0.40	0.02	0.00
1.82	0.00	-0.00	0.48	0.00	0.40	0.02	0.00
1.87	0.00	0.00	0.50	8.93	0.47	0.02	0.00
1.92	0.01	0.01	0.53	16.45	0.47	0.02	0.01
1.97	0.02	0.01	0.56	19.26	0.74	0.04	0.01
2.02	0.03	0.02	0.59	20.67	0.54	0.03	0.01
2.07	0.04	0.02	0.60	22.10	0.20	0.01	0.01
2.12	0.05	0.03	0.60	21.15	0.07	0.00	0.01
2.17	0.05	0.03	0.61	19.74	0.13	0.01	0.01
2.22	0.06	0.04	0.61	19.27	0.07	0.00	0.01
