t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.41	0.00	0.00	0.00	0.47	0.07	0.00	0.00
0.46	0.00	0.00	0.01	0.47	0.20	0.01	0.00
0.51	0.00	0.00	0.03	0.00	0.27	0.01	0.00
0.56	0.00	0.00	0.05	0.00	0.40	0.02	0.00
0.61	0.00	-0.00	0.06	-0.47	0.34	0.02	-0.00
0.66	0.00	-0.00	0.08	0.00	0.27	0.01	0.00
0.71	0.00	-0.00	0.09	0.00	0.27	0.01	0.00
0.76	0.00	-0.00	0.11	-0.47	0.33	0.02	-0.00
0.81	0.00	-0.00	0.13	0.47	0.47	0.02	0.00
0.87	0.00	-0.00	0.14	0.00	0.27	0.01	0.00
0.92	0.00	-0.00	0.16	0.00	0.27	0.01	0.00
0.97	0.00	-0.00	0.18	-0.47	0.34	0.02	-0.00
1.02	0.00	-0.00	0.20	0.00	0.40	0.02	0.00
1.07	0.00	0.00	0.21	0.47	0.34	0.02	0.00
1.12	0.00	0.00	0.23	0.00	0.27	0.01	0.00
1.17	0.00	-0.00	0.24	-0.47	0.34	0.02	-0.00
1.22	0.00	0.00	0.26	0.47	0.34	0.02	0.00
1.27	0.00	-0.00	0.28	-0.47	0.34	0.02	-0.00
1.32	0.00	0.00	0.29	0.47	0.33	0.02	0.00
1.37	0.00	0.00	0.31	0.94	0.27	0.01	0.00
1.42	0.00	0.00	0.32	3.29	0.20	0.01	0.00
1.47	0.00	0.00	0.32	4.70	0.13	0.01	0.00
1.52	0.01	0.00	0.33	5.42	0.13	0.01	0.00
1.57	0.01	0.00	0.34	6.47	0.13	0.01	0.00
1.62	0.01	0.00	0.34	9.39	0.00	0.00	0.00
1.67	0.02	0.01	0.34	11.74	0.07	0.00	0.01
1.72	0.03	0.01	0.34	11.74	-0.07	-0.00	0.01
1.77	0.03	0.01	0.34	12.68	0.07	0.00	0.01
1.82	0.04	0.01	0.34	11.27	0.00	0.00	0.01
1.87	0.04	0.01	0.34	11.27	0.00	0.00	0.01
1.92	0.05	0.02	0.34	11.73	-0.07	-0.00	0.01
1.97	0.05	0.02	0.34	11.27	0.00	0.00	0.01
2.02	0.06	0.02	0.34	12.21	0.00	0.00	0.01
2.07	0.06	0.02	0.34	11.74	0.07	0.00	0.01
2.12	0.07	0.02	0.34	11.27	0.00	0.00	0.01
2.17	0.08	0.03	0.34	11.74	0.07	0.00	0.01
2.22	0.08	0.03	0.34	11.27	0.00	0.00	0.01
2.27	0.09	0.03	0.34	12.21	0.00	0.00	0.01
2.32	0.09	0.03	0.34	11.74	-0.07	-0.00	0.01
2.37	0.10	0.03	0.34	11.25	0.00	0.00	0.01
2.42	0.10	0.04	0.34	11.27	0.00	0.00	0.01
2.47	0.11	0.04	0.34	11.74	0.07	0.00	0.01
2.52	0.11	0.04	0.34	11.26	0.00	0.00	0.01
2.57	0.12	0.04	0.35	11.74	0.07	0.00	0.01
2.62	0.12	0.04	0.35	11.24	0.00	0.00	0.01
2.67	0.13	0.05	0.35	11.26	0.00	0.00	0.01
2.72	0.14	0.05	0.34	11.26	-0.13	-0.01	0.01
2.78	0.14	0.05	0.34	11.74	0.07	0.00	0.01
2.83	0.15	0.05	0.34	11.27	0.00	0.00	0.01
2.88	0.15	0.05	0.34	11.27	0.00	0.00	0.01
2.93	0.16	0.06	0.34	11.23	0.00	0.00	0.01
2.98	0.16	0.06	0.34	11.25	0.00	0.00	0.01
3.03	0.17	0.06	0.34	10.79	-0.07	-0.00	0.01
3.08	0.17	0.06	0.34	11.27	0.00	0.00	0.01
3.13	0.18	0.06	0.34	11.27	0.00	0.00	0.01
3.18	0.18	0.06	0.34	10.33	0.00	0.00	0.01
3.23	0.19	0.07	0.34	11.26	0.00	0.00	0.01
3.28	0.19	0.07	0.33	10.30	-0.13	-0.01	0.01
3.33	0.20	0.07	0.33	7.52	0.00	0.00	0.00
3.38	0.20	0.07	0.33	1.88	0.00	0.00	0.00
3.43	0.20	0.07	0.33	0.00	0.00	0.00	0.00
3.48	0.20	0.07	0.33	0.00	0.00	0.00	0.00
3.53	0.20	0.07	0.34	0.47	0.07	0.00	0.00
3.58	0.20	0.07	0.34	0.00	0.00	0.00	0.00
3.63	0.20	0.07	0.34	0.00	0.00	0.00	0.00
3.68	0.20	0.07	0.34	0.00	0.00	0.00	0.00
3.73	0.20	0.07	0.34	0.00	0.00	0.00	0.00
3.78	0.20	0.07	0.34	0.00	0.00	0.00	0.00
3.83	0.20	0.07	0.34	0.00	0.00	0.00	0.00
3.88	0.20	0.07	0.34	0.00	0.00	0.00	0.00
3.93	0.20	0.07	0.34	0.00	0.00	0.00	0.00
3.98	0.20	0.07	0.34	0.00	0.00	0.00	0.00
4.03	0.20	0.07	0.34	0.00	0.00	0.00	0.00
4.08	0.20	0.07	0.34	0.00	0.00	0.00	0.00
4.13	0.20	0.07	0.34	0.00	0.00	0.00	0.00
4.18	0.20	0.07	0.34	0.00	0.00	0.00	0.00
4.23	0.20	0.07	0.34	0.00	0.00	0.00	0.00
4.28	0.20	0.07	0.34	0.00	0.00	0.00	0.00
4.33	0.20	0.07	0.34	0.00	0.00	0.00	0.00
