t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.05	-0.00	-0.00	0.00	-4.63	0.66	0.00	-0.00
0.05	-0.00	0.00	0.01	4.63	0.66	0.00	0.00
0.06	-0.00	0.00	0.01	0.00	1.09	0.01	0.00
0.06	0.00	0.00	0.02	4.59	0.66	0.00	0.00
0.07	0.00	0.00	0.02	0.00	1.31	0.01	0.00
0.07	0.00	-0.00	0.03	-4.57	0.65	0.00	-0.00
0.08	0.00	0.00	0.04	4.50	1.93	0.01	0.00
0.09	0.00	0.00	0.04	0.00	0.00	0.00	0.00
0.09	0.00	0.00	0.05	4.58	1.96	0.01	0.00
0.10	0.00	0.00	0.05	-4.58	0.65	0.00	-0.00
0.10	0.00	0.00	0.06	0.00	1.31	0.01	0.00
0.11	0.00	0.00	0.06	0.00	1.29	0.01	0.00
0.11	0.00	0.00	0.07	0.00	1.31	0.01	0.00
0.12	0.00	0.00	0.08	0.00	1.31	0.01	0.00
0.12	0.00	0.00	0.08	4.62	0.66	0.00	0.00
0.13	0.00	0.00	0.09	-4.63	1.98	0.01	-0.00
0.13	0.00	0.00	0.09	4.63	0.66	0.00	0.00
0.14	0.00	0.00	0.10	-4.63	1.98	0.01	-0.00
0.14	0.00	0.00	0.11	4.62	0.66	0.00	0.00
0.15	0.00	-0.00	0.12	-4.63	1.98	0.01	-0.00
0.15	0.00	0.00	0.12	4.63	0.66	0.00	0.00
0.16	0.00	-0.00	0.13	-4.63	1.99	0.01	-0.00
0.16	0.00	0.00	0.14	4.63	1.98	0.01	0.00
0.17	0.00	-0.00	0.14	-4.63	0.66	0.00	-0.00
0.17	0.00	0.00	0.15	4.63	1.98	0.01	0.00
0.18	0.00	0.00	0.16	0.00	1.32	0.01	0.00
0.18	0.00	-0.00	0.17	-4.63	1.98	0.01	-0.00
0.19	0.00	0.00	0.18	4.63	1.98	0.01	0.00
0.19	0.00	-0.00	0.19	-4.63	0.66	0.00	-0.00
0.20	0.00	-0.00	0.20	0.00	2.65	0.01	0.00
0.20	0.00	-0.00	0.21	0.00	1.32	0.01	0.00
0.21	0.00	-0.00	0.21	0.00	1.32	0.01	0.00
0.21	0.00	-0.00	0.22	-4.63	1.99	0.01	-0.00
0.22	0.00	-0.00	0.23	0.00	1.32	0.01	0.00
0.22	0.00	-0.00	0.24	4.63	1.98	0.01	0.00
0.23	0.00	-0.00	0.25	0.00	1.32	0.01	0.00
0.23	0.00	-0.00	0.26	-4.63	1.99	0.01	-0.00
0.24	0.00	-0.00	0.26	0.00	1.32	0.01	0.00
0.24	0.00	-0.00	0.27	0.00	1.32	0.01	0.00
0.25	0.00	0.00	0.28	4.63	1.98	0.01	0.00
0.25	0.00	-0.00	0.29	-4.63	1.99	0.01	-0.00
0.26	0.00	-0.00	0.30	0.00	1.32	0.01	0.00
0.26	0.00	-0.00	0.30	0.00	1.32	0.01	0.00
0.27	0.00	-0.00	0.31	0.00	1.32	0.01	0.00
0.27	0.00	-0.00	0.32	0.00	1.32	0.01	0.00
0.28	0.00	-0.00	0.32	0.00	1.32	0.01	0.00
0.28	0.00	-0.00	0.34	0.00	2.65	0.01	0.00
0.29	0.00	-0.00	0.34	0.00	1.32	0.01	0.00
0.29	0.00	-0.00	0.35	0.00	1.32	0.01	0.00
0.30	0.00	-0.00	0.36	0.00	1.32	0.01	0.00
0.30	-0.00	-0.00	0.37	-4.63	1.99	0.01	-0.00
0.31	0.00	-0.00	0.38	4.63	1.99	0.01	0.00
0.31	-0.00	-0.00	0.38	-4.63	0.66	0.00	-0.00
