t	x	y	th	v*100	w	dTh	dSi
0.22	0.00	0.00	1.26	0.11	5.65	1.26	0.00
0.27	0.00	-0.00	1.27	-0.47	0.33	0.02	-0.00
0.32	0.00	-0.00	1.29	0.00	0.27	0.01	0.00
0.37	0.00	-0.00	1.31	0.00	0.40	0.02	0.00
0.42	0.00	0.00	1.32	0.47	0.34	0.02	0.00
0.47	0.00	-0.00	1.34	-0.47	0.34	0.02	-0.00
0.52	0.00	-0.00	1.35	0.00	0.27	0.01	0.00
0.57	0.00	-0.00	1.37	0.00	0.40	0.02	0.00
0.62	0.00	0.00	1.39	0.47	0.34	0.02	0.00
0.67	0.00	-0.00	1.41	-0.47	0.34	0.02	-0.00
0.72	0.00	-0.00	1.42	0.00	0.27	0.01	0.00
0.77	0.00	-0.00	1.44	-0.47	0.34	0.02	-0.00
0.82	0.00	-0.00	1.46	0.00	0.40	0.02	0.00
0.87	0.00	-0.00	1.47	0.00	0.27	0.01	0.00
0.92	0.00	-0.00	1.49	0.47	0.34	0.02	0.00
0.97	0.00	-0.00	1.50	-0.47	0.34	0.02	-0.00
1.02	0.00	-0.00	1.52	0.00	0.27	0.01	0.00
1.07	0.00	-0.00	1.54	0.00	0.40	0.02	0.00
1.12	0.00	-0.00	1.56	0.47	0.34	0.02	0.00
1.17	0.00	-0.00	1.57	-0.47	0.34	0.02	-0.00
1.22	0.00	-0.00	1.59	0.47	0.34	0.02	0.00
1.28	0.00	-0.00	1.61	0.00	0.40	0.02	0.00
1.33	0.00	-0.00	1.62	0.00	0.27	0.01	0.00
1.38	0.00	-0.00	1.64	0.00	0.27	0.01	0.00
1.43	0.00	-0.00	1.66	0.00	0.40	0.02	0.00
1.48	0.00	0.00	1.67	0.47	0.34	0.02	0.00
1.53	0.00	-0.00	1.69	-0.47	0.34	0.02	-0.00
1.58	0.00	-0.00	1.70	0.00	0.27	0.01	0.00
1.63	0.00	-0.00	1.72	-0.47	0.34	0.02	-0.00
1.68	0.00	-0.00	1.74	0.47	0.34	0.02	0.00
1.73	0.00	-0.00	1.75	-0.45	0.32	0.02	-0.00
1.78	0.00	-0.00	1.77	0.47	0.34	0.02	0.00
1.83	0.00	-0.00	1.79	-0.47	0.33	0.02	-0.00
1.88	0.00	-0.00	1.80	0.47	0.34	0.02	0.00
1.94	0.00	-0.00	1.82	0.00	0.35	0.02	0.00
1.99	0.00	-0.00	1.84	0.00	0.27	0.01	0.00
2.04	0.00	-0.00	1.86	0.00	0.40	0.02	0.00
2.09	0.00	0.00	1.87	0.47	0.34	0.02	0.00
2.14	0.00	-0.00	1.89	-0.47	0.34	0.02	-0.00
2.19	0.00	-0.00	1.91	0.00	0.27	0.01	0.00
2.24	0.00	-0.00	1.93	0.00	0.40	0.02	0.00
2.29	0.00	0.00	1.94	0.47	0.34	0.02	0.00
2.34	0.00	-0.00	1.96	-0.47	0.34	0.02	-0.00
2.39	0.00	-0.00	1.97	0.00	0.27	0.01	0.00
2.44	0.00	0.00	1.99	0.47	0.34	0.02	0.00
2.49	0.00	-0.00	2.01	-0.47	0.34	0.02	-0.00
2.54	0.00	-0.00	2.03	0.00	0.40	0.02	0.00
2.59	0.00	-0.00	2.04	0.00	0.27	0.01	0.00
2.64	0.00	-0.00	2.06	-0.47	0.34	0.02	-0.00
2.69	0.00	-0.00	2.07	0.47	0.34	0.02	0.00
2.74	0.00	-0.00	2.09	0.00	0.27	0.01	0.00
2.79	0.00	-0.00	2.11	0.00	0.40	0.02	0.00
2.84	0.00	-0.00	2.12	-0.47	0.34	0.02	-0.00
2.89	0.00	-0.00	2.14	0.47	0.34	0.02	0.00
2.94	0.00	-0.00	2.15	0.00	0.27	0.01	0.00
2.99	0.00	-0.00	2.17	0.00	0.40	0.02	0.00
