t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	0.00	0.00	7.98	0.07	0.00	0.00
0.41	0.01	0.00	0.00	15.97	0.00	0.00	0.01
0.46	0.02	0.00	-0.00	19.25	-0.07	-0.00	0.01
0.51	0.03	0.00	0.00	21.14	0.07	0.00	0.01
0.56	0.04	0.00	-0.00	22.52	-0.13	-0.01	0.01
0.61	0.05	0.00	-0.01	21.14	-0.07	-0.00	0.01
0.66	0.06	-0.00	-0.01	20.06	-0.07	-0.00	0.01
0.71	0.07	-0.00	-0.01	20.20	-0.07	-0.00	0.01
0.76	0.08	-0.00	-0.02	20.21	-0.07	-0.00	0.01
0.81	0.09	-0.00	-0.02	20.68	0.00	0.00	0.01
0.86	0.11	-0.00	-0.02	20.67	0.00	0.00	0.01
0.91	0.12	-0.00	-0.02	19.74	0.00	0.00	0.01
0.97	0.13	-0.00	-0.01	20.21	0.07	0.00	0.01
1.02	0.14	-0.00	-0.01	20.68	0.00	0.00	0.01
1.07	0.15	-0.00	-0.01	19.73	0.13	0.01	0.01
1.12	0.16	-0.00	-0.01	19.73	0.00	0.00	0.01
1.17	0.17	-0.00	-0.00	20.21	0.07	0.00	0.01
1.22	0.18	-0.00	-0.01	20.21	-0.07	-0.00	0.01
1.27	0.19	-0.00	-0.01	20.67	0.00	0.00	0.01
1.32	0.20	-0.00	-0.01	19.26	-0.07	-0.00	0.01
1.37	0.21	-0.00	-0.01	20.18	0.07	0.00	0.01
1.42	0.22	-0.00	-0.01	19.27	-0.07	-0.00	0.01
1.47	0.23	-0.00	-0.01	19.27	-0.07	-0.00	0.01
1.52	0.23	-0.00	-0.02	19.27	-0.07	-0.00	0.01
1.57	0.24	-0.00	-0.02	19.74	0.00	0.00	0.01
1.62	0.25	-0.00	-0.01	19.25	0.07	0.00	0.01
1.67	0.26	-0.00	-0.02	19.74	-0.13	-0.01	0.01
1.72	0.27	-0.00	-0.02	19.27	0.07	0.00	0.01
1.77	0.28	-0.00	-0.02	19.74	0.00	0.00	0.01
1.82	0.29	-0.00	-0.01	18.33	0.07	0.00	0.01
1.87	0.30	-0.00	-0.01	19.73	0.00	0.00	0.01
1.92	0.31	-0.00	-0.01	19.27	0.07	0.00	0.01
1.97	0.32	-0.00	-0.01	18.33	0.07	0.00	0.01
2.02	0.33	-0.00	-0.01	18.80	0.00	0.00	0.01
2.07	0.34	-0.00	-0.01	18.80	0.00	0.00	0.01
2.12	0.35	-0.00	-0.01	19.73	0.00	0.00	0.01
2.17	0.36	-0.00	-0.01	18.80	0.00	0.00	0.01
2.22	0.37	-0.00	-0.01	18.33	-0.07	-0.00	0.01
2.27	0.38	-0.00	-0.01	17.85	0.00	0.00	0.01
2.32	0.39	-0.00	-0.01	18.80	0.00	0.00	0.01
2.37	0.40	-0.00	-0.01	18.27	-0.06	-0.00	0.01
2.42	0.41	-0.00	-0.02	18.29	-0.07	-0.00	0.01
2.47	0.42	-0.00	-0.02	17.84	0.00	0.00	0.01
2.52	0.42	-0.00	-0.02	17.83	0.00	0.00	0.01
2.57	0.43	-0.00	-0.02	18.77	0.00	0.00	0.01
2.62	0.44	-0.00	-0.02	18.32	-0.07	-0.00	0.01
2.67	0.45	-0.00	-0.02	17.38	0.07	0.00	0.01
2.72	0.46	-0.01	-0.02	17.83	0.00	0.00	0.01
2.77	0.47	-0.01	-0.01	17.37	0.07	0.00	0.01
2.82	0.48	-0.01	-0.01	17.37	0.07	0.00	0.01
2.87	0.49	-0.01	-0.01	17.37	0.07	0.00	0.01
2.92	0.50	-0.01	-0.01	16.90	0.00	0.00	0.01
2.97	0.50	-0.01	-0.01	17.37	-0.07	-0.00	0.01
3.02	0.51	-0.01	-0.01	17.37	-0.07	-0.00	0.01
3.07	0.52	-0.01	-0.01	17.78	0.00	0.00	0.01
3.12	0.53	-0.01	-0.01	16.43	0.07	0.00	0.01
3.18	0.54	-0.01	-0.01	15.97	0.00	0.00	0.01
3.23	0.55	-0.01	-0.01	16.91	0.00	0.00	0.01
3.28	0.55	-0.01	-0.01	15.50	-0.07	-0.00	0.01
3.33	0.56	-0.01	-0.01	16.90	0.00	0.00	0.01
3.38	0.57	-0.01	-0.02	15.49	-0.07	-0.00	0.01
3.43	0.58	-0.01	-0.02	15.50	-0.07	-0.00	0.01
3.48	0.59	-0.01	-0.02	16.43	0.07	0.00	0.01
3.53	0.59	-0.01	-0.02	15.03	0.00	0.00	0.01
3.58	0.60	-0.01	-0.02	15.96	0.00	0.00	0.01
3.63	0.61	-0.01	-0.02	14.56	-0.07	-0.00	0.01
3.68	0.62	-0.01	-0.02	15.49	-0.07	-0.00	0.01
3.73	0.62	-0.01	-0.02	14.57	0.07	0.00	0.01
3.78	0.63	-0.01	-0.01	13.61	0.20	0.01	0.01
3.83	0.64	-0.01	-0.01	15.02	0.00	0.00	0.01
3.88	0.65	-0.01	-0.01	15.03	0.00	0.00	0.01
3.93	0.65	-0.01	-0.01	13.62	0.07	0.00	0.01
3.98	0.66	-0.01	-0.01	14.04	0.00	0.00	0.01
4.03	0.67	-0.01	-0.01	13.16	0.00	0.00	0.01
4.09	0.67	-0.01	-0.01	13.62	-0.07	-0.00	0.01
