t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.07	0.00	0.00	0.02	0.00	0.40	0.02	0.00
0.12	0.00	0.00	0.07	0.94	1.07	0.05	0.00
0.17	0.00	-0.00	0.14	-0.47	1.41	0.07	-0.00
0.22	0.00	0.00	0.22	0.47	1.55	0.08	0.00
0.27	0.00	0.00	0.30	0.47	1.55	0.08	0.00
0.32	0.00	-0.00	0.37	-0.94	1.48	0.07	-0.00
0.37	0.00	-0.00	0.45	0.00	1.61	0.08	0.00
0.42	0.00	-0.00	0.54	0.00	1.61	0.08	0.00
0.47	0.00	-0.00	0.62	0.00	1.61	0.08	0.00
0.52	0.00	0.00	0.69	0.47	1.54	0.08	0.00
0.57	0.00	0.00	0.77	0.00	1.48	0.07	0.00
0.62	0.00	-0.00	0.84	-0.47	1.54	0.08	-0.00
0.67	0.00	-0.00	0.92	0.00	1.48	0.07	0.00
0.72	0.00	-0.00	0.99	0.00	1.48	0.07	0.00
0.77	0.00	-0.00	1.07	0.00	1.61	0.08	0.00
0.82	0.00	-0.00	1.15	0.00	1.48	0.07	0.00
0.87	0.00	-0.00	1.22	0.00	1.47	0.07	0.00
0.92	0.00	-0.00	1.30	0.00	1.48	0.07	0.00
0.97	0.00	-0.00	1.37	-0.47	1.54	0.08	-0.00
1.02	0.00	-0.00	1.45	0.00	1.48	0.07	0.00
1.07	0.00	-0.00	1.52	0.00	1.48	0.07	0.00
1.12	0.00	-0.00	1.60	0.47	1.54	0.08	0.00
1.17	0.00	0.00	1.67	0.94	1.48	0.07	0.00
1.22	-0.00	0.00	1.71	6.58	0.81	0.04	0.00
1.27	-0.00	0.01	1.75	8.46	0.81	0.04	0.00
1.32	-0.00	0.01	1.78	8.93	0.60	0.03	0.00
1.37	-0.00	0.02	1.82	7.99	0.74	0.04	0.00
1.42	-0.00	0.02	1.84	8.46	0.40	0.02	0.00
1.47	-0.01	0.02	1.87	8.93	0.60	0.03	0.00
1.52	-0.01	0.03	1.90	10.81	0.60	0.03	0.01
1.57	-0.01	0.03	1.94	10.34	0.67	0.03	0.01
1.62	-0.01	0.04	1.96	9.87	0.47	0.02	0.00
1.67	-0.01	0.04	1.98	9.87	0.47	0.02	0.00
1.72	-0.01	0.05	2.01	9.87	0.47	0.02	0.00
1.77	-0.02	0.05	2.03	9.87	0.47	0.02	0.00
1.82	-0.02	0.06	2.05	10.33	0.40	0.02	0.01
1.87	-0.02	0.06	2.08	9.87	0.60	0.03	0.00
1.92	-0.02	0.07	2.11	10.33	0.54	0.03	0.01
1.97	-0.03	0.07	2.13	9.40	0.40	0.02	0.00
2.02	-0.03	0.07	2.15	9.86	0.47	0.02	0.00
2.07	-0.03	0.08	2.17	9.87	0.47	0.02	0.00
2.12	-0.03	0.08	2.20	9.38	0.54	0.03	0.00
2.17	-0.04	0.09	2.22	9.87	0.47	0.02	0.00
2.22	-0.04	0.09	2.25	9.39	0.40	0.02	0.00
2.27	-0.04	0.09	2.27	9.87	0.47	0.02	0.00
2.32	-0.05	0.10	2.29	9.86	0.47	0.02	0.00
2.37	-0.05	0.10	2.32	8.93	0.47	0.02	0.00
2.42	-0.05	0.10	2.34	9.86	0.47	0.02	0.00
2.47	-0.06	0.11	2.36	9.86	0.47	0.02	0.00
2.52	-0.06	0.11	2.39	10.33	0.54	0.03	0.01
2.57	-0.06	0.11	2.42	9.40	0.54	0.03	0.00
2.62	-0.07	0.12	2.44	9.86	0.47	0.02	0.00
2.67	-0.07	0.12	2.47	9.40	0.54	0.03	0.00
2.72	-0.08	0.12	2.49	10.80	0.47	0.02	0.01
2.77	-0.08	0.13	2.52	9.87	0.60	0.03	0.00
2.82	-0.08	0.13	2.54	10.33	0.40	0.02	0.01
2.87	-0.09	0.13	2.57	9.40	0.54	0.03	0.00
2.92	-0.09	0.14	2.59	9.86	0.47	0.02	0.00
2.97	-0.10	0.14	2.62	9.87	0.47	0.02	0.00
3.02	-0.10	0.14	2.64	9.39	0.54	0.03	0.00
3.08	-0.10	0.14	2.67	9.87	0.47	0.02	0.00
3.13	-0.11	0.14	2.69	9.87	0.47	0.02	0.00
3.18	-0.11	0.15	2.72	9.87	0.60	0.03	0.00
3.23	-0.12	0.15	2.75	9.86	0.60	0.03	0.00
3.28	-0.12	0.15	2.77	9.84	0.47	0.02	0.00
3.33	-0.13	0.15	2.79	9.39	0.40	0.02	0.00
3.38	-0.13	0.15	2.82	9.87	0.47	0.02	0.00
3.43	-0.14	0.16	2.84	9.86	0.47	0.02	0.00
3.48	-0.14	0.16	2.86	9.87	0.47	0.02	0.00
3.53	-0.15	0.16	2.89	8.92	0.47	0.02	0.00
3.58	-0.15	0.16	2.91	9.87	0.47	0.02	0.00
3.63	-0.15	0.16	2.94	9.85	0.47	0.02	0.00
3.68	-0.16	0.16	2.96	8.93	0.47	0.02	0.00
3.73	-0.16	0.16	2.98	9.86	0.47	0.02	0.00
3.78	-0.17	0.16	3.01	10.80	0.47	0.02	0.01
t	x	y	th	v*100	w	dTh	dSi
t	x	y	th	v*100	w	dTh	dSi
0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.06	0.00	0.00	0.02	0.00	0.40	0.02	0.00
0.11	0.00	0.00	0.07	0.47	1.01	0.05	0.00
0.16	0.00	0.00	0.13	0.00	1.21	0.06	0.00
0.21	0.00	0.00	0.21	0.00	1.48	0.07	0.00
0.26	0.00	-0.00	0.28	-0.47	1.55	0.08	-0.00
0.32	0.00	0.00	0.36	0.47	1.54	0.08	0.00
0.37	0.00	0.00	0.44	0.00	1.61	0.08	0.00
0.42	0.00	0.00	0.52	0.00	1.61	0.08	0.00
0.47	0.00	0.00	0.60	0.47	1.54	0.08	0.00
0.52	0.00	0.00	0.67	0.00	1.48	0.07	0.00
0.57	0.00	0.00	0.75	0.00	1.61	0.08	0.00
0.62	0.00	0.00	0.83	0.00	1.48	0.07	0.00
0.67	0.00	0.00	0.91	0.00	1.61	0.08	0.00
0.72	0.00	0.00	0.99	0.00	1.61	0.08	0.00
0.77	0.00	0.00	1.06	0.00	1.48	0.07	0.00
0.82	0.00	0.00	1.14	0.00	1.61	0.08	0.00
0.87	0.00	0.00	1.22	0.00	1.48	0.07	0.00
0.92	0.00	0.00	1.30	0.47	1.54	0.08	0.00
0.97	0.00	0.00	1.37	-0.47	1.54	0.08	-0.00
1.02	0.00	-0.00	1.45	-0.47	1.54	0.08	-0.00
1.07	0.00	-0.00	1.52	0.00	1.47	0.07	0.00
1.12	0.00	-0.00	1.60	-0.47	1.54	0.08	-0.00
1.17	0.00	0.00	1.67	2.35	1.28	0.06	0.00
1.22	-0.00	0.00	1.71	6.57	0.81	0.04	0.00
1.27	-0.00	0.01	1.74	7.99	0.60	0.03	0.00
1.32	-0.00	0.01	1.77	8.92	0.60	0.03	0.00
1.37	-0.00	0.02	1.80	8.93	0.74	0.04	0.00
1.42	-0.00	0.02	1.83	9.39	0.54	0.03	0.00
1.47	-0.00	0.03	1.85	9.40	0.40	0.02	0.00
1.52	-0.01	0.03	1.88	9.86	0.60	0.03	0.00
1.57	-0.01	0.04	1.91	9.87	0.47	0.02	0.00
1.62	-0.01	0.04	1.94	9.86	0.60	0.03	0.00
1.67	-0.01	0.04	1.96	9.87	0.47	0.02	0.00
1.72	-0.01	0.05	1.98	9.86	0.47	0.02	0.00
1.77	-0.02	0.05	2.01	10.34	0.54	0.03	0.01
1.82	-0.02	0.06	2.03	9.86	0.47	0.02	0.00
1.87	-0.02	0.06	2.06	9.40	0.54	0.03	0.00
1.92	-0.02	0.07	2.09	10.34	0.54	0.03	0.01
1.97	-0.02	0.07	2.11	9.87	0.47	0.02	0.00
2.02	-0.03	0.08	2.13	9.86	0.47	0.02	0.00
2.07	-0.03	0.08	2.16	9.87	0.47	0.02	0.00
2.12	-0.03	0.08	2.18	9.86	0.47	0.02	0.00
2.17	-0.04	0.09	2.21	10.34	0.54	0.03	0.01
2.22	-0.04	0.09	2.24	9.39	0.54	0.03	0.00
2.27	-0.04	0.10	2.26	9.87	0.47	0.02	0.00
2.32	-0.04	0.10	2.29	9.39	0.54	0.03	0.00
2.37	-0.05	0.10	2.31	8.93	0.47	0.02	0.00
2.42	-0.05	0.11	2.33	9.86	0.47	0.02	0.00
2.47	-0.05	0.11	2.36	9.40	0.54	0.03	0.00
2.52	-0.06	0.11	2.38	9.86	0.47	0.02	0.00
2.57	-0.06	0.12	2.41	9.87	0.47	0.02	0.00
2.62	-0.07	0.12	2.43	9.39	0.40	0.02	0.00
2.67	-0.07	0.12	2.45	9.87	0.47	0.02	0.00
2.72	-0.07	0.13	2.48	10.33	0.54	0.03	0.01
2.77	-0.08	0.13	2.50	9.87	0.47	0.02	0.00
2.82	-0.08	0.13	2.52	9.87	0.47	0.02	0.00
2.87	-0.08	0.13	2.55	9.87	0.47	0.02	0.00
2.92	-0.09	0.14	2.57	9.86	0.47	0.02	0.00
2.97	-0.09	0.14	2.60	9.87	0.47	0.02	0.00
3.02	-0.10	0.14	2.63	9.86	0.60	0.03	0.00
3.07	-0.10	0.15	2.65	10.34	0.54	0.03	0.01
3.12	-0.11	0.15	2.68	9.87	0.47	0.02	0.00
3.17	-0.11	0.15	2.70	9.87	0.47	0.02	0.00
3.22	-0.12	0.15	2.72	9.86	0.47	0.02	0.00
3.27	-0.12	0.15	2.75	9.40	0.54	0.03	0.00
3.32	-0.12	0.16	2.77	9.87	0.47	0.02	0.00
3.37	-0.13	0.16	2.80	9.87	0.60	0.03	0.00
3.42	-0.13	0.16	2.83	9.87	0.47	0.02	0.00
