t	x	y	th	v*100	w	dTh	dSi
0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.52	0.00	0.00	0.00	0.47	0.07	0.00	0.00
0.57	0.01	0.00	0.01	10.80	0.20	0.01	0.01
0.62	0.01	0.00	0.03	16.43	0.34	0.02	0.01
0.68	0.02	0.00	0.05	8.25	0.39	0.02	0.00
0.73	0.02	0.00	0.06	1.88	0.27	0.01	0.00
0.78	0.02	0.00	0.08	1.88	0.27	0.01	0.00
0.83	0.02	0.00	0.09	0.00	0.27	0.01	0.00
0.88	0.02	0.00	0.10	-0.47	0.20	0.01	-0.00
0.93	0.02	0.00	0.11	-0.94	0.27	0.01	-0.00
0.98	0.02	0.00	0.13	0.00	0.27	0.01	0.00
1.03	0.02	0.00	0.14	1.41	0.34	0.02	0.00
1.08	0.02	0.00	0.16	0.47	0.34	0.02	0.00
1.13	0.02	0.00	0.18	0.00	0.26	0.01	0.00
1.18	0.02	0.00	0.19	-0.47	0.34	0.02	-0.00
1.23	0.02	0.00	0.21	0.47	0.34	0.02	0.00
1.28	0.02	0.00	0.23	-0.47	0.34	0.02	-0.00
1.33	0.02	0.00	0.24	6.58	0.27	0.01	0.00
1.38	0.03	0.00	0.25	15.98	0.13	0.01	0.01
1.43	0.04	0.01	0.26	19.72	0.27	0.01	0.01
1.48	0.05	0.01	0.27	21.54	0.13	0.01	0.01
1.53	0.06	0.01	0.27	22.07	0.07	0.00	0.01
1.58	0.07	0.01	0.26	21.59	-0.27	-0.01	0.01
1.63	0.08	0.02	0.24	21.11	-0.34	-0.02	0.01
1.68	0.09	0.02	0.23	20.65	-0.13	-0.01	0.01
1.73	0.10	0.02	0.22	20.17	-0.20	-0.01	0.01
1.78	0.11	0.02	0.21	21.13	-0.20	-0.01	0.01
1.83	0.12	0.03	0.21	20.67	-0.13	-0.01	0.01
1.88	0.13	0.03	0.20	20.66	-0.13	-0.01	0.01
1.93	0.14	0.03	0.19	19.73	-0.13	-0.01	0.01
