0.026409	-0.00854765417627637	-8.279076089602831e-06	-0.00025286857094730664
0.028425	-0.008891378589762015	-8.162330892874259e-06	-0.0004264267462250615
0.029719	-0.00889692333577375	-8.16280121487547e-06	0.0005960727495186433
0.03098	-0.008966924315426316	-8.174869545329146e-06	-0.00025126813695486305
0.03316	-0.008790130394589873	-8.194455765570527e-06	2.969694187548083e-05
0.035101	-0.008479241628526389	-8.193792356304966e-06	-2.5429117894937292e-05
0.037178	-0.008479375834764595	-8.193931300471305e-06	0.0020960350532743316
0.038341	-0.008728696627612637	-8.78166884975025e-06	0.0026186656650983666
0.040262	-0.008565756241258566	-8.385550338246222e-06	0.0022434528066599215
t	x	y	th
t	x	y	th
t	x	y	th
0.005637	-2.0055927500504704e-05	0.0	0.0
0.007905	-2.0055927500504704e-05	0.0	-0.0028139186122873028
0.009149	-7.761576929413566e-05	1.9257398143660792e-07	-0.0038773180878610702
0.011268	-4.844248579974576e-05	9.483865510926636e-08	-0.002822987738249516
0.013285	0.00010176902679984015	-3.2920772954914045e-07	-0.002822987738249516
0.015415	0.00027669220874523956	-8.230150390768645e-07	-0.002822987738249516
0.017337	0.00042786504486527646	-1.2497752354550226e-06	-0.002822987738249516
0.019341	0.00042786504486527646	-1.2497752354550226e-06	-0.004791877202054096
0.02123	0.0005156150770525459	-1.7405024012214265e-06	-0.006392666847390593
0.023191	0.00021883351018668265	2.3451710467747838e-07	-0.006916720067208892
0.024346	0.00021095259644938346	2.9336219891238065e-07	-0.008016573872632549
0.025458	0.0001648253798837324	6.427101922437725e-07	-0.007130289092322606
0.026642	0.00017063950875099719	6.037924578253285e-07	-0.006256807783958429
0.028585	0.0001470147804487536	7.725615530171723e-07	-0.008030444300576534
0.030526	0.0002377197826762537	1.0488444030420419e-07	-0.006691236700149261
0.031687	0.00024232235969458686	7.576577661891678e-08	-0.005961794451185831
0.033674	0.0002354206705325518	1.2351954548182098e-07	-0.007876269159215354
0.035553	0.0003107696156007943	-4.157659734169682e-07	-0.006437834651203289
0.036699	0.00026301678208487096	-8.310691923201101e-08	-0.007494476738804323
0.038799	0.00037410009281017246	-8.553824721652104e-07	-0.0064097381433194656
t	x	y	th
t	x	y	th
0.005423	1.5079644737250314e-05	0.0	0.0
0.007743	1.5079644737250314e-05	0.0	0.0014652862339008005
0.009761	0.0001081399063009315	1.9293963439994567e-07	0.0026812604168395754
0.011805	6.976879753276715e-05	6.752544945386689e-08	0.003855623315951128
0.013739	0.0003662685603150281	1.1522492557721146e-06	0.00346120524959359
0.015849	0.00036319783272479607	1.1381450967729454e-06	0.005724930220171542
0.017842	0.0002675073704034912	6.732914657440789e-07	0.0039907710753898425
0.019776	0.0018282862606239486	6.811276467803633e-06	0.0038744728718708484
0.02162	0.0017668098457007458	6.566396022566563e-06	0.004092131894968384
0.022884	0.0019173452919256989	7.191083702815146e-06	0.004207363142492245
0.024065	0.0017610461734509297	6.5297204090769734e-06	0.0042553761622883355
0.025851	0.0017624662559317557	6.537015995225619e-06	0.006019410074945876
0.027778	0.0016115667624079354	5.686628767514163e-06	0.005251379584147666
0.029593	0.0016191158865691664	5.7199024665332355e-06	0.0035638108511736226
0.031557	0.0015290321691179727	5.44342575840393e-06	0.0025743869912925226
0.033683	0.001514282721594448	5.391718972575841e-06	0.004436936507539076
0.035677	0.00119256711688185	4.038479870406066e-06	0.003975655865459234
0.037631	0.001190127565832487	4.030202636936659e-06	0.002810184266312528
0.039577	0.001229201313447116	4.1753330357418985e-06	0.004618319026786206
0.040865	0.0013568879176213446	4.731701625271501e-06	0.004096221892958869
t	x	y	th
t	x	y	th
t	x	y	th
t	x	y	th
t	x	y	th
t	x	y	th
0.005316	-1.1856370674663015e-05	0.0	0.0
0.007739	-1.1856370674663015e-05	0.0	-0.0020327202927701293
0.009806	-0.0033951950338078378	6.7462734356909e-06	-0.001955213027861724
0.01103	-0.00339343224976926	6.741891785622502e-06	-0.0030160607625226987
0.012257	-0.0033482689191993396	6.605676023351016e-06	-0.0030160607625226987
0.014211	-0.0033482689191993396	6.605676023351016e-06	-0.0019488859041958406
0.016085	-0.003114049145349872	6.202434263484585e-06	-0.0014943875208581758
0.01808	-0.0030727564997289156	6.126248600709616e-06	-0.00219564372716885
0.019883	-0.0030540644665510734	6.096819852962874e-06	-0.0009531548172594384
0.021815	-0.0030268706708060584	6.0882778646392075e-06	0.00032492416326616153
0.023754	-0.005738105892767927	5.307756258639088e-06	0.00025084409034396133
0.025701	-0.005741491232398956	5.30790128624982e-06	-0.0003365238899801781
0.027715	-0.005813835513451415	5.317361064700199e-06	7.500277846054609e-05
0.028939	-0.005815847021236967	5.31587597578998e-06	0.001401589707091015
0.03022	-0.005633276221092782	5.595133229902735e-06	0.0016575745854108322
0.03219	-0.005610995552371346	5.642740906032425e-06	0.0026158701906526223
0.034099	-0.005590937073796075	5.705548244117437e-06	0.003646532272823338
0.036015	-0.00562160711168249	5.57803035118064e-06	0.004668890005180903
0.037985	-0.00553262308944703	6.036127508821288e-06	0.005627185610422691
0.039897	-0.0055450225626884515	5.974047784529749e-06	0.004386014851279596
t	x	y	th
t	x	y	th
t	x	y	th
0.00536	7.087433026493311e-06	0.0	0.0
0.007864	7.087433026493311e-06	0.0	0.0024159067197899536
0.009111	-3.283437110245852e-05	-7.997384527651357e-08	0.0015906125266100606
t	x	y	th
t	x	y	th
t	x	y	th
0.005329	-1.4061768717472267e-05	0.0	0.0
0.007649	-1.4061768717472267e-05	0.0	0.0005430781146624233
0.009655	-0.0001951014141343973	-1.3153703898306636e-07	0.000910051287288978
0.011759	-0.0002248121456036966	-1.6899276566441307e-07	0.0016113074936011194
0.013873	3.1427486188355576e-05	2.065993659042564e-07	0.0013202598049669254
0.015984	2.2589307698120015e-05	2.0251660498610168e-07	-0.0003963679346563609
0.018011	0.00037168555511110456	-1.7260935002654589e-09	-0.0007737544983177358
0.019283	0.0004405030049194342	-4.5612455722156496e-08	-0.0005016881806758633
t	x	y	th
t	x	y	th
t	x	y	th
t	x	y	th
0.005268	0.0	0.0	0.0
0.008312	0.0	0.0	0.0
0.009525	0.0	0.0	0.0
0.011369	0.0	0.0	0.0
0.013205	0.0	0.0	0.0
0.015058	0.0	0.0	0.0
0.016928	0.0	0.0	0.0
t	x	y	th
t	x	y	th
t	x	y	th
t	x	y	th
